,event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
3607,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,July 08 2016,"Las Vegas, Nevada, USA",Welterweight,Li Jingliang,Anton Zafir,fighter1,0                                  0,6                                  5,1                                  2,0                                  0,KO/TKO              Punches,1,2:46,2023-09-21 02:02:55.178363
3608,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Lightweight,Eddie Alvarez,Rafael Dos Anjos,fighter1,0                                  0,45                                  12,1                                  0,0                                  0,KO/TKO              Punches,1,3:49,2023-09-21 02:02:55.178363
3609,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Heavyweight,Derrick Lewis,Roy Nelson,fighter1,0                                  0,37                                  4,0                                  7,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3610,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Welterweight,Alan Jouban,Belal Muhammad,fighter1,3                                  0,86                                  77,0                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3611,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Lightweight,Joe Duffy,Mitch Clarke,fighter1,1                                  0,3                                  1,0                                  0,1                                  0,SUB              Rear Naked Choke,1,0:25,2023-09-21 02:02:55.178363
3612,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Welterweight,Alberto Mina,Mike Pyle,fighter1,1                                  0,16                                  2,2                                  0,0                                  1,KO/TKO              Flying Knee,2,1:17,2023-09-21 02:02:55.178363
3613,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Lightweight,John Makdessi,Mehdi Baghdad,fighter1,0                                  1,84                                  60,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3614,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Bantamweight,Anthony Birchak,Dileno Lopes,fighter1,0                                  0,41                                  25,0                                  2,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3615,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Bantamweight,Pedro Munhoz,Russell Doane,fighter1,0                                  0,14                                  18,1                                  0,1                                  0,SUB              Guillotine Choke,1,2:08,2023-09-21 02:02:55.178363
3616,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Bantamweight,Felipe Arantes,Jerrod Sanders,fighter1,0                                  0,3                                  6,0                                  1,1                                  0,SUB              Armbar,2,1:39,2023-09-21 02:02:55.178363
3617,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Lightweight,Gilbert Burns,Lukasz Sajewski,fighter1,0                                  0,13                                  14,1                                  0,1                                  0,SUB              Armbar,1,4:57,2023-09-21 02:02:55.178363
3618,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Bantamweight,Marco Beltran,Reginaldo Vieira,fighter1,1                                  0,20                                  20,0                                  3,1                                  0,SUB              Rear Naked Choke,2,3:04,2023-09-21 02:02:55.178363
3619,UFC Fight Night: Dos Anjos vs. Alvarez,July 07 2016,"Las Vegas, Nevada, USA",Welterweight,Vicente Luque,Alvaro Herrera Mendoza,fighter1,0                                  0,25                                  12,4                                  0,1                                  0,SUB              D'Arce Choke,2,3:52,2023-09-21 02:02:55.178363
3620,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Welterweight,Stephen Thompson,Rory MacDonald,fighter1,0                                  0,110                                  61,0                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
3621,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Welterweight,Donald Cerrone,Patrick Cote,fighter1,3                                  0,73                                  46,2                                  0,1                                  0,KO/TKO              Punches,3,2:35,2023-09-21 02:02:55.178363
3622,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Light Heavyweight,Steve Bosse,Sean O'Connell,fighter1,0                                  1,93                                  84,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3623,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Lightweight,Olivier Aubin-Mercier,Thibault Gouti,fighter1,0                                  0,44                                  29,3                                  0,1                                  0,SUB              Rear Naked Choke,3,2:28,2023-09-21 02:02:55.178363
3624,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Women's Flyweight,Joanne Wood,Valerie Letourneau,fighter1,2                                  0,115                                  80,3                                  0,0                                  0,KO/TKO              Kick,3,2:44,2023-09-21 02:02:55.178363
3625,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Lightweight,Jason Saggo,Leandro Silva,fighter1,0                                  0,48                                  47,1                                  2,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3626,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Light Heavyweight,Misha Cirkunov,Ion Cutelaba,fighter1,0                                  0,44                                  24,1                                  0,1                                  0,SUB              Arm Triangle,3,1:22,2023-09-21 02:02:55.178363
3627,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Middleweight,Krzysztof Jotko,Tamdan McCrory,fighter1,1                                  0,4                                  2,0                                  0,0                                  0,KO/TKO              Punch,1,0:59,2023-09-21 02:02:55.178363
3628,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Bantamweight,Joe Soto,Chris Beal,fighter1,0                                  0,47                                  76,1                                  0,2                                  0,SUB              Rear Naked Choke,3,3:39,2023-09-21 02:02:55.178363
3629,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Middleweight,Elias Theodorou,Sam Alvey,fighter1,0                                  0,37                                  24,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3630,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Women's Strawweight,Randa Markos,Jocelyn Jones-Lybarger,fighter1,0                                  0,86                                  79,1                                  1,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3631,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Welterweight,Colby Covington,Jonathan Meunier,fighter1,1                                  0,19                                  16,5                                  0,1                                  0,SUB              Rear Naked Choke,3,0:54,2023-09-21 02:02:55.178363
3632,UFC Fight Night: MacDonald vs Thompson,June 18 2016,"Ottawa, Ontario, Canada",Flyweight,Ali Bagautinov,Geane Herrera,fighter1,0                                  0,90                                  13,5                                  1,0                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3633,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Middleweight,Michael Bisping,Luke Rockhold,fighter1,2                                  0,21                                  17,0                                  0,0                                  0,KO/TKO              Punch,1,3:36,2023-09-21 02:02:55.178363
3634,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Bantamweight,Dominick Cruz,Urijah Faber,fighter1,1                                  0,87                                  34,3                                  1,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
3635,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Featherweight,Max Holloway,Ricardo Lamas,fighter1,0                                  0,103                                  64,0                                  0,2                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3636,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Middleweight,Dan Henderson,Hector Lombard,fighter1,1                                  1,13                                  23,0                                  2,0                                  2,KO/TKO              Elbow,2,1:27,2023-09-21 02:02:55.178363
3637,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Lightweight,Dustin Poirier,Bobby Green,fighter1,2                                  0,36                                  16,0                                  0,0                                  0,KO/TKO              Punch,1,2:53,2023-09-21 02:02:55.178363
3638,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Featherweight,Brian Ortega,Clay Guida,fighter1,1                                  1,62                                  62,0                                  0,0                                  0,KO/TKO              Knee,3,4:40,2023-09-21 02:02:55.178363
3639,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Lightweight,Beneil Dariush,James Vick,fighter1,2                                  0,46                                  9,0                                  0,0                                  0,KO/TKO              Punch,1,4:16,2023-09-21 02:02:55.178363
3640,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Women's Strawweight,Jessica Andrade,Jessica Penne,fighter1,0                                  0,117                                  27,0                                  0,0                                  0,KO/TKO              Punches,2,2:56,2023-09-21 02:02:55.178363
3641,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Featherweight,Alex Caceres,Cole Miller,fighter1,1                                  0,97                                  33,5                                  3,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3642,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Welterweight,Sean Strickland,Tom Breese,fighter1,0                                  0,73                                  62,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3643,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Light Heavyweight,Henrique da Silva,Jonathan Wilson,fighter1,0                                  1,81                                  66,0                                  1,0                                  0,KO/TKO              Punches,2,4:11,2023-09-21 02:02:55.178363
3644,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Middleweight,Kevin Casey,Elvis Mutapcic,Draw,0                                  0,59                                  64,2                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3645,UFC 199: Rockhold vs. Bisping 2,June 04 2016,"Los Angeles, California, USA",Lightweight,Marco Polo Reyes,Dong Hyun Ma,fighter1,2                                  0,135                                  83,0                                  2,0                                  0,KO/TKO              Punch,3,1:52,2023-09-21 02:02:55.178363
3646,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Bantamweight,Cody Garbrandt,Thomas Almeida,fighter1,1                                  0,21                                  10,0                                  0,0                                  0,KO/TKO              Punches,1,2:53,2023-09-21 02:02:55.178363
3647,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Featherweight,Jeremy Stephens,Renan Barao,fighter1,0                                  0,55                                  43,0                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3648,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Welterweight,Rick Story,Tarec Saffiedine,fighter1,0                                  0,58                                  32,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3649,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Middleweight,Chris Camozzi,Vitor Miranda,fighter1,0                                  0,43                                  27,1                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3650,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Welterweight,Lorenz Larkin,Jorge Masvidal,fighter1,0                                  0,44                                  48,1                                  1,0                                  2,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3651,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Lightweight,Paul Felder,Joshua Burkman,fighter1,0                                  0,41                                  40,0                                  3,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3652,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Women's Bantamweight,Sara McMann,Jessica Eye,fighter1,0                                  0,22                                  10,2                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3653,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Lightweight,Abel Trujillo,Jordan Rinaldi,fighter1,0                                  0,35                                  18,3                                  2,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3654,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Middleweight,Jake Collier,Alberto Uda,fighter1,1                                  0,27                                  15,1                                  1,0                                  0,KO/TKO              Spinning Back Kick,2,1:06,2023-09-21 02:02:55.178363
3655,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Lightweight,Erik Koch,Shane Campbell,fighter1,0                                  0,14                                  16,2                                  0,1                                  0,SUB              Rear Naked Choke,2,3:02,2023-09-21 02:02:55.178363
3656,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Bantamweight,Bryan Caraway,Aljamain Sterling,fighter1,0                                  0,9                                  32,3                                  1,0                                  2,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3657,UFC Fight Night: Almeida vs Garbrandt,May 29 2016,"Las Vegas, Nevada, USA",Heavyweight,Adam Milstead,Chris de la Rocha,fighter1,0                                  0,58                                  39,0                                  0,0                                  0,KO/TKO              Punches,2,4:01,2023-09-21 02:02:55.178363
3658,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Heavyweight,Stipe Miocic,Fabricio Werdum,fighter1,1                                  0,20                                  15,0                                  0,0                                  0,KO/TKO              Punch,1,2:47,2023-09-21 02:02:55.178363
3659,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Middleweight,Jacare Souza,Vitor Belfort,fighter1,0                                  0,39                                  4,1                                  0,0                                  0,KO/TKO              Punches,1,4:38,2023-09-21 02:02:55.178363
3660,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Catch Weight,Cristiane Justino,Leslie Smith,fighter1,1                                  0,26                                  2,0                                  0,0                                  0,KO/TKO              Punch,1,1:21,2023-09-21 02:02:55.178363
3661,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Light Heavyweight,Mauricio Rua,Corey Anderson,fighter1,2                                  0,48                                  55,0                                  4,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3662,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Welterweight,Bryan Barberena,Warlley Alves,fighter1,0                                  0,120                                  79,0                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3663,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Welterweight,Demian Maia,Matt Brown,fighter1,0                                  0,17                                  10,3                                  0,2                                  0,SUB              Rear Naked Choke,3,4:31,2023-09-21 02:02:55.178363
3664,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Middleweight,Thiago Santos,Nate Marquardt,fighter1,2                                  0,16                                  7,0                                  0,0                                  0,KO/TKO              Punch,1,3:39,2023-09-21 02:02:55.178363
3665,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Lightweight,Francisco Trinaldo,Yancy Medeiros,fighter1,0                                  1,117                                  51,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3666,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Bantamweight,John Lineker,Rob Font,fighter1,0                                  0,80                                  40,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3667,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Light Heavyweight,Rogerio Nogueira,Patrick Cummins,fighter1,1                                  0,30                                  12,0                                  0,0                                  0,KO/TKO              Punches,1,4:52,2023-09-21 02:02:55.178363
3668,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Welterweight,Sergio Moraes,Luan Chagas,Draw,0                                  1,28                                  46,0                                  0,1                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3669,UFC 198: Werdum vs Miocic,May 14 2016,"Curitiba, Parana, Brazil",Featherweight,Renato Moicano,Zubaira Tukhugov,fighter1,0                                  0,44                                  29,0                                  3,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3670,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Heavyweight,Alistair Overeem,Andrei Arlovski,fighter1,1                                  0,23                                  16,1                                  0,0                                  0,KO/TKO              Punch,2,1:12,2023-09-21 02:02:55.178363
3671,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Heavyweight,Stefan Struve,Antonio Silva,fighter1,1                                  0,13                                  0,0                                  0,0                                  0,KO/TKO              Punch,1,0:16,2023-09-21 02:02:55.178363
3672,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Welterweight,Gunnar Nelson,Albert Tumenov,fighter1,0                                  0,29                                  23,2                                  0,1                                  0,SUB              Rear Naked Choke,2,3:15,2023-09-21 02:02:55.178363
3673,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Women's Bantamweight,Germaine de Randamie,Anna Elmose,fighter1,1                                  0,18                                  6,0                                  0,0                                  0,KO/TKO              Knee,1,3:46,2023-09-21 02:02:55.178363
3674,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Light Heavyweight,Nikita Krylov,Francimar Barroso,fighter1,0                                  0,58                                  22,0                                  2,1                                  0,SUB              Rear Naked Choke,2,3:11,2023-09-21 02:02:55.178363
3675,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Women's Strawweight,Karolina Kowalkiewicz,Heather Clark,fighter1,0                                  0,119                                  70,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3676,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Lightweight,Rustam Khabilov,Chris Wade,fighter1,0                                  1,50                                  25,6                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3677,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Middleweight,Magnus Cedenblad,Garreth McLellan,fighter1,1                                  0,21                                  12,0                                  0,0                                  0,KO/TKO              Kick,2,0:47,2023-09-21 02:02:55.178363
3678,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Lightweight,Josh Emmett,Jon Tuck,fighter1,0                                  0,54                                  53,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3679,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Lightweight,Reza Madadi,Yan Cabral,fighter1,0                                  0,27                                  32,1                                  1,0                                  0,KO/TKO              Punch,3,1:56,2023-09-21 02:02:55.178363
3680,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Flyweight,Kyoji Horiguchi,Neil Seery,fighter1,2                                  0,72                                  40,6                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3681,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Welterweight,Leon Edwards,Dominic Waters,fighter1,0                                  0,24                                  3,2                                  4,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3682,UFC Fight Night: Overeem vs Arlovski,May 08 2016,"Rotterdam, Zuid-Holland, Netherlands",Flyweight,Yuta Sasaki,Willie Gates,fighter1,0                                  0,7                                  13,4                                  0,1                                  0,SUB              Rear Naked Choke,2,3:30,2023-09-21 02:02:55.178363
3683,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Light Heavyweight,Jon Jones,Ovince Saint Preux,fighter1,0                                  0,105                                  57,3                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
3684,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Flyweight,Demetrious Johnson,Henry Cejudo,fighter1,1                                  0,21                                  6,0                                  1,0                                  0,KO/TKO              Knees,1,2:49,2023-09-21 02:02:55.178363
3685,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Lightweight,Edson Barboza,Anthony Pettis,fighter1,0                                  0,73                                  48,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3686,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Middleweight,Robert Whittaker,Rafael Natal,fighter1,0                                  0,89                                  62,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3687,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Featherweight,Yair Rodriguez,Andre Fili,fighter1,1                                  0,25                                  11,2                                  1,0                                  0,KO/TKO              Kick,2,2:15,2023-09-21 02:02:55.178363
3688,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Flyweight,Sergio Pettis,Chris Kelades,fighter1,0                                  0,61                                  35,2                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3689,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Welterweight,Danny Roberts,Dominique Steele,fighter1,0                                  1,60                                  34,0                                  6,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3690,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Women's Strawweight,Carla Esparza,Juliana Lima,fighter1,0                                  0,28                                  26,5                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3691,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Lightweight,James Vick,Glaico Franca Moreira,fighter1,0                                  0,94                                  39,0                                  4,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3692,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Heavyweight,Walt Harris,Cody East,fighter1,1                                  0,31                                  26,0                                  0,0                                  0,KO/TKO              Punches,1,4:18,2023-09-21 02:02:55.178363
3693,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Light Heavyweight,Marcos Rogerio de Lima,Clint Hester,fighter1,1                                  0,29                                  0,0                                  0,1                                  0,SUB              Arm Triangle,1,4:35,2023-09-21 02:02:55.178363
3694,UFC 197: Jones vs Saint Preux,April 23 2016,"Las Vegas, Nevada, USA",Lightweight,Kevin Lee,Efrain Escudero,fighter1,0                                  0,64                                  70,1                                  1,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3695,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",Light Heavyweight,Glover Teixeira,Rashad Evans,fighter1,1                                  0,6                                  7,0                                  0,0                                  0,KO/TKO              Punch,1,1:48,2023-09-21 02:02:55.178363
3696,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",Women's Strawweight,Rose Namajunas,Tecia Torres,fighter1,0                                  0,46                                  61,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3697,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",Catch Weight,Khabib Nurmagomedov,Darrell Horcher,fighter1,0                                  0,75                                  6,2                                  0,0                                  0,KO/TKO              Punches,2,3:38,2023-09-21 02:02:55.178363
3698,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",Featherweight,Cub Swanson,Hacran Dias,fighter1,2                                  0,83                                  55,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3699,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",Lightweight,Michael Chiesa,Beneil Dariush,fighter1,0                                  0,11                                  27,1                                  1,2                                  0,SUB              Rear Naked Choke,2,1:20,2023-09-21 02:02:55.178363
3700,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",Women's Bantamweight,Raquel Pennington,Bethe Correia,fighter1,0                                  0,75                                  66,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
3701,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",Welterweight,Santiago Ponzinibbio,Court McGee,fighter1,1                                  0,38                                  35,0                                  0,0                                  0,KO/TKO              Punch,1,4:15,2023-09-21 02:02:55.178363
3702,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",Welterweight,Michael Graves,Randy Brown,fighter1,0                                  0,11                                  10,2                                  0,1                                  1,SUB              Rear Naked Choke,2,2:31,2023-09-21 02:02:55.178363
3703,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",Bantamweight,John Dodson,Manvel Gamburyan,fighter1,1                                  0,16                                  2,0                                  0,0                                  0,KO/TKO              Punches,1,0:37,2023-09-21 02:02:55.178363
3704,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",Middleweight,Cezar Ferreira,Oluwale Bamgbose,fighter1,0                                  1,26                                  20,3                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3705,UFC on FOX: Teixeira vs Evans,April 16 2016,"Tampa, Florida, USA",Welterweight,Elizeu Zaleski dos Santos,Omari Akhmedov,fighter1,0                                  0,72                                  36,0                                  3,1                                  1,KO/TKO              Knee,3,3:03,2023-09-21 02:02:55.178363
3706,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Heavyweight,Junior Dos Santos,Ben Rothwell,fighter1,0                                  0,157                                  77,0                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
3707,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Heavyweight,Derrick Lewis,Gabriel Gonzaga,fighter1,1                                  0,17                                  5,0                                  1,0                                  0,KO/TKO              Punches,1,4:48,2023-09-21 02:02:55.178363
3708,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Heavyweight,Francis Ngannou,Curtis Blaydes,fighter1,0                                  0,36                                  24,0                                  2,0                                  0,KO/TKO,2,5:00,2023-09-21 02:02:55.178363
3709,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Heavyweight,Timothy Johnson,Marcin Tybura,fighter1,0                                  0,45                                  48,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3710,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Light Heavyweight,Jan Blachowicz,Igor Pokrajac,fighter1,0                                  0,98                                  35,4                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3711,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Women's Strawweight,Maryna Moroz,Cristina Stanciu,fighter1,0                                  0,35                                  39,1                                  1,1                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
3712,UFC Fight Night: Rothwell vs Dos Santos,April 10 2016,"Zagreb, Croatia",Welterweight,Zak Cummings,Nicolas Dalby,fighter1,1                                  0,56                                  57,1                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
