,event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
104,UFC Fight Night: Aspinall vs. Tybura,July 22 2023,"London, England, United Kingdom",Heavyweight,Mick Parkin,Jamal Pogues,fighter1,0                                  0,95                                  36,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
105,UFC Fight Night: Aspinall vs. Tybura,July 22 2023,"London, England, United Kingdom",Middleweight,Makhmud Muradov,Bryan Barberena,fighter1,2                                  0,54                                  28,13                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
106,UFC Fight Night: Aspinall vs. Tybura,July 22 2023,"London, England, United Kingdom",Women's Bantamweight,Ketlen Vieira,Pannie Kianzad,fighter1,0                                  0,15                                  22,3                                  0,3                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
107,UFC Fight Night: Aspinall vs. Tybura,July 22 2023,"London, England, United Kingdom",Lightweight,Chris Duncan,Yanal Ashmouz,fighter1,0                                  0,85                                  35,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
108,UFC Fight Night: Aspinall vs. Tybura,July 22 2023,"London, England, United Kingdom",Women's Strawweight,Bruna Brasil,Shauna Bannon,fighter1,0                                  0,56                                  54,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
109,UFC Fight Night: Aspinall vs. Tybura,July 22 2023,"London, England, United Kingdom",Flyweight,Jafel Filho,Daniel Barez,fighter1,0                                  1,21                                  18,1                                  0,1                                  0,SUB              Arm Triangle,1,3:26,2023-09-21 02:02:55.178363
110,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Women's Bantamweight,Mayra Bueno Silva,Holly Holm,fighter1,0                                  0,20                                  27,0                                  0,1                                  0,SUB              Guillotine Choke,2,0:38,2023-09-21 02:02:55.178363
111,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Welterweight,Jack Della Maddalena,Bassil Hafez,fighter1,0                                  0,83                                  32,1                                  3,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
112,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Lightweight,Francisco Prado,Ottman Azaitar,fighter1,1                                  0,38                                  14,0                                  0,0                                  0,KO/TKO              Punches,1,4:05,2023-09-21 02:02:55.178363
113,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Middleweight,JunYong Park,Albert Duraev,fighter1,1                                  0,50                                  31,0                                  1,3                                  0,SUB              Rear Naked Choke,2,4:45,2023-09-21 02:02:55.178363
114,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Women's Featherweight,Norma Dumont,Chelsea Chandler,fighter1,0                                  0,47                                  22,3                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
115,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Lightweight,Nazim Sadykhov,Terrance McKinney,fighter1,0                                  0,8                                  6,0                                  2,1                                  0,SUB              Rear Naked Choke,2,1:07,2023-09-21 02:02:55.178363
116,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Featherweight,Melsik Baghdasaryan,Tucker Lutz,fighter1,0                                  0,64                                  36,0                                  3,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
117,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Women's Strawweight,Viktoriia Dudakova,Istela Nunes,fighter1,0                                  0,3                                  2,1                                  0,0                                  0,KO/TKO,1,0:34,2023-09-21 02:02:55.178363
118,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Featherweight,Melquizael Costa,Austin Lingo,fighter1,0                                  0,100                                  39,3                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
119,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Lightweight,Evan Elder,Genaro Valdez,fighter1,1                                  1,96                                  64,1                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
120,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Flyweight,Azat Maksum,Tyson Nam,fighter1,0                                  0,46                                  81,2                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
121,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Lightweight,Alexander Munoz,Carl Deaton,fighter1,1                                  0,44                                  37,3                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
122,UFC Fight Night: Holm vs. Bueno Silva,July 15 2023,"Las Vegas, Nevada, USA",Women's Bantamweight,Ailin Perez,Ashlee Evans-Smith,fighter1,0                                  0,60                                  12,10                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
123,UFC 290: Volkanovski vs. Rodriguez,July 08 2023,"Las Vegas, Nevada, USA",Featherweight,Alexander Volkanovski,Yair Rodriguez,fighter1,0                                  0,66                                  40,7                                  0,0                                  0,KO/TKO              Punches,3,4:19,2023-09-21 02:02:55.178363
124,UFC 290: Volkanovski vs. Rodriguez,July 08 2023,"Las Vegas, Nevada, USA",Flyweight,Alexandre Pantoja,Brandon Moreno,fighter1,1                                  0,129                                  147,6                                  2,0                                  0,S-DEC,5,5:00,2023-09-21 02:02:55.178363
125,UFC 290: Volkanovski vs. Rodriguez,July 08 2023,"Las Vegas, Nevada, USA",Middleweight,Dricus Du Plessis,Robert Whittaker,fighter1,1                                  0,62                                  31,1                                  1,0                                  0,KO/TKO              Punches,2,2:23,2023-09-21 02:02:55.178363
126,UFC 290: Volkanovski vs. Rodriguez,July 08 2023,"Las Vegas, Nevada, USA",Lightweight,Dan Hooker,Jalin Turner,fighter1,1                                  0,125                                  100,0                                  1,1                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
127,UFC 290: Volkanovski vs. Rodriguez,July 08 2023,"Las Vegas, Nevada, USA",Middleweight,Bo Nickal,Val Woodburn,fighter1,1                                  0,7                                  2,0                                  0,0                                  0,KO/TKO              Punches,1,0:38,2023-09-21 02:02:55.178363
128,UFC 290: Volkanovski vs. Rodriguez,July 08 2023,"Las Vegas, Nevada, USA",Welterweight,Robbie Lawler,Niko Price,fighter1,1                                  0,8                                  2,0                                  0,0                                  0,KO/TKO              Punches,1,0:38,2023-09-21 02:02:55.178363
129,UFC 290: Volkanovski vs. Rodriguez,July 08 2023,"Las Vegas, Nevada, USA",Catch Weight,Tatsuro Taira,Edgar Chairez,fighter1,0                                  1,61                                  25,2                                  0,1                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
130,UFC 290: Volkanovski vs. Rodriguez,July 08 2023,"Las Vegas, Nevada, USA",Women's Strawweight,Denise Gomes,Yazmin Jauregui,fighter1,1                                  0,17                                  0,0                                  0,0                                  0,KO/TKO              Punches,1,0:20,2023-09-21 02:02:55.178363
131,UFC 290: Volkanovski vs. Rodriguez,July 08 2023,"Las Vegas, Nevada, USA",Light Heavyweight,Alonzo Menifield,Jimmy Crute,fighter1,0                                  0,21                                  26,0                                  1,1                                  0,SUB              Guillotine Choke,2,1:55,2023-09-21 02:02:55.178363
132,UFC 290: Volkanovski vs. Rodriguez,July 08 2023,"Las Vegas, Nevada, USA",Light Heavyweight,Vitor Petrino,Marcin Prachnio,fighter1,0                                  0,44                                  55,4                                  0,2                                  0,SUB              Arm Triangle,3,3:42,2023-09-21 02:02:55.178363
133,UFC 290: Volkanovski vs. Rodriguez,July 08 2023,"Las Vegas, Nevada, USA",Bantamweight,Cameron Saaiman,Terrence Mitchell,fighter1,0                                  0,18                                  3,2                                  1,1                                  0,KO/TKO              Punches,1,3:10,2023-09-21 02:02:55.178363
