event_name,event_date,weight_class,fighter1,fighter2,method,round,outcome,timestamp
UFC on FOX: Lawler vs Brown,2014-07-26,Lightweight,Tiago dos Santos e Silva,Akbarh Arreola,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Lawler vs Brown,2014-07-26,Welterweight,Gilbert Burns,Andreas Stahl,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Lawler vs Brown,2014-07-26,Women's Strawweight,Joanna Jedrzejczyk,Juliana Lima,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Lawler vs Brown,2014-07-26,Featherweight,Noad Lahat,Steven Siler,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: McGregor vs Brandao,2014-07-19,Featherweight,Conor McGregor,Diego Brandao,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: McGregor vs Brandao,2014-07-19,Welterweight,Gunnar Nelson,Zak Cummings,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: McGregor vs Brandao,2014-07-19,Flyweight,Ian McCall,Brad Pickett,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: McGregor vs Brandao,2014-07-19,Lightweight,Norman Parke,Naoyuki Kotani,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: McGregor vs Brandao,2014-07-19,Light Heavyweight,Ilir Latifi,Chris Dempsey,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: McGregor vs Brandao,2014-07-19,Flyweight,Neil Seery,Phil Harris,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: McGregor vs Brandao,2014-07-19,Middleweight,Cathal Pendred,Mike King,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: McGregor vs Brandao,2014-07-19,Middleweight,Trevor Smith,Tor Troeng,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: McGregor vs Brandao,2014-07-19,Light Heavyweight,Nikita Krylov,Cody Donovan,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: McGregor vs Brandao,2014-07-19,Flyweight,Paddy Holohan,Josh Sampo,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Cowboy vs Miller,2014-07-16,Lightweight,Donald Cerrone,Jim Miller,KO/TKO              Kick,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Cowboy vs Miller,2014-07-16,Lightweight,Edson Barboza,Evan Dunham,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Cowboy vs Miller,2014-07-16,Welterweight,Rick Story,Leonardo Mafra,SUB              Arm Triangle,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Cowboy vs Miller,2014-07-16,Lightweight,Joe Proctor,Justin Salas,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Cowboy vs Miller,2014-07-16,Flyweight,John Lineker,Alptekin Ozkilic,KO/TKO              Punch,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Cowboy vs Miller,2014-07-16,Featherweight,Lucas Martins,Alex White,KO/TKO              Punch,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Cowboy vs Miller,2014-07-16,Lightweight,Gleison Tibau,Pat Healy,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Cowboy vs Miller,2014-07-16,Women's Bantamweight,Leslie Smith,Jessamyn Duke,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Cowboy vs Miller,2014-07-16,Bantamweight,Aljamain Sterling,Hugo Viana,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Cowboy vs Miller,2014-07-16,Lightweight,Yosdenis Cedeno,Jerrod Sanders,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Cowboy vs Miller,2014-07-16,Women's Strawweight,Claudia Gadelha,Tina Lahdemaki,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Featherweight,Frankie Edgar,BJ Penn,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Light Heavyweight,Corey Anderson,Matt Van Buren,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Middleweight,Eddie Gordon,Dhiego Lima,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Heavyweight,Derrick Lewis,Guto Inocente,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Flyweight,Dustin Ortiz,Justin Scoggins,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Lightweight,Kevin Lee,Jesse Ronson,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Bantamweight,Leandro Issa,Jumabieke Tuerxun,SUB              Armbar,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Lightweight,Adriano Martins,Juan Manuel Puig,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Light Heavyweight,Patrick Walsh,Daniel Spohn,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Catch Weight,Sarah Moras,Alexis Dufresne,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,2014-07-06,Light Heavyweight,Robert Drysdale,Keith Berish,Overturned,1,No contest,2023-09-21 02:02:55.178363
UFC 175: Weidman vs Machida,2014-07-05,Middleweight,Chris Weidman,Lyoto Machida,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 175: Weidman vs Machida,2014-07-05,Women's Bantamweight,Ronda Rousey,Alexis Davis,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 175: Weidman vs Machida,2014-07-05,Middleweight,Uriah Hall,Thiago Santos,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 175: Weidman vs Machida,2014-07-05,Bantamweight,Russell Doane,Marcus Brimage,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 175: Weidman vs Machida,2014-07-05,Bantamweight,Urijah Faber,Alex Caceres,SUB              Rear Naked Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 175: Weidman vs Machida,2014-07-05,Welterweight,Kenny Robertson,Ildemar Alcantara,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 175: Weidman vs Machida,2014-07-05,Middleweight,Bruno Santos,Chris Camozzi,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 175: Weidman vs Machida,2014-07-05,Bantamweight,Rob Font,George Roop,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 175: Weidman vs Machida,2014-07-05,Middleweight,Luke Zachrich,Guilherme Vasconcelos,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 175: Weidman vs Machida,2014-07-05,Middleweight,Kevin Casey,Bubba Bush,Overturned              Elbows,1,No contest,2023-09-21 02:02:55.178363
UFC Fight Night: Swanson vs Stephens,2014-06-28,Featherweight,Cub Swanson,Jeremy Stephens,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Swanson vs Stephens,2014-06-28,Welterweight,Kelvin Gastelum,Nicholas Musoke,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Swanson vs Stephens,2014-06-28,Middleweight,Cezar Ferreira,Andrew Craig,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Swanson vs Stephens,2014-06-28,Featherweight,Ricardo Lamas,Hacran Dias,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Swanson vs Stephens,2014-06-28,Middleweight,Clint Hester,Antonio Braga Neto,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Swanson vs Stephens,2014-06-28,Lightweight,Joe Ellenberger,James Moontasri,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Swanson vs Stephens,2014-06-28,Lightweight,Diego Ferreira,Colton Smith,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Swanson vs Stephens,2014-06-28,Bantamweight,Cody Gibson,Johnny Bedford,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Swanson vs Stephens,2014-06-28,Middleweight,Marcelo Guimaraes,Andy Enz,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Swanson vs Stephens,2014-06-28,Flyweight,Ray Borg,Shane Howell,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Swanson vs Stephens,2014-06-28,Heavyweight,Aleksei Oleinik,Anthony Hamilton,SUB              Scarf Hold,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Te Huna vs Marquardt,2014-06-28,Middleweight,Nate Marquardt,James Te Huna,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Te Huna vs Marquardt,2014-06-28,Heavyweight,Jared Rosholt,Soa Palelei,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Te Huna vs Marquardt,2014-06-28,Featherweight,Charles Oliveira,Hatsu Hioki,SUB              Anaconda Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Te Huna vs Marquardt,2014-06-28,Welterweight,Robert Whittaker,Mike Rhodes,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Te Huna vs Marquardt,2014-06-28,Lightweight,Jake Matthews,Dashon Johnson,SUB              Triangle Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Te Huna vs Marquardt,2014-06-28,Flyweight,Richie Vaculik,Roldan Sangcha'an,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Te Huna vs Marquardt,2014-06-28,Welterweight,Vik Grujic,Chris Indich,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Te Huna vs Marquardt,2014-06-28,Welterweight,Neil Magny,Rodrigo de Lima,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Te Huna vs Marquardt,2014-06-28,Featherweight,Dan Hooker,Ian Entwistle,KO/TKO              Elbows,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Te Huna vs Marquardt,2014-06-28,Light Heavyweight,Gian Villante,Sean O'Connell,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 174: Johnson vs Bagautinov,2014-06-14,Flyweight,Demetrious Johnson,Ali Bagautinov,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 174: Johnson vs Bagautinov,2014-06-14,Welterweight,Rory MacDonald,Tyron Woodley,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 174: Johnson vs Bagautinov,2014-06-14,Light Heavyweight,Ryan Bader,Rafael Cavalcante,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 174: Johnson vs Bagautinov,2014-06-14,Heavyweight,Andrei Arlovski,Brendan Schaub,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 174: Johnson vs Bagautinov,2014-06-14,Light Heavyweight,Ovince Saint Preux,Ryan Jimmo,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
UFC 174: Johnson vs Bagautinov,2014-06-14,Welterweight,Kiichi Kunimoto,Daniel Sarafian,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 174: Johnson vs Bagautinov,2014-06-14,Women's Bantamweight,Valerie Letourneau,Elizabeth Phillips,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 174: Johnson vs Bagautinov,2014-06-14,Bantamweight,Yves Jabouin,Mike Easton,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 174: Johnson vs Bagautinov,2014-06-14,Lightweight,Tae Hyun Bang,Kajan Johnson,KO/TKO              Punch,3,fighter1,2023-09-21 02:02:55.178363
UFC 174: Johnson vs Bagautinov,2014-06-14,Bantamweight,Michinori Tanaka,Roland Delorme,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 174: Johnson vs Bagautinov,2014-06-14,Lightweight,Jason Saggo,Josh Shockley,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Lightweight,Benson Henderson,Rustam Khabilov,SUB              Rear Naked Choke,4,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Lightweight,Diego Sanchez,Ross Pearson,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Flyweight,John Dodson,John Moraga,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Lightweight,Rafael Dos Anjos,Jason High,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Lightweight,Piotr Hallmann,Yves Edwards,SUB              Rear Naked Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Bantamweight,Bryan Caraway,Erik Perez,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Bantamweight,Sergio Pettis,Yaotzin Meza,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Welterweight,Lance Benoist,Bobby Voelker,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Flyweight,Scott Jorgensen,Danny Martinez,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Lightweight,Jon Tuck,Jake Lindsey,KO/TKO              Kick,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Khabilov,2014-06-07,Light Heavyweight,Patrick Cummins,Roger Narvaez,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Heavyweight,Stipe Miocic,Fabio Maldonado,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Heavyweight,Antonio Carlos Junior,Vitor Miranda,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Middleweight,Warlley Alves,Marcio Alexandre Junior,SUB              Guillotine Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Welterweight,Demian Maia,Alexander Yakovlev,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Featherweight,Robert Peralta,Rony Jason,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Lightweight,Rashid Magomedov,Rodrigo Damm,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Lightweight,Elias Silverio,Ernest Chavez,SUB              Rear Naked Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Welterweight,Gasan Umalatov,Paulo Thiago,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Featherweight,Edimilson Souza,Mark Eddiva,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Middleweight,Ricardo Abreu,Wagner Silva,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Heavyweight,Marcos Rogerio de Lima,Richardson Moreira,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Miocic vs Maldonado,2014-05-31,Bantamweight,Pedro Munhoz,Matt Hobar,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Munoz vs Mousasi,2014-05-31,Middleweight,Gegard Mousasi,Mark Munoz,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Munoz vs Mousasi,2014-05-31,Middleweight,CB Dollaway,Francis Carmont,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Munoz vs Mousasi,2014-05-31,Middleweight,Sean Strickland,Luke Barnatt,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Munoz vs Mousasi,2014-05-31,Featherweight,Niklas Backstrom,Tom Niinimaki,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Munoz vs Mousasi,2014-05-31,Lightweight,Nick Hein,Drew Dober,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Munoz vs Mousasi,2014-05-31,Middleweight,Magnus Cedenblad,Krzysztof Jotko,SUB              Guillotine Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Munoz vs Mousasi,2014-05-31,Bantamweight,Iuri Alcantara,Vaughan Lee,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Munoz vs Mousasi,2014-05-31,Welterweight,Peter Sobotta,Pawel Pawlak,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Munoz vs Mousasi,2014-05-31,Featherweight,Maximo Blanco,Andy Ogle,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Munoz vs Mousasi,2014-05-31,Heavyweight,Ruslan Magomedov,Viktor Pesta,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Bantamweight,TJ Dillashaw,Renan Barao,KO/TKO              Punches,5,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Light Heavyweight,Daniel Cormier,Dan Henderson,SUB              Rear Naked Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Welterweight,Robbie Lawler,Jake Ellenberger,KO/TKO              Knee,3,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Bantamweight,Takeya Mizugaki,Francisco Rivera,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Lightweight,James Krause,Jamie Varner,KO/TKO,1,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Lightweight,Michael Chiesa,Francisco Trinaldo,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Lightweight,Tony Ferguson,Katsunori Kikuno,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Bantamweight,Chris Holdsworth,Chico Camus,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Lightweight,Mitch Clarke,Al Iaquinta,SUB              D'Arce Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Lightweight,Vinc Pichel,Anthony Njokuani,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Featherweight,Sam Sicilia,Aaron Phillips,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 173: Barao vs Dillashaw,2014-05-24,Welterweight,Li Jingliang,David Michaud,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Welterweight,Matt Brown,Erick Silva,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Middleweight,Constantinos Philippou,Lorenz Larkin,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Lightweight,Daron Cruickshank,Erik Koch,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Welterweight,Neil Magny,Tim Means,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Heavyweight,Soa Palelei,Ruan Potts,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Flyweight,Chris Cariaso,Louis Smolka,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Middleweight,Ed Herman,Rafael Natal,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Flyweight,Kyoji Horiguchi,Darrell Montague,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Welterweight,Zak Cummings,Yan Cabral,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Bantamweight,Johnny Eduardo,Eddie Wineland,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Featherweight,Nik Lentz,Manvel Gamburyan,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Lightweight,Justin Salas,Ben Wall,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Brown vs Silva,2014-05-10,Welterweight,Albert Tumenov,Anthony Lapsley,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 172: Jones vs Teixeira,2014-04-26,Light Heavyweight,Jon Jones,Glover Teixeira,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 172: Jones vs Teixeira,2014-04-26,Light Heavyweight,Anthony Johnson,Phil Davis,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 172: Jones vs Teixeira,2014-04-26,Middleweight,Luke Rockhold,Tim Boetsch,SUB              Kimura,1,fighter1,2023-09-21 02:02:55.178363
UFC 172: Jones vs Teixeira,2014-04-26,Lightweight,Jim Miller,Yancy Medeiros,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 172: Jones vs Teixeira,2014-04-26,Featherweight,Max Holloway,Andre Fili,SUB              Guillotine Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 172: Jones vs Teixeira,2014-04-26,Flyweight,Joseph Benavidez,Tim Elliott,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 172: Jones vs Teixeira,2014-04-26,Lightweight,Takanori Gomi,Isaac Vallie-Flagg,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 172: Jones vs Teixeira,2014-04-26,Women's Bantamweight,Bethe Correia,Jessamyn Duke,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 172: Jones vs Teixeira,2014-04-26,Lightweight,Danny Castillo,Charlie Brenneman,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 172: Jones vs Teixeira,2014-04-26,Bantamweight,Chris Beal,Patrick Williams,KO/TKO              Flying Knee,2,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Werdum vs Browne,2014-04-19,Heavyweight,Fabricio Werdum,Travis Browne,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Werdum vs Browne,2014-04-19,Women's Bantamweight,Miesha Tate,Liz Carmouche,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Werdum vs Browne,2014-04-19,Lightweight,Donald Cerrone,Edson Barboza,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
