event_name,event_date,weight_class,fighter1,fighter2,method,round,outcome,timestamp
UFC Fight Night: Edgar vs Swanson,2014-11-22,Lightweight,Edson Barboza,Bobby Green,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Edgar vs Swanson,2014-11-22,Flyweight,Chico Camus,Brad Pickett,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Edgar vs Swanson,2014-11-22,Heavyweight,Aleksei Oleinik,Jared Rosholt,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Edgar vs Swanson,2014-11-22,Flyweight,Joseph Benavidez,Dustin Ortiz,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Edgar vs Swanson,2014-11-22,Lightweight,Matt Wiman,Isaac Vallie-Flagg,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Edgar vs Swanson,2014-11-22,Heavyweight,Ruslan Magomedov,Josh Copeland,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Edgar vs Swanson,2014-11-22,Middleweight,Roger Narvaez,Luke Barnatt,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Edgar vs Swanson,2014-11-22,Lightweight,James Vick,Nick Hein,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Edgar vs Swanson,2014-11-22,Lightweight,Akbarh Arreola,Yves Edwards,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Edgar vs Swanson,2014-11-22,Women's Strawweight,Paige VanZant,Kailin Curran,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Edgar vs Swanson,2014-11-22,Featherweight,Dooho Choi,Juan Manuel Puig,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 180: Werdum vs Hunt,2014-11-15,Heavyweight,Fabricio Werdum,Mark Hunt,KO/TKO              Flying Knee,2,fighter1,2023-09-21 02:02:55.178363
UFC 180: Werdum vs Hunt,2014-11-15,Welterweight,Kelvin Gastelum,Jake Ellenberger,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 180: Werdum vs Hunt,2014-11-15,Featherweight,Ricardo Lamas,Dennis Bermudez,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 180: Werdum vs Hunt,2014-11-15,Welterweight,Augusto Montano,Chris Heatherly,KO/TKO              Knees,1,fighter1,2023-09-21 02:02:55.178363
UFC 180: Werdum vs Hunt,2014-11-15,Welterweight,Hector Urbina,Edgar Garcia,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC 180: Werdum vs Hunt,2014-11-15,Featherweight,Yair Rodriguez,Leonardo Morales,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 180: Werdum vs Hunt,2014-11-15,Bantamweight,Alejandro Perez,Jose Quinonez,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 180: Werdum vs Hunt,2014-11-15,Women's Bantamweight,Jessica Eye,Leslie Smith,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
UFC 180: Werdum vs Hunt,2014-11-15,Featherweight,Gabriel Benitez,Humberto Brown Morrison,SUB              Guillotine Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC 180: Werdum vs Hunt,2014-11-15,Bantamweight,Henry Briones,Guido Cannetti,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 180: Werdum vs Hunt,2014-11-15,Bantamweight,Marco Beltran,Marlon Vera,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Light Heavyweight,Ovince Saint Preux,Mauricio Rua,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Welterweight,Warlley Alves,Alan Jouban,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Welterweight,Claudio Silva,Leon Edwards,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Welterweight,Dhiego Lima,Jorge de Oliveira,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Women's Strawweight,Juliana Lima,Nina Nunes,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Featherweight,Diego Rivas,Rodolfo Rubio Perez,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Middleweight,Caio Magalhaes,Trevor Smith,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Lightweight,Leandro Silva,Charlie Brenneman,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Bantamweight,Thomas Almeida,Tim Gorman,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night 56: Shogun vs Saint Preux,2014-11-08,Welterweight,Colby Covington,Wagner Silva,SUB              Rear Naked Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Middleweight,Luke Rockhold,Michael Bisping,SUB              Guillotine Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Lightweight,Al Iaquinta,Ross Pearson,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Middleweight,Robert Whittaker,Clint Hester,KO/TKO              Knee,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Heavyweight,Soa Palelei,Walt Harris,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Lightweight,Jake Matthews,Vagner Rocha,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Light Heavyweight,Anthony Perosh,Guto Inocente,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Middleweight,Sam Alvey,Dylan Andrews,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Flyweight,Louis Smolka,Richie Vaculik,KO/TKO              Kick,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Welterweight,Chris Clements,Vik Grujic,KO/TKO              Knee,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Middleweight,Daniel Kelly,Luke Zachrich,SUB              Kimura,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Rockhold vs Bisping,2014-11-07,Bantamweight,Marcus Brimage,Jumabieke Tuerxun,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC 179: Aldo vs Mendes 2,2014-10-25,Featherweight,Jose Aldo,Chad Mendes,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 179: Aldo vs Mendes 2,2014-10-25,Light Heavyweight,Phil Davis,Glover Teixeira,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 179: Aldo vs Mendes 2,2014-10-25,Light Heavyweight,Fabio Maldonado,Hans Stringer,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 179: Aldo vs Mendes 2,2014-10-25,Featherweight,Darren Elkins,Lucas Martins,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 179: Aldo vs Mendes 2,2014-10-25,Lightweight,Beneil Dariush,Diego Ferreira,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 179: Aldo vs Mendes 2,2014-10-25,Welterweight,Neil Magny,William Macario,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC 179: Aldo vs Mendes 2,2014-10-25,Lightweight,Yan Cabral,Naoyuki Kotani,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 179: Aldo vs Mendes 2,2014-10-25,Flyweight,Wilson Reis,Scott Jorgensen,SUB              Arm Triangle,1,fighter1,2023-09-21 02:02:55.178363
UFC 179: Aldo vs Mendes 2,2014-10-25,Featherweight,Andre Fili,Felipe Arantes,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 179: Aldo vs Mendes 2,2014-10-25,Lightweight,Gilbert Burns,Christos Giagos,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
UFC 179: Aldo vs Mendes 2,2014-10-25,Lightweight,Anthony Rocco Martin,Fabricio Camoes,SUB              Kimura,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Welterweight,Rory MacDonald,Tarec Saffiedine,KO/TKO              Punch,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Bantamweight,Raphael Assuncao,Bryan Caraway,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Lightweight,Chad Laprise,Yosdenis Cedeno,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Middleweight,Elias Theodorou,Bruno Santos,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Welterweight,Nordine Taleb,Li Jingliang,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Bantamweight,Mitch Gagnon,Roman Salazar,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Lightweight,Daron Cruickshank,Anthony Njokuani,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Lightweight,Olivier Aubin-Mercier,Jake Lindsey,SUB              Inverted Triangle,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Lightweight,Paul Felder,Jason Saggo,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Flyweight,Chris Kelades,Paddy Holohan,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Welterweight,Albert Tumenov,Matt Dwyer,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: MacDonald vs Saffiedine,2014-10-04,Bantamweight,Pedro Munhoz,Jerrod Sanders,Overturned              Guillotine Choke,1,No contest,2023-09-21 02:02:55.178363
UFC Fight Night: Nelson vs Story,2014-10-04,Welterweight,Rick Story,Gunnar Nelson,S-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Nelson vs Story,2014-10-04,Featherweight,Max Holloway,Akira Corassani,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Nelson vs Story,2014-10-04,Light Heavyweight,Jan Blachowicz,Ilir Latifi,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Nelson vs Story,2014-10-04,Featherweight,Mike Wilkinson,Niklas Backstrom,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Nelson vs Story,2014-10-04,Middleweight,Magnus Cedenblad,Scott Askham,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Nelson vs Story,2014-10-04,Welterweight,Nicholas Musoke,Alexander Yakovlev,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Nelson vs Story,2014-10-04,Featherweight,Dennis Siver,Charles Rosa,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Nelson vs Story,2014-10-04,Welterweight,Cathal Pendred,Gasan Umalatov,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Nelson vs Story,2014-10-04,Middleweight,Krzysztof Jotko,Tor Troeng,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Nelson vs Story,2014-10-04,Lightweight,Mairbek Taisumov,Marcin Bandel,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Nelson vs Story,2014-10-04,Featherweight,Zubaira Tukhugov,Ernest Chavez,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 178: Johnson vs Cariaso,2014-09-27,Flyweight,Demetrious Johnson,Chris Cariaso,SUB              Kimura,2,fighter1,2023-09-21 02:02:55.178363
UFC 178: Johnson vs Cariaso,2014-09-27,Lightweight,Donald Cerrone,Eddie Alvarez,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 178: Johnson vs Cariaso,2014-09-27,Featherweight,Conor McGregor,Dustin Poirier,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 178: Johnson vs Cariaso,2014-09-27,Middleweight,Yoel Romero,Tim Kennedy,KO/TKO              Punch,3,fighter1,2023-09-21 02:02:55.178363
UFC 178: Johnson vs Cariaso,2014-09-27,Women's Bantamweight,Cat Zingano,Amanda Nunes,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC 178: Johnson vs Cariaso,2014-09-27,Bantamweight,Dominick Cruz,Takeya Mizugaki,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC 178: Johnson vs Cariaso,2014-09-27,Lightweight,Jorge Masvidal,James Krause,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 178: Johnson vs Cariaso,2014-09-27,Welterweight,Stephen Thompson,Patrick Cote,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 178: Johnson vs Cariaso,2014-09-27,Welterweight,Brian Ebersole,John Howard,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 178: Johnson vs Cariaso,2014-09-27,Lightweight,Kevin Lee,Jon Tuck,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 178: Johnson vs Cariaso,2014-09-27,Bantamweight,Manvel Gamburyan,Cody Gibson,SUB              Guillotine Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Heavyweight,Mark Hunt,Roy Nelson,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Lightweight,Myles Jury,Takanori Gomi,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Welterweight,Yoshihiro Akiyama,Amir Sadollah,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Women's Bantamweight,Miesha Tate,Rin Nakai,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Welterweight,Kiichi Kunimoto,Richard Walsh,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Flyweight,Kyoji Horiguchi,Jon Delos Reyes,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Bantamweight,Masanori Kanehara,Alex Caceres,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Featherweight,Katsunori Kikuno,Sam Sicilia,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Welterweight,Hyun Gyu Lim,Takenori Sato,KO/TKO              Elbows,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Bantamweight,Kyung Ho Kang,Michinori Tanaka,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Lightweight,Johnny Case,Kazuki Tokudome,SUB              Guillotine Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Hunt vs Nelson,2014-09-20,Featherweight,Maximo Blanco,Dan Hooker,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Heavyweight,Andrei Arlovski,Antonio Silva,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Lightweight,Gleison Tibau,Piotr Hallmann,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Lightweight,Leonardo Santos,Efrain Escudero,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Welterweight,Santiago Ponzinibbio,Wendell Oliveira Marques,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Bantamweight,Iuri Alcantara,Russell Doane,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Women's Bantamweight,Jessica Andrade,Larissa Pacheco,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Featherweight,Godofredo Pepey,Dashon Johnson,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Welterweight,George Sullivan,Igor Araujo,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Lightweight,Francisco Trinaldo,Leandro Silva,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Welterweight,Sean Spencer,Paulo Thiago,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bigfoot vs Arlovski,2014-09-13,Bantamweight,Rani Yahya,Johnny Bedford,SUB              Kimura,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs Mousasi,2014-09-05,Middleweight,Jacare Souza,Gegard Mousasi,SUB              Guillotine Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs Mousasi,2014-09-05,Heavyweight,Ben Rothwell,Alistair Overeem,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs Mousasi,2014-09-05,Heavyweight,Matt Mitrione,Derrick Lewis,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs Mousasi,2014-09-05,Lightweight,Joe Lauzon,Michael Chiesa,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs Mousasi,2014-09-05,Flyweight,John Moraga,Justin Scoggins,SUB              Guillotine Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs Mousasi,2014-09-05,Lightweight,Al Iaquinta,Rodrigo Damm,KO/TKO              Elbows,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs Mousasi,2014-09-05,Middleweight,Rafael Natal,Chris Camozzi,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs Mousasi,2014-09-05,Bantamweight,Chris Beal,Tateki Matsuda,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs Mousasi,2014-09-05,Featherweight,Chas Skelly,Sean Soriano,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 177: Dillashaw vs Soto,2014-08-30,Bantamweight,TJ Dillashaw,Joe Soto,KO/TKO              Kick,5,fighter1,2023-09-21 02:02:55.178363
UFC 177: Dillashaw vs Soto,2014-08-30,Lightweight,Tony Ferguson,Danny Castillo,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 177: Dillashaw vs Soto,2014-08-30,Women's Bantamweight,Bethe Correia,Shayna Baszler,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 177: Dillashaw vs Soto,2014-08-30,Lightweight,Diego Ferreira,Ramsey Nijem,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 177: Dillashaw vs Soto,2014-08-30,Lightweight,Yancy Medeiros,Damon Jackson,SUB              Bulldog Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 177: Dillashaw vs Soto,2014-08-30,Middleweight,Derek Brunson,Lorenz Larkin,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 177: Dillashaw vs Soto,2014-08-30,Heavyweight,Anthony Hamilton,Ruan Potts,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC 177: Dillashaw vs Soto,2014-08-30,Lightweight,Chris Wade,Cain Carrizosa,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Lightweight,Rafael Dos Anjos,Benson Henderson,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Welterweight,Jordan Mein,Mike Pyle,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Middleweight,Thales Leites,Francis Carmont,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Catch Weight,Max Holloway,Clay Collard,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Lightweight,James Vick,Valmir Lazaro,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Featherweight,Chas Skelly,Tom Niinimaki,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Welterweight,Neil Magny,Alex Garcia,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Lightweight,Beneil Dariush,Anthony Rocco Martin,SUB              Arm Triangle,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Bantamweight,Matt Hobar,Aaron Phillips,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Welterweight,Ben Saunders,Chris Heatherly,SUB              Omoplata,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Henderson vs Dos Anjos,2014-08-23,Flyweight,Wilson Reis,Joby Sanchez,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bisping vs Le,2014-08-23,Middleweight,Michael Bisping,Cung Le,KO/TKO              Knee,4,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bisping vs Le,2014-08-23,Welterweight,Tyron Woodley,Dong Hyun Kim,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bisping vs Le,2014-08-23,Lightweight,Zhang Lipeng,Brendan O'Reilly,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bisping vs Le,2014-08-23,Featherweight,Guangyou Ning,Jianping Yang,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bisping vs Le,2014-08-23,Welterweight,Sai Wang,Danny Mitchell,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bisping vs Le,2014-08-23,Welterweight,Alberto Mina,Shinsho Anzai,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bisping vs Le,2014-08-23,Bantamweight,Yuta Sasaki,Roland Delorme,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bisping vs Le,2014-08-23,Welterweight,Colby Covington,Anying Wang,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bisping vs Le,2014-08-23,Bantamweight,Royston Wee,Yao Zhikui,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bisping vs Le,2014-08-23,Women's Bantamweight,Milana Dudieva,Elizabeth Phillips,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bader vs Saint Preux,2014-08-16,Light Heavyweight,Ryan Bader,Ovince Saint Preux,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bader vs Saint Preux,2014-08-16,Lightweight,Ross Pearson,Gray Maynard,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bader vs Saint Preux,2014-08-16,Middleweight,Tim Boetsch,Brad Tavares,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bader vs Saint Preux,2014-08-16,Welterweight,Alan Jouban,Seth Baczynski,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bader vs Saint Preux,2014-08-16,Heavyweight,Shawn Jordan,Jack May,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bader vs Saint Preux,2014-08-16,Featherweight,Thiago Tavares,Robert Peralta,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bader vs Saint Preux,2014-08-16,Flyweight,Jussier Formiga,Zach Makovsky,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bader vs Saint Preux,2014-08-16,Women's Bantamweight,Sara McMann,Lauren Murphy,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bader vs Saint Preux,2014-08-16,Middleweight,Tom Watson,Sam Alvey,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Bader vs Saint Preux,2014-08-16,Bantamweight,Frankie Saenz,Nolan Ticman,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Lawler vs Brown,2014-07-26,Welterweight,Robbie Lawler,Matt Brown,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Lawler vs Brown,2014-07-26,Light Heavyweight,Anthony Johnson,Rogerio Nogueira,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Lawler vs Brown,2014-07-26,Featherweight,Dennis Bermudez,Clay Guida,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Lawler vs Brown,2014-07-26,Lightweight,Bobby Green,Josh Thomson,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Lawler vs Brown,2014-07-26,Lightweight,Jorge Masvidal,Daron Cruickshank,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Lawler vs Brown,2014-07-26,Light Heavyweight,Patrick Cummins,Kyle Kingsbury,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Lawler vs Brown,2014-07-26,Welterweight,Tim Means,Hernani Perpetuo,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC on FOX: Lawler vs Brown,2014-07-26,Featherweight,Mike de la Torre,Brian Ortega,Overturned,1,No contest,2023-09-21 02:02:55.178363
