event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
UFC Fight Night: Thompson vs. Holland,December 03 2022,"Orlando, Florida, USA",Women's Strawweight,Angela Hill,Emily Ducote,fighter1,0                                  0,182                                  71,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Holland,December 03 2022,"Orlando, Florida, USA",Lightweight,Clay Guida,Scott Holtzman,fighter1,0                                  0,66                                  65,4                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Holland,December 03 2022,"Orlando, Florida, USA",Lightweight,Michael Johnson,Marc Diakiese,fighter1,0                                  0,83                                  55,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Holland,December 03 2022,"Orlando, Florida, USA",Featherweight,Jonathan Pearce,Darren Elkins,fighter1,0                                  0,110                                  57,2                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Holland,December 03 2022,"Orlando, Florida, USA",Lightweight,Natan Levy,Genaro Valdez,fighter1,0                                  0,67                                  49,6                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Holland,December 03 2022,"Orlando, Florida, USA",Featherweight,Francis Marshall,Marcelo Rojo,fighter1,1                                  0,23                                  31,1                                  0,0                                  0,KO/TKO              Punch,2,1:14,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Holland,December 03 2022,"Orlando, Florida, USA",Women's Strawweight,Yazmin Jauregui,Istela Nunes,fighter1,2                                  1,67                                  36,0                                  0,0                                  0,KO/TKO              Punches,2,4:06,2023-09-21 02:02:55.178363
UFC Fight Night: Nzechukwu vs. Cutelaba,November 19 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Kennedy Nzechukwu,Ion Cutelaba,fighter1,1                                  0,24                                  9,0                                  2,0                                  0,KO/TKO              Knee,2,1:02,2023-09-21 02:02:55.178363
UFC Fight Night: Nzechukwu vs. Cutelaba,November 19 2022,"Las Vegas, Nevada, USA",Heavyweight,Waldo Cortes-Acosta,Chase Sherman,fighter1,0                                  0,147                                  66,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Nzechukwu vs. Cutelaba,November 19 2022,"Las Vegas, Nevada, USA",Welterweight,Muslim Salikhov,Andre Fialho,fighter1,0                                  0,56                                  17,1                                  0,0                                  0,KO/TKO              Kick,3,1:03,2023-09-21 02:02:55.178363
UFC Fight Night: Nzechukwu vs. Cutelaba,November 19 2022,"Las Vegas, Nevada, USA",Welterweight,Jack Della Maddalena,Danny Roberts,fighter1,2                                  0,33                                  5,0                                  0,0                                  0,KO/TKO              Punches,1,3:24,2023-09-21 02:02:55.178363
UFC Fight Night: Nzechukwu vs. Cutelaba,November 19 2022,"Las Vegas, Nevada, USA",Flyweight,Charles Johnson,Zhalgas Zhumagulov,fighter1,0                                  0,115                                  119,0                                  1,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Nzechukwu vs. Cutelaba,November 19 2022,"Las Vegas, Nevada, USA",Women's Flyweight,Jennifer Maia,Maryna Moroz,fighter1,0                                  0,109                                  80,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Nzechukwu vs. Cutelaba,November 19 2022,"Las Vegas, Nevada, USA",Bantamweight,Miles Johns,Vince Morales,fighter1,0                                  0,38                                  39,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Nzechukwu vs. Cutelaba,November 19 2022,"Las Vegas, Nevada, USA",Bantamweight,Ricky Turcios,Kevin Natividad,fighter1,0                                  1,68                                  41,2                                  7,1                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Nzechukwu vs. Cutelaba,November 19 2022,"Las Vegas, Nevada, USA",Women's Strawweight,Vanessa Demopoulos,Maria Oliveira,fighter1,1                                  0,55                                  83,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Nzechukwu vs. Cutelaba,November 19 2022,"Las Vegas, Nevada, USA",Bantamweight,Brady Hiestand,Fernie Garcia,fighter1,0                                  0,19                                  21,3                                  1,1                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Nzechukwu vs. Cutelaba,November 19 2022,"Las Vegas, Nevada, USA",Women's Flyweight,Natalia Silva,Tereza Bleda,fighter1,1                                  0,45                                  18,0                                  1,0                                  2,KO/TKO              Spinning Back Kick,3,1:27,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Middleweight,Alex Pereira,Israel Adesanya,fighter1,0                                  0,91                                  86,1                                  1,0                                  0,KO/TKO              Punches,5,2:01,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Women's Strawweight,Zhang Weili,Carla Esparza,fighter1,0                                  0,37                                  6,0                                  1,1                                  0,SUB              Rear Naked Choke,2,1:05,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Lightweight,Dustin Poirier,Michael Chandler,fighter1,0                                  0,38                                  43,0                                  3,2                                  0,SUB              Rear Naked Choke,3,2:00,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Bantamweight,Chris Gutierrez,Frankie Edgar,fighter1,1                                  0,10                                  2,0                                  0,0                                  0,KO/TKO              Knee,1,2:01,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Lightweight,Dan Hooker,Claudio Puelles,fighter1,1                                  0,29                                  5,0                                  0,1                                  1,KO/TKO              Kick,2,4:06,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Lightweight,Renato Moicano,Brad Riddell,fighter1,0                                  0,10                                  14,0                                  0,1                                  0,SUB              Rear Naked Choke,1,3:20,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Light Heavyweight,Ryan Spann,Dominick Reyes,fighter1,1                                  0,8                                  5,0                                  0,0                                  0,KO/TKO              Punch,1,1:20,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Women's Flyweight,Erin Blanchfield,Molly McCann,fighter1,0                                  0,25                                  7,1                                  0,2                                  0,SUB              Kimura,1,3:37,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Middleweight,Andre Petroski,Wellington Turman,fighter1,0                                  0,42                                  41,8                                  1,2                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Lightweight,Matt Frevola,Ottman Azaitar,fighter1,1                                  0,11                                  10,0                                  0,0                                  0,KO/TKO              Punch,1,2:30,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Women's Strawweight,Karolina Kowalkiewicz,Silvana Gomez Juarez,fighter1,0                                  0,74                                  77,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Featherweight,Michael Trizano,SeungWoo Choi,fighter1,2                                  1,32                                  26,0                                  0,0                                  0,KO/TKO              Punch,1,4:51,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Bantamweight,Montel Jackson,Julio Arce,fighter1,1                                  0,48                                  26,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 281: Adesanya vs. Pereira,November 12 2022,"New York City, New York, USA",Light Heavyweight,Carlos Ulberg,Nicolae Negumereanu,fighter1,1                                  0,14                                  2,0                                  0,0                                  0,KO/TKO              Punch,1,3:44,2023-09-21 02:02:55.178363
UFC Fight Night: Rodriguez vs. Lemos,November 05 2022,"Las Vegas, Nevada, USA",Women's Strawweight,Amanda Lemos,Marina Rodriguez,fighter1,0                                  0,29                                  19,1                                  0,1                                  0,KO/TKO              Punches,3,0:54,2023-09-21 02:02:55.178363
UFC Fight Night: Rodriguez vs. Lemos,November 05 2022,"Las Vegas, Nevada, USA",Welterweight,Neil Magny,Daniel Rodriguez,fighter1,0                                  0,57                                  66,5                                  0,1                                  0,SUB              D'Arce Choke,3,3:33,2023-09-21 02:02:55.178363
UFC Fight Night: Rodriguez vs. Lemos,November 05 2022,"Las Vegas, Nevada, USA",Featherweight,Shayilan Nuerdanbieke,Darrick Minner,fighter1,1                                  0,19                                  5,0                                  0,0                                  0,KO/TKO              Elbows,1,1:07,2023-09-21 02:02:55.178363
UFC Fight Night: Rodriguez vs. Lemos,November 05 2022,"Las Vegas, Nevada, USA",Flyweight,Tagir Ulanbekov,Nate Maness,fighter1,0                                  0,4                                  4,1                                  0,1                                  0,SUB              Guillotine Choke,1,2:11,2023-09-21 02:02:55.178363
UFC Fight Night: Rodriguez vs. Lemos,November 05 2022,"Las Vegas, Nevada, USA",Lightweight,Grant Dawson,Mark Madsen,fighter1,1                                  0,33                                  15,2                                  0,2                                  0,SUB              Rear Naked Choke,3,2:05,2023-09-21 02:02:55.178363
UFC Fight Night: Rodriguez vs. Lemos,November 05 2022,"Las Vegas, Nevada, USA",Women's Flyweight,Miranda Maverick,Shanna Young,fighter1,0                                  0,63                                  29,5                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Rodriguez vs. Lemos,November 05 2022,"Las Vegas, Nevada, USA",Bantamweight,Mario Bautista,Benito Lopez,fighter1,0                                  0,44                                  17,1                                  0,3                                  0,SUB              Triangle Armbar,1,4:54,2023-09-21 02:02:55.178363
UFC Fight Night: Rodriguez vs. Lemos,November 05 2022,"Las Vegas, Nevada, USA",Women's Strawweight,Polyana Viana,Jinh Yu Frey,fighter1,1                                  0,11                                  6,0                                  0,0                                  0,KO/TKO              Punches,1,0:47,2023-09-21 02:02:55.178363
UFC Fight Night: Rodriguez vs. Lemos,November 05 2022,"Las Vegas, Nevada, USA",Bantamweight,Johnny Munoz,Liudvik Sholinian,fighter1,0                                  0,78                                  56,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Rodriguez vs. Lemos,November 05 2022,"Las Vegas, Nevada, USA",Flyweight,Jake Hadley,Carlos Candelario,fighter1,0                                  0,90                                  69,0                                  1,1                                  0,SUB              Triangle Choke,2,2:39,2023-09-21 02:02:55.178363
UFC Fight Night: Rodriguez vs. Lemos,November 05 2022,"Las Vegas, Nevada, USA",Women's Bantamweight,Tamires Vidal,Ramona Pascual,fighter1,1                                  0,17                                  13,0                                  0,0                                  0,KO/TKO              Flying Knee,1,3:06,2023-09-21 02:02:55.178363
UFC Fight Night: Kattar vs. Allen,October 29 2022,"Las Vegas, Nevada, USA",Featherweight,Arnold Allen,Calvin Kattar,fighter1,0                                  0,28                                  14,0                                  0,0                                  0,KO/TKO,2,0:08,2023-09-21 02:02:55.178363
UFC Fight Night: Kattar vs. Allen,October 29 2022,"Las Vegas, Nevada, USA",Welterweight,Max Griffin,Tim Means,fighter1,1                                  0,42                                  47,3                                  3,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Kattar vs. Allen,October 29 2022,"Las Vegas, Nevada, USA",Heavyweight,Waldo Cortes-Acosta,Jared Vanderaa,fighter1,0                                  0,73                                  56,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Kattar vs. Allen,October 29 2022,"Las Vegas, Nevada, USA",Middleweight,Tresean Gore,Josh Fremd,fighter1,0                                  0,10                                  24,3                                  0,1                                  0,SUB              Guillotine Choke,2,0:49,2023-09-21 02:02:55.178363
UFC Fight Night: Kattar vs. Allen,October 29 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Khalil Rountree Jr.,Dustin Jacoby,fighter1,0                                  0,85                                  120,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Kattar vs. Allen,October 29 2022,"Las Vegas, Nevada, USA",Middleweight,Roman Dolidze,Phil Hawes,fighter1,1                                  0,18                                  11,0                                  1,1                                  0,KO/TKO              Punches,1,4:09,2023-09-21 02:02:55.178363
UFC Fight Night: Kattar vs. Allen,October 29 2022,"Las Vegas, Nevada, USA",Heavyweight,Marcos Rogerio de Lima,Andrei Arlovski,fighter1,1                                  0,6                                  2,0                                  0,1                                  0,SUB              Rear Naked Choke,1,1:50,2023-09-21 02:02:55.178363
UFC Fight Night: Kattar vs. Allen,October 29 2022,"Las Vegas, Nevada, USA",Middleweight,JunYong Park,Joseph Holmes,fighter1,0                                  0,18                                  20,2                                  0,2                                  0,SUB              Rear Naked Choke,2,3:04,2023-09-21 02:02:55.178363
UFC Fight Night: Kattar vs. Allen,October 29 2022,"Las Vegas, Nevada, USA",Featherweight,Steve Garcia,Chase Hooper,fighter1,3                                  0,29                                  10,0                                  0,0                                  0,KO/TKO              Punches,1,1:32,2023-09-21 02:02:55.178363
UFC Fight Night: Kattar vs. Allen,October 29 2022,"Las Vegas, Nevada, USA",Flyweight,Cody Durden,Carlos Mota,fighter1,0                                  0,17                                  12,4                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Kattar vs. Allen,October 29 2022,"Las Vegas, Nevada, USA",Bantamweight,Christian Rodriguez,Joshua Weems,fighter1,0                                  0,9                                  18,0                                  2,1                                  0,SUB              Anaconda Choke,1,4:07,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight,Islam Makhachev,Charles Oliveira,fighter1,1                                  0,30                                  19,2                                  0,1                                  0,SUB              Arm Triangle,2,3:16,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight,Aljamain Sterling,TJ Dillashaw,fighter1,0                                  0,72                                  8,5                                  0,2                                  0,KO/TKO              Punches,2,3:44,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Bantamweight,Sean O'Malley,Petr Yan,fighter1,0                                  0,84                                  58,0                                  6,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Lightweight,Beneil Dariush,Mateusz Gamrot,fighter1,1                                  0,59                                  33,0                                  4,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Flyweight,Manon Fiorot,Katlyn Chookagian,fighter1,0                                  0,98                                  76,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight,Belal Muhammad,Sean Brady,fighter1,0                                  0,80                                  58,0                                  0,0                                  0,KO/TKO              Punches,2,4:47,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight,Caio Borralho,Makhmud Muradov,fighter1,0                                  0,19                                  14,1                                  2,2                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Light Heavyweight,Nikita Krylov,Volkan Oezdemir,fighter1,0                                  0,57                                  42,7                                  1,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Welterweight,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,fighter1,0                                  0,40                                  38,1                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Middleweight,Armen Petrosyan,AJ Dobson,fighter1,0                                  0,118                                  58,0                                  3,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Flyweight,Muhammad Mokaev,Malcolm Gordon,fighter1,0                                  0,21                                  17,6                                  1,1                                  1,SUB              Armbar,3,4:26,2023-09-21 02:02:55.178363
UFC 280: Oliveira vs. Makhachev,October 22 2022,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Women's Bantamweight,Karol Rosa,Lina Lansberg,fighter1,0                                  1,54                                  36,3                                  0,0                                  0,M-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Grasso vs. Araujo,October 15 2022,"Las Vegas, Nevada, USA",Women's Flyweight,Alexa Grasso,Viviane Araujo,fighter1,0                                  0,153                                  126,0                                  2,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Grasso vs. Araujo,October 15 2022,"Las Vegas, Nevada, USA",Bantamweight,Jonathan Martinez,Cub Swanson,fighter1,2                                  0,62                                  51,0                                  1,0                                  0,KO/TKO              Kick,2,4:19,2023-09-21 02:02:55.178363
UFC Fight Night: Grasso vs. Araujo,October 15 2022,"Las Vegas, Nevada, USA",Middleweight,Dusko Todorovic,Jordan Wright,fighter1,0                                  0,61                                  25,0                                  3,0                                  1,KO/TKO              Elbows,2,3:12,2023-09-21 02:02:55.178363
UFC Fight Night: Grasso vs. Araujo,October 15 2022,"Las Vegas, Nevada, USA",Bantamweight,Raphael Assuncao,Victor Henry,fighter1,0                                  0,60                                  55,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Grasso vs. Araujo,October 15 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Alonzo Menifield,Misha Cirkunov,fighter1,1                                  0,8                                  5,0                                  0,0                                  0,KO/TKO              Punch,1,1:28,2023-09-21 02:02:55.178363
UFC Fight Night: Grasso vs. Araujo,October 15 2022,"Las Vegas, Nevada, USA",Bantamweight,Mana Martinez,Brandon Davis,fighter1,2                                  0,87                                  76,1                                  1,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Grasso vs. Araujo,October 15 2022,"Las Vegas, Nevada, USA",Middleweight,Jacob Malkoun,Nick Maximov,fighter1,0                                  0,83                                  34,9                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Grasso vs. Araujo,October 15 2022,"Las Vegas, Nevada, USA",Featherweight,Joanderson Brito,Lucas Alexander,fighter1,0                                  0,4                                  1,2                                  0,1                                  0,SUB              Rear Naked Choke,1,2:02,2023-09-21 02:02:55.178363
UFC Fight Night: Grasso vs. Araujo,October 15 2022,"Las Vegas, Nevada, USA",Women's Strawweight,Piera Rodriguez,Sam Hughes,fighter1,0                                  0,83                                  69,5                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Grasso vs. Araujo,October 15 2022,"Las Vegas, Nevada, USA",Flyweight,Tatsuro Taira,CJ Vergara,fighter1,0                                  0,22                                  19,3                                  0,2                                  0,SUB              Armbar,2,4:19,2023-09-21 02:02:55.178363
UFC Fight Night: Grasso vs. Araujo,October 15 2022,"Las Vegas, Nevada, USA",Welterweight,Pete Rodriguez,Mike Jackson,fighter1,1                                  0,22                                  10,0                                  0,0                                  0,KO/TKO              Knee,1,1:33,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Yan,October 01 2022,"Las Vegas, Nevada, USA",Women's Strawweight,Yan Xiaonan,Mackenzie Dern,fighter1,0                                  0,113                                  61,0                                  2,0                                  2,M-DEC,5,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Yan,October 01 2022,"Las Vegas, Nevada, USA",Welterweight,Randy Brown,Francisco Trinaldo,fighter1,1                                  0,60                                  40,0                                  1,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Yan,October 01 2022,"Las Vegas, Nevada, USA",Bantamweight,Raoni Barcelos,Trevin Jones,fighter1,1                                  0,73                                  11,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Yan,October 01 2022,"Las Vegas, Nevada, USA",Featherweight,Sodiq Yusuff,Don Shainis,fighter1,0                                  0,9                                  3,0                                  0,1                                  0,SUB              Guillotine Choke,1,0:30,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Yan,October 01 2022,"Las Vegas, Nevada, USA",Lightweight,Mike Davis,Viacheslav Borshchev,fighter1,0                                  0,65                                  63,9                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Yan,October 01 2022,"Las Vegas, Nevada, USA",Catch Weight,Daniel Santos,John Castaneda,fighter1,1                                  1,69                                  57,2                                  3,0                                  0,KO/TKO              Knee,2,4:28,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Yan,October 01 2022,"Las Vegas, Nevada, USA",Heavyweight,Ilir Latifi,Aleksei Oleinik,fighter1,0                                  0,38                                  28,3                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Yan,October 01 2022,"Las Vegas, Nevada, USA",Lightweight,Joaquim Silva,Jesse Ronson,fighter1,1                                  0,45                                  39,0                                  0,0                                  0,KO/TKO              Flying Knee,2,3:08,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Yan,October 01 2022,"Las Vegas, Nevada, USA",Middleweight,Brendan Allen,Krzysztof Jotko,fighter1,0                                  0,3                                  3,1                                  0,1                                  0,SUB              Rear Naked Choke,1,4:17,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Yan,October 01 2022,"Las Vegas, Nevada, USA",Catch Weight,Chelsea Chandler,Julija Stoliarenko,fighter1,0                                  0,38                                  12,0                                  1,0                                  0,KO/TKO              Punches,1,4:15,2023-09-21 02:02:55.178363
UFC Fight Night: Dern vs. Yan,October 01 2022,"Las Vegas, Nevada, USA",Bantamweight,Guido Cannetti,Randy Costa,fighter1,0                                  0,8                                  2,1                                  0,1                                  0,SUB              Rear Naked Choke,1,1:04,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Bantamweight,Cory Sandhagen,Song Yadong,fighter1,0                                  0,94                                  54,1                                  2,0                                  0,KO/TKO,4,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Middleweight,Gregory Rodrigues,Chidi Njokuani,fighter1,1                                  0,48                                  44,1                                  0,0                                  0,KO/TKO              Punches,2,1:27,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Featherweight,Andre Fili,Bill Algeo,fighter1,0                                  0,59                                  81,1                                  0,2                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Middleweight,Joe Pyfer,Alen Amedovski,fighter1,1                                  0,14                                  11,0                                  0,0                                  0,KO/TKO              Punch,1,3:55,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Heavyweight,Rodrigo Nascimento,Tanner Boser,fighter1,0                                  0,36                                  62,3                                  0,1                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Middleweight,Anthony Hernandez,Marc-Andre Barriault,fighter1,0                                  0,39                                  25,8                                  0,2                                  0,SUB              Arm Triangle,3,1:53,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Featherweight,Damon Jackson,Pat Sabatini,fighter1,0                                  0,11                                  1,1                                  0,0                                  0,KO/TKO              Punches,1,1:09,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Welterweight,Trevin Giles,Louis Cosce,fighter1,0                                  0,25                                  10,2                                  1,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Women's Strawweight,Loma Lookboonmee,Denise Gomes,fighter1,0                                  0,48                                  19,4                                  0,0                                  3,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Lightweight,Trey Ogden,Daniel Zellhuber,fighter1,0                                  0,71                                  52,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Women's Flyweight,Gillian Robertson,Mariya Agapova,fighter1,0                                  0,4                                  39,3                                  0,1                                  1,SUB              Rear Naked Choke,2,2:19,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Bantamweight,Javid Basharat,Tony Gravely,fighter1,0                                  0,80                                  33,2                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Sandhagen vs. Song,September 17 2022,"Las Vegas, Nevada, USA",Lightweight,Nikolas Motta,Cameron VanCamp,fighter1,1                                  0,24                                  15,0                                  0,0                                  0,KO/TKO              Punch,1,3:49,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Welterweight,Nate Diaz,Tony Ferguson,fighter1,0                                  0,101                                  80,0                                  1,1                                  0,SUB              Guillotine Choke,4,2:52,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Catch Weight,Khamzat Chimaev,Kevin Holland,fighter1,0                                  0,0                                  0,2                                  0,2                                  0,SUB              D'Arce Choke,1,2:13,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Catch Weight,Daniel Rodriguez,Li Jingliang,fighter1,0                                  0,88                                  78,0                                  1,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Catch Weight,Irene Aldana,Macy Chiasson,fighter1,1                                  0,37                                  39,0                                  3,2                                  0,KO/TKO              Kick,3,2:21,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Johnny Walker,Ion Cutelaba,fighter1,0                                  0,3                                  3,1                                  1,3                                  0,SUB              Rear Naked Choke,1,4:37,2023-09-21 02:02:55.178363
UFC 279: Diaz vs. Ferguson,September 10 2022,"Las Vegas, Nevada, USA",Featherweight,Julian Erosa,Hakeem Dawodu,fighter1,0                                  0,92                                  74,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
