event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,June 19 2010,"Las Vegas, Nevada, USA",Heavyweight,Travis Browne,James McSweeney,fighter1,1                                  0,19                                  6,0                                  0,1                                  0,KO/TKO              Punches,1,4:32,2023-09-21 02:02:55.178363
UFC 115: Liddell vs Franklin,June 12 2010,"Vancouver, British Columbia, Canada",Light Heavyweight,Rich Franklin,Chuck Liddell,fighter1,1                                  0,24                                  17,0                                  1,0                                  0,KO/TKO              Punch,1,4:55,2023-09-21 02:02:55.178363
UFC 115: Liddell vs Franklin,June 12 2010,"Vancouver, British Columbia, Canada",Heavyweight,Mirko Filipovic,Pat Barry,fighter1,1                                  2,42                                  25,0                                  0,2                                  0,SUB              Rear Naked Choke,3,4:30,2023-09-21 02:02:55.178363
UFC 115: Liddell vs Franklin,June 12 2010,"Vancouver, British Columbia, Canada",Welterweight,Martin Kampmann,Paulo Thiago,fighter1,0                                  0,24                                  13,1                                  1,3                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 115: Liddell vs Franklin,June 12 2010,"Vancouver, British Columbia, Canada",Heavyweight,Ben Rothwell,Gilbert Yvel,fighter1,0                                  0,44                                  33,5                                  0,2                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 115: Liddell vs Franklin,June 12 2010,"Vancouver, British Columbia, Canada",Welterweight,Carlos Condit,Rory MacDonald,fighter1,0                                  0,72                                  29,0                                  3,1                                  0,KO/TKO              Punches,3,4:53,2023-09-21 02:02:55.178363
UFC 115: Liddell vs Franklin,June 12 2010,"Vancouver, British Columbia, Canada",Lightweight,Evan Dunham,Tyson Griffin,fighter1,0                                  0,28                                  26,3                                  0,1                                  1,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 115: Liddell vs Franklin,June 12 2010,"Vancouver, British Columbia, Canada",Lightweight,Matt Wiman,Mac Danzig,fighter1,0                                  0,4                                  4,0                                  1,2                                  0,SUB              Guillotine Choke,1,1:45,2023-09-21 02:02:55.178363
UFC 115: Liddell vs Franklin,June 12 2010,"Vancouver, British Columbia, Canada",Middleweight,Mario Miranda,David Loiseau,fighter1,0                                  0,42                                  2,3                                  0,0                                  0,KO/TKO              Elbows,2,4:07,2023-09-21 02:02:55.178363
UFC 115: Liddell vs Franklin,June 12 2010,"Vancouver, British Columbia, Canada",Welterweight,James Wilks,Peter Sobotta,fighter1,0                                  0,38                                  15,1                                  1,1                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 115: Liddell vs Franklin,June 12 2010,"Vancouver, British Columbia, Canada",Welterweight,Claude Patrick,Ricardo Funch,fighter1,0                                  0,13                                  5,1                                  0,2                                  0,SUB              Guillotine Choke,2,1:48,2023-09-21 02:02:55.178363
UFC 115: Liddell vs Franklin,June 12 2010,"Vancouver, British Columbia, Canada",Welterweight,Mike Pyle,Jesse Lennox,fighter1,1                                  0,49                                  37,0                                  1,3                                  0,SUB              Triangle Choke,3,4:44,2023-09-21 02:02:55.178363
UFC 114: Rampage vs Evans,May 29 2010,"Las Vegas, Nevada, USA",Light Heavyweight,Rashad Evans,Quinton Jackson,fighter1,0                                  1,29                                  17,3                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 114: Rampage vs Evans,May 29 2010,"Las Vegas, Nevada, USA",Middleweight,Michael Bisping,Dan Miller,fighter1,0                                  0,76                                  50,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 114: Rampage vs Evans,May 29 2010,"Las Vegas, Nevada, USA",Heavyweight,Mike Russow,Todd Duffee,fighter1,1                                  0,14                                  51,0                                  0,0                                  0,KO/TKO              Punch,3,2:35,2023-09-21 02:02:55.178363
UFC 114: Rampage vs Evans,May 29 2010,"Las Vegas, Nevada, USA",Light Heavyweight,Rogerio Nogueira,Jason Brilz,fighter1,0                                  0,23                                  18,1                                  3,1                                  3,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 114: Rampage vs Evans,May 29 2010,"Las Vegas, Nevada, USA",Welterweight,John Hathaway,Diego Sanchez,fighter1,1                                  0,84                                  24,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 114: Rampage vs Evans,May 29 2010,"Las Vegas, Nevada, USA",Welterweight,Dong Hyun Kim,Amir Sadollah,fighter1,0                                  0,30                                  10,6                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 114: Rampage vs Evans,May 29 2010,"Las Vegas, Nevada, USA",Lightweight,Efrain Escudero,Dan Lauzon,fighter1,1                                  0,64                                  17,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 114: Rampage vs Evans,May 29 2010,"Las Vegas, Nevada, USA",Lightweight,Melvin Guillard,Waylon Lowe,fighter1,1                                  0,14                                  1,0                                  1,0                                  0,KO/TKO              Knee,1,3:28,2023-09-21 02:02:55.178363
UFC 114: Rampage vs Evans,May 29 2010,"Las Vegas, Nevada, USA",Light Heavyweight,Cyrille Diabate,Luiz Cane,fighter1,1                                  1,17                                  4,0                                  0,0                                  0,KO/TKO              Punches,1,2:13,2023-09-21 02:02:55.178363
UFC 114: Rampage vs Evans,May 29 2010,"Las Vegas, Nevada, USA",Lightweight,Aaron Riley,Joe Brammer,fighter1,0                                  0,46                                  37,3                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 114: Rampage vs Evans,May 29 2010,"Las Vegas, Nevada, USA",Middleweight,Ryan Jensen,Jesse Forbes,fighter1,0                                  1,3                                  3,0                                  1,1                                  1,SUB              Guillotine Choke,1,1:06,2023-09-21 02:02:55.178363
UFC 113: Machida vs Shogun 2,May 08 2010,"Montreal, Quebec, Canada",Light Heavyweight,Mauricio Rua,Lyoto Machida,fighter1,1                                  0,17                                  9,0                                  2,0                                  0,KO/TKO              Punches,1,3:35,2023-09-21 02:02:55.178363
UFC 113: Machida vs Shogun 2,May 08 2010,"Montreal, Quebec, Canada",Welterweight,Josh Koscheck,Paul Daley,fighter1,0                                  0,19                                  11,4                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 113: Machida vs Shogun 2,May 08 2010,"Montreal, Quebec, Canada",Lightweight,Jeremy Stephens,Sam Stout,fighter1,1                                  1,55                                  70,3                                  0,0                                  1,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 113: Machida vs Shogun 2,May 08 2010,"Montreal, Quebec, Canada",Heavyweight,Matt Mitrione,Kevin Ferguson,fighter1,0                                  0,44                                  5,0                                  2,4                                  0,KO/TKO              Punches,2,4:24,2023-09-21 02:02:55.178363
UFC 113: Machida vs Shogun 2,May 08 2010,"Montreal, Quebec, Canada",Middleweight,Alan Belcher,Patrick Cote,fighter1,0                                  0,27                                  22,1                                  2,1                                  1,SUB              Rear Naked Choke,2,3:25,2023-09-21 02:02:55.178363
UFC 113: Machida vs Shogun 2,May 08 2010,"Montreal, Quebec, Canada",Middleweight,Joe Doerksen,Tom Lawlor,fighter1,0                                  1,44                                  42,0                                  0,1                                  0,SUB              Rear Naked Choke,2,2:10,2023-09-21 02:02:55.178363
UFC 113: Machida vs Shogun 2,May 08 2010,"Montreal, Quebec, Canada",Welterweight,Marcus Davis,Jonathan Goulet,fighter1,2                                  0,11                                  5,0                                  4,1                                  0,KO/TKO              Punches,2,1:23,2023-09-21 02:02:55.178363
UFC 113: Machida vs Shogun 2,May 08 2010,"Montreal, Quebec, Canada",Welterweight,Johny Hendricks,TJ Grant,fighter1,0                                  0,53                                  67,8                                  0,0                                  0,M-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 113: Machida vs Shogun 2,May 08 2010,"Montreal, Quebec, Canada",Heavyweight,Joey Beltran,Tim Hague,fighter1,0                                  0,97                                  60,0                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 113: Machida vs Shogun 2,May 08 2010,"Montreal, Quebec, Canada",Welterweight,Mike Guymon,Yoshiyuki Yoshida,fighter1,0                                  0,59                                  7,3                                  1,2                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 113: Machida vs Shogun 2,May 08 2010,"Montreal, Quebec, Canada",Middleweight,John Salter,Jason MacDonald,fighter1,0                                  0,3                                  5,1                                  0,0                                  0,KO/TKO,1,2:42,2023-09-21 02:02:55.178363
UFC 112: Invincible,April 10 2010,"Abu Dhabi, United Arab Emirates",Middleweight,Anderson Silva,Demian Maia,fighter1,1                                  0,61                                  10,0                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
UFC 112: Invincible,April 10 2010,"Abu Dhabi, United Arab Emirates",Lightweight,Frankie Edgar,BJ Penn,fighter1,0                                  0,61                                  71,1                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
UFC 112: Invincible,April 10 2010,"Abu Dhabi, United Arab Emirates",Welterweight,Matt Hughes,Renzo Gracie,fighter1,2                                  0,70                                  34,0                                  0,0                                  0,KO/TKO              Punches,3,4:40,2023-09-21 02:02:55.178363
UFC 112: Invincible,April 10 2010,"Abu Dhabi, United Arab Emirates",Lightweight,Rafael Dos Anjos,Terry Etim,fighter1,0                                  0,25                                  7,2                                  0,1                                  1,SUB              Armbar,2,4:30,2023-09-21 02:02:55.178363
UFC 112: Invincible,April 10 2010,"Abu Dhabi, United Arab Emirates",Middleweight,Mark Munoz,Kendall Grove,fighter1,0                                  1,25                                  9,1                                  0,0                                  3,KO/TKO              Punches,2,2:50,2023-09-21 02:02:55.178363
UFC 112: Invincible,April 10 2010,"Abu Dhabi, United Arab Emirates",Light Heavyweight,Phil Davis,Alexander Gustafsson,fighter1,0                                  0,14                                  0,1                                  0,1                                  0,SUB              Anaconda Choke,1,4:55,2023-09-21 02:02:55.178363
UFC 112: Invincible,April 10 2010,"Abu Dhabi, United Arab Emirates",Welterweight,Rick Story,Nick Osipczak,fighter1,0                                  0,31                                  28,3                                  2,1                                  1,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 112: Invincible,April 10 2010,"Abu Dhabi, United Arab Emirates",Welterweight,DaMarques Johnson,Brad Blackburn,fighter1,1                                  0,34                                  59,0                                  4,1                                  2,KO/TKO              Kick,3,2:08,2023-09-21 02:02:55.178363
UFC 112: Invincible,April 10 2010,"Abu Dhabi, United Arab Emirates",Lightweight,Paul Kelly,Matt Veach,fighter1,0                                  0,47                                  4,0                                  1,3                                  2,SUB              Guillotine Choke,2,3:41,2023-09-21 02:02:55.178363
UFC 112: Invincible,April 10 2010,"Abu Dhabi, United Arab Emirates",Heavyweight,Jon Madsen,Mostapha Al-Turk,fighter1,0                                  0,32                                  20,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Florian vs Gomi,March 31 2010,"Charlotte, North Carolina, USA",Lightweight,Kenny Florian,Takanori Gomi,fighter1,0                                  0,51                                  20,1                                  0,1                                  0,SUB              Rear Naked Choke,3,2:52,2023-09-21 02:02:55.178363
UFC Fight Night: Florian vs Gomi,March 31 2010,"Charlotte, North Carolina, USA",Heavyweight,Roy Nelson,Stefan Struve,fighter1,1                                  0,9                                  2,0                                  0,0                                  0,KO/TKO              Punch,1,0:39,2023-09-21 02:02:55.178363
UFC Fight Night: Florian vs Gomi,March 31 2010,"Charlotte, North Carolina, USA",Middleweight,Jorge Rivera,Nate Quarry,fighter1,3                                  0,29                                  19,0                                  0,0                                  0,KO/TKO              Punches,2,0:29,2023-09-21 02:02:55.178363
UFC Fight Night: Florian vs Gomi,March 31 2010,"Charlotte, North Carolina, USA",Lightweight,Ross Pearson,Dennis Siver,fighter1,0                                  0,54                                  39,1                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Florian vs Gomi,March 31 2010,"Charlotte, North Carolina, USA",Lightweight,Andre Winner,Rafaello Oliveira,fighter1,0                                  0,61                                  52,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Florian vs Gomi,March 31 2010,"Charlotte, North Carolina, USA",Lightweight,Jacob Volkmann,Ronys Torres,fighter1,0                                  0,24                                  20,5                                  3,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Florian vs Gomi,March 31 2010,"Charlotte, North Carolina, USA",Lightweight,Nik Lentz,Rob Emerson,fighter1,0                                  1,46                                  24,4                                  0,1                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Florian vs Gomi,March 31 2010,"Charlotte, North Carolina, USA",Lightweight,Gleison Tibau,Caol Uno,fighter1,1                                  0,22                                  6,1                                  0,0                                  0,KO/TKO              Punches,1,4:13,2023-09-21 02:02:55.178363
UFC Fight Night: Florian vs Gomi,March 31 2010,"Charlotte, North Carolina, USA",Middleweight,Yushin Okami,Lucio Linhares,fighter1,1                                  0,50                                  8,0                                  0,0                                  0,KO/TKO,2,2:47,2023-09-21 02:02:55.178363
UFC Fight Night: Florian vs Gomi,March 31 2010,"Charlotte, North Carolina, USA",Middleweight,Gerald Harris,Mario Miranda,fighter1,2                                  1,17                                  16,0                                  0,0                                  0,KO/TKO              Punches,1,4:49,2023-09-21 02:02:55.178363
UFC Fight Night: Florian vs Gomi,March 31 2010,"Charlotte, North Carolina, USA",Welterweight,Charlie Brenneman,Jason High,fighter1,0                                  0,33                                  12,6                                  0,0                                  3,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 111: St-Pierre vs Hardy,March 27 2010,"Newark, New Jersey, USA",Welterweight,Georges St-Pierre,Dan Hardy,fighter1,0                                  0,59                                  4,11                                  0,6                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
UFC 111: St-Pierre vs Hardy,March 27 2010,"Newark, New Jersey, USA",Heavyweight,Shane Carwin,Frank Mir,fighter1,1                                  0,49                                  3,0                                  0,0                                  0,KO/TKO              Punches,1,3:48,2023-09-21 02:02:55.178363
UFC 111: St-Pierre vs Hardy,March 27 2010,"Newark, New Jersey, USA",Lightweight,Kurt Pellegrino,Fabricio Camoes,fighter1,0                                  0,16                                  8,1                                  1,2                                  2,SUB              Rear Naked Choke,2,4:20,2023-09-21 02:02:55.178363
UFC 111: St-Pierre vs Hardy,March 27 2010,"Newark, New Jersey, USA",Welterweight,Jon Fitch,Ben Saunders,fighter1,0                                  0,72                                  17,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 111: St-Pierre vs Hardy,March 27 2010,"Newark, New Jersey, USA",Lightweight,Jim Miller,Mark Bocek,fighter1,0                                  0,23                                  17,1                                  4,3                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 111: St-Pierre vs Hardy,March 27 2010,"Newark, New Jersey, USA",Welterweight,Nate Diaz,Rory Markham,fighter1,1                                  0,34                                  3,0                                  0,0                                  0,KO/TKO              Punches,1,2:47,2023-09-21 02:02:55.178363
UFC 111: St-Pierre vs Hardy,March 27 2010,"Newark, New Jersey, USA",Welterweight,Ricardo Almeida,Matt Brown,fighter1,0                                  0,15                                  6,5                                  0,1                                  0,SUB              Rear Naked Choke,2,3:30,2023-09-21 02:02:55.178363
UFC 111: St-Pierre vs Hardy,March 27 2010,"Newark, New Jersey, USA",Middleweight,Rousimar Palhares,Tomasz Drwal,fighter1,0                                  0,0                                  0,0                                  0,1                                  0,SUB              Heel Hook,1,0:45,2023-09-21 02:02:55.178363
UFC 111: St-Pierre vs Hardy,March 27 2010,"Newark, New Jersey, USA",Light Heavyweight,Jared Hamman,Rodney Wallace,fighter1,1                                  0,60                                  34,2                                  11,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 111: St-Pierre vs Hardy,March 27 2010,"Newark, New Jersey, USA",Welterweight,Matthew Riddle,Greg Soto,fighter1,0                                  0,47                                  21,4                                  0,0                                  0,DQ,3,1:30,2023-09-21 02:02:55.178363
UFC Live: Vera vs Jones,March 21 2010,"Broomfield, Colorado, USA",Light Heavyweight,Jon Jones,Brandon Vera,fighter1,0                                  0,11                                  5,2                                  0,0                                  0,KO/TKO              Elbow,1,3:19,2023-09-21 02:02:55.178363
UFC Live: Vera vs Jones,March 21 2010,"Broomfield, Colorado, USA",Heavyweight,Junior Dos Santos,Gabriel Gonzaga,fighter1,1                                  0,20                                  9,0                                  1,0                                  0,KO/TKO              Punches,1,3:53,2023-09-21 02:02:55.178363
UFC Live: Vera vs Jones,March 21 2010,"Broomfield, Colorado, USA",Heavyweight,Cheick Kongo,Paul Buentello,fighter1,0                                  0,53                                  3,9                                  0,0                                  0,KO/TKO              Elbows,3,1:16,2023-09-21 02:02:55.178363
UFC Live: Vera vs Jones,March 21 2010,"Broomfield, Colorado, USA",Middleweight,Alessio Sakara,James Irvin,fighter1,1                                  0,13                                  6,0                                  0,0                                  0,KO/TKO,1,3:01,2023-09-21 02:02:55.178363
UFC Live: Vera vs Jones,March 21 2010,"Broomfield, Colorado, USA",Lightweight,Clay Guida,Shannon Gugerty,fighter1,0                                  0,14                                  1,2                                  0,1                                  3,SUB              Arm Triangle,2,3:40,2023-09-21 02:02:55.178363
UFC Live: Vera vs Jones,March 21 2010,"Broomfield, Colorado, USA",Light Heavyweight,Vladimir Matyushenko,Eliot Marshall,fighter1,0                                  0,28                                  19,2                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Live: Vera vs Jones,March 21 2010,"Broomfield, Colorado, USA",Lightweight,Darren Elkins,Duane Ludwig,fighter1,0                                  0,0                                  1,1                                  0,0                                  0,KO/TKO,1,0:44,2023-09-21 02:02:55.178363
UFC Live: Vera vs Jones,March 21 2010,"Broomfield, Colorado, USA",Welterweight,John Howard,Daniel Roberts,fighter1,0                                  0,6                                  7,1                                  1,0                                  1,KO/TKO              Punch,1,2:01,2023-09-21 02:02:55.178363
UFC Live: Vera vs Jones,March 21 2010,"Broomfield, Colorado, USA",Heavyweight,Brendan Schaub,Chase Gormley,fighter1,1                                  0,25                                  2,0                                  0,0                                  0,KO/TKO              Punches,1,0:47,2023-09-21 02:02:55.178363
UFC Live: Vera vs Jones,March 21 2010,"Broomfield, Colorado, USA",Welterweight,Mike Pierce,Julio Paulino,fighter1,0                                  0,39                                  17,6                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Live: Vera vs Jones,March 21 2010,"Broomfield, Colorado, USA",Light Heavyweight,Jason Brilz,Eric Schafer,fighter1,0                                  0,70                                  27,3                                  2,1                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 110: Nogueira vs Velasquez,February 20 2010,"Sydney, New South Wales, Australia",Heavyweight,Cain Velasquez,Antonio Rodrigo Nogueira,fighter1,1                                  0,23                                  3,0                                  0,0                                  0,KO/TKO              Punch,1,2:20,2023-09-21 02:02:55.178363
UFC 110: Nogueira vs Velasquez,February 20 2010,"Sydney, New South Wales, Australia",Middleweight,Wanderlei Silva,Michael Bisping,fighter1,1                                  0,42                                  32,1                                  5,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 110: Nogueira vs Velasquez,February 20 2010,"Sydney, New South Wales, Australia",Lightweight,George Sotiropoulos,Joe Stevenson,fighter1,0                                  0,20                                  7,2                                  3,3                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 110: Nogueira vs Velasquez,February 20 2010,"Sydney, New South Wales, Australia",Light Heavyweight,Ryan Bader,Keith Jardine,fighter1,1                                  0,29                                  15,3                                  0,0                                  0,KO/TKO              Punch,3,2:10,2023-09-21 02:02:55.178363
UFC 110: Nogueira vs Velasquez,February 20 2010,"Sydney, New South Wales, Australia",Heavyweight,Mirko Filipovic,Anthony Perosh,fighter1,0                                  0,29                                  9,0                                  0,1                                  0,KO/TKO,2,5:00,2023-09-21 02:02:55.178363
UFC 110: Nogueira vs Velasquez,February 20 2010,"Sydney, New South Wales, Australia",Light Heavyweight,Krzysztof Soszynski,Stephan Bonnar,fighter1,0                                  0,48                                  36,0                                  2,0                                  0,KO/TKO,3,1:04,2023-09-21 02:02:55.178363
UFC 110: Nogueira vs Velasquez,February 20 2010,"Sydney, New South Wales, Australia",Welterweight,Chris Lytle,Brian Foster,fighter1,0                                  0,2                                  5,0                                  1,1                                  0,SUB              Kneebar,1,1:41,2023-09-21 02:02:55.178363
UFC 110: Nogueira vs Velasquez,February 20 2010,"Sydney, New South Wales, Australia",Middleweight,CB Dollaway,Goran Reljic,fighter1,0                                  0,25                                  20,5                                  1,1                                  3,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 110: Nogueira vs Velasquez,February 20 2010,"Sydney, New South Wales, Australia",Light Heavyweight,James Te Huna,Igor Pokrajac,fighter1,0                                  2,22                                  25,5                                  2,1                                  0,KO/TKO              Punches,3,3:26,2023-09-21 02:02:55.178363
UFC 109: Relentless,February 06 2010,"Las Vegas, Nevada, USA",Light Heavyweight,Randy Couture,Mark Coleman,fighter1,0                                  0,44                                  10,1                                  0,1                                  0,SUB              Rear Naked Choke,2,1:09,2023-09-21 02:02:55.178363
UFC 109: Relentless,February 06 2010,"Las Vegas, Nevada, USA",Middleweight,Chael Sonnen,Nate Marquardt,fighter1,0                                  0,39                                  11,6                                  0,0                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 109: Relentless,February 06 2010,"Las Vegas, Nevada, USA",Welterweight,Paulo Thiago,Mike Swick,fighter1,1                                  0,9                                  7,0                                  1,1                                  0,SUB              D'Arce Choke,2,1:54,2023-09-21 02:02:55.178363
UFC 109: Relentless,February 06 2010,"Las Vegas, Nevada, USA",Middleweight,Demian Maia,Dan Miller,fighter1,0                                  0,30                                  20,4                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 109: Relentless,February 06 2010,"Las Vegas, Nevada, USA",Welterweight,Matt Serra,Frank Trigg,fighter1,1                                  0,12                                  6,0                                  0,0                                  0,KO/TKO              Punch,1,2:23,2023-09-21 02:02:55.178363
UFC 109: Relentless,February 06 2010,"Las Vegas, Nevada, USA",Lightweight,Mac Danzig,Justin Buchholz,fighter1,0                                  0,62                                  30,3                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 109: Relentless,February 06 2010,"Las Vegas, Nevada, USA",Lightweight,Melvin Guillard,Ronys Torres,fighter1,0                                  0,34                                  6,0                                  5,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 109: Relentless,February 06 2010,"Las Vegas, Nevada, USA",Lightweight,Rob Emerson,Phillipe Nover,fighter1,0                                  0,26                                  19,7                                  0,0                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 109: Relentless,February 06 2010,"Las Vegas, Nevada, USA",Light Heavyweight,Phil Davis,Brian Stann,fighter1,0                                  0,48                                  5,3                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 109: Relentless,February 06 2010,"Las Vegas, Nevada, USA",Heavyweight,Chris Tuchscherer,Tim Hague,fighter1,0                                  0,24                                  34,1                                  1,1                                  1,M-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 109: Relentless,February 06 2010,"Las Vegas, Nevada, USA",Heavyweight,Joey Beltran,Rolles Gracie,fighter1,0                                  0,22                                  15,0                                  1,0                                  0,KO/TKO              Punches,2,1:31,2023-09-21 02:02:55.178363
UFC Fight Night: Maynard vs Diaz,January 11 2010,"Fairfax, Virginia, USA",Lightweight,Gray Maynard,Nate Diaz,fighter1,0                                  0,41                                  70,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Maynard vs Diaz,January 11 2010,"Fairfax, Virginia, USA",Lightweight,Evan Dunham,Efrain Escudero,fighter1,0                                  1,22                                  26,3                                  0,1                                  2,SUB              Armbar,3,1:59,2023-09-21 02:02:55.178363
UFC Fight Night: Maynard vs Diaz,January 11 2010,"Fairfax, Virginia, USA",Middleweight,Aaron Simpson,Tom Lawlor,fighter1,0                                  0,36                                  52,2                                  1,0                                  2,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Maynard vs Diaz,January 11 2010,"Fairfax, Virginia, USA",Welterweight,Amir Sadollah,Brad Blackburn,fighter1,0                                  0,87                                  37,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Maynard vs Diaz,January 11 2010,"Fairfax, Virginia, USA",Middleweight,Chris Leben,Jay Silva,fighter1,0                                  0,60                                  15,2                                  0,2                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Maynard vs Diaz,January 11 2010,"Fairfax, Virginia, USA",Welterweight,Rick Story,Jesse Lennox,fighter1,0                                  0,47                                  22,2                                  1,1                                  1,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Maynard vs Diaz,January 11 2010,"Fairfax, Virginia, USA",Lightweight,Thiago Tavares,Nik Lentz,Draw,0                                  0,55                                  71,1                                  4,1                                  1,M-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Maynard vs Diaz,January 11 2010,"Fairfax, Virginia, USA",Welterweight,Rory MacDonald,Mike Guymon,fighter1,0                                  0,8                                  6,2                                  0,2                                  0,SUB              Armbar,1,4:27,2023-09-21 02:02:55.178363
UFC Fight Night: Maynard vs Diaz,January 11 2010,"Fairfax, Virginia, USA",Lightweight,Rafael Dos Anjos,Kyle Bradley,fighter1,0                                  0,42                                  21,5                                  0,2                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Maynard vs Diaz,January 11 2010,"Fairfax, Virginia, USA",Middleweight,Gerald Harris,John Salter,fighter1,0                                  0,21                                  7,1                                  1,0                                  0,KO/TKO              Punches,3,3:24,2023-09-21 02:02:55.178363
UFC Fight Night: Maynard vs Diaz,January 11 2010,"Fairfax, Virginia, USA",Middleweight,Nick Catone,Jesse Forbes,fighter1,0                                  0,32                                  32,2                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 108: Evans vs Silva,January 02 2010,"Las Vegas, Nevada, USA",Light Heavyweight,Rashad Evans,Thiago Silva,fighter1,0                                  0,12                                  31,8                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 108: Evans vs Silva,January 02 2010,"Las Vegas, Nevada, USA",Welterweight,Paul Daley,Dustin Hazelett,fighter1,1                                  0,8                                  4,0                                  0,0                                  0,KO/TKO              Punch,1,2:24,2023-09-21 02:02:55.178363
UFC 108: Evans vs Silva,January 02 2010,"Las Vegas, Nevada, USA",Lightweight,Sam Stout,Joe Lauzon,fighter1,0                                  0,94                                  26,0                                  4,0                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC 108: Evans vs Silva,January 02 2010,"Las Vegas, Nevada, USA",Lightweight,Jim Miller,Duane Ludwig,fighter1,1                                  0,6                                  2,0                                  0,1                                  0,SUB              Armbar,1,2:31,2023-09-21 02:02:55.178363
UFC 108: Evans vs Silva,January 02 2010,"Las Vegas, Nevada, USA",Heavyweight,Junior Dos Santos,Gilbert Yvel,fighter1,1                                  0,14                                  3,0                                  0,0                                  0,KO/TKO              Punch,1,2:07,2023-09-21 02:02:55.178363
UFC 108: Evans vs Silva,January 02 2010,"Las Vegas, Nevada, USA",Welterweight,Martin Kampmann,Jacob Volkmann,fighter1,1                                  0,14                                  13,0                                  0,1                                  0,SUB              Guillotine Choke,1,4:03,2023-09-21 02:02:55.178363
