event,favourite,underdog,favourite_odds,underdog_odds,outcome
UFC 227,T.J. Dillashaw,Cody Garbrandt,1.83,2.15,favourite
UFC 227,Demetrious Johnson,Henry Cejudo,1.22,5.0,underdog
UFC 227,Renato Moicano,Cub Swanson,1.37,3.75,favourite
UFC 227,Polyana Viana,J.J. Aldrich,1.67,2.5,underdog
UFC 227,Thiago Santos,Kevin Holland,1.31,3.89,favourite
UFC 227,Pedro Munhoz,Brett Johns,1.51,3.0,favourite
UFC 227,Montel Jackson,Ricky Simon,1.91,2.1,underdog
UFC 227,Ricardo Ramos,Kyung Ho Kang,1.4,3.5,favourite
UFC 227,Matt Sayles,Sheymon da Silva Moraes,1.75,2.25,underdog
UFC 227,Alex Perez,Jose Torres,1.87,2.35,favourite
UFC 227,Weili Zhang,Danielle Taylor,1.4,3.75,favourite
UFC 227,Marlon Vera,Wuliji Buren,1.22,5.25,favourite
UFC Fight Night 135,James Vick,Justin Gaethje,1.79,2.2,underdog
UFC Fight Night 135,Andre Fili,Michael Johnson,1.87,2.15,underdog
UFC Fight Night 135,Angela Hill,Cortney Casey,1.87,2.15,underdog
UFC Fight Night 135,Bryan Barberena,Jake Ellenberger,1.27,4.7,favourite
UFC Fight Night 135,Deiveson Figueiredo,John Moraga,1.65,2.5,favourite
UFC Fight Night 135,Eryk Anders,Tim Williams,1.11,9.5,favourite
UFC Fight Night 135,Warlley Alves,James Krause,1.31,4.0,underdog
UFC Fight Night 135,Cory Sandhagen,Yuri Alcantara,1.49,2.9,favourite
UFC Fight Night 135,Andrew Sanchez,Markus Perez,1.8,2.23,favourite
UFC Fight Night 135,Mickey Gall,George Sullivan,1.31,3.95,favourite
UFC Fight Night 135,Joanne Wood,Kalindra Faria,1.6,2.7,favourite
UFC Fight Night 135,Drew Dober,Jon Tuck,1.5,3.1,favourite
UFC Fight Night 135,Rani Yahya,Luke Sanders,2.0,2.0,favourite
UFC 228,Darren Till,Tyron Woodley,1.95,2.1,underdog
UFC 228,Jessica Andrade,Karolina Kowalkiewicz,1.24,5.0,favourite
UFC 228,Zabit Magomedsharipov,Brandon Davis,1.09,10.75,favourite
UFC 228,Jimmie Rivera,John Dodson,1.7,2.33,favourite
UFC 228,Abdul Razak Alhassan,Niko Price,1.94,2.0,favourite
UFC 228,Tatiana Suarez,Carla Esparza,1.25,4.5,favourite
UFC 228,Aljamain Sterling,Cody Stamann,1.62,2.55,favourite
UFC 228,Geoff Neal,Frank Camacho,1.54,2.9,favourite
UFC 228,Charles Byrd,Darren Stewart,1.61,2.58,underdog
UFC 228,Craig White,Diego Sanchez,1.49,2.9,underdog
UFC 228,Alex White,Jim Miller,1.62,2.5,underdog
UFC 228,Irene Aldana,Lucie Pudilova,1.91,2.0,favourite
UFC 228,Jarred Brooks,Roberto Sanchez,1.53,3.5,favourite
UFC FIght Night Moscow,Mark Hunt,Aleksei Oleinik,1.99,2.1,underdog
UFC FIght Night Moscow,Nikita Krylov,Jan Blachowicz,1.71,2.4,underdog
UFC FIght Night Moscow,Shamil Abdurakhimov,Andrei Arlovski,1.83,2.15,favourite
UFC FIght Night Moscow,Alexey Kunchenko,Thiago Alves,1.24,5.0,favourite
UFC FIght Night Moscow,Khalid Murtazaliev,C.B. Dollaway,1.62,2.5,favourite
UFC FIght Night Moscow,Petr Yan,Jin Soo Son,1.11,9.39,favourite
UFC FIght Night Moscow,Rustam Khabilov,Kajan Johnson,1.14,7.05,favourite
UFC FIght Night Moscow,Mairbek Taisumov,Desmond Green,1.2,5.72,favourite
UFC FIght Night Moscow,Magomed Ankalaev,Marcin Prachnio,1.22,5.49,favourite
UFC FIght Night Moscow,Jordan Johnson,Adam Yandiev,1.4,3.46,favourite
UFC FIght Night Moscow,Ramazan Emeev,Stefan Sekulic,1.17,6.5,favourite
UFC FIght Night Moscow,Merab Dvalishvili,Terrion Ware,1.2,5.44,favourite
UFC Fight Night Sao Paulo,Thiago Santos,Eryk Anders,1.54,2.75,favourite
UFC Fight Night Sao Paulo,Alex Oliveira,Carlo Pedersoli Jr.,1.22,5.0,favourite
UFC Fight Night Sao Paulo,Sam Alvey,Rogerio Nogueira,1.3,4.08,underdog
UFC Fight Night Sao Paulo,Renan Barao,Andre Ewell,1.62,2.7,underdog
UFC Fight Night Sao Paulo,Marina Alcalde Rodriguez,Randa Markos,1.8,2.2,nan
UFC Fight Night Sao Paulo,Charles Oliveira,Christos Giagos,1.25,4.75,favourite
UFC Fight Night Sao Paulo,Francisco Trinaldo,Evan Dunham,1.62,2.55,favourite
UFC Fight Night Sao Paulo,Ryan Spann,Luis Henrique,1.83,2.2,favourite
UFC Fight Night Sao Paulo,Augusto Sakai,Chase Sherman,1.53,3.1,favourite
UFC Fight Night Sao Paulo,Sergio Moraes,Ben Saunders,1.39,3.4,favourite
UFC Fight Night Sao Paulo,Gillian Robertson,Mayra Bueno Silva,1.74,2.25,underdog
UFC Fight Night Sao Paulo,Thales Leites,Hector Lombard,1.71,2.45,favourite
UFC Fight Night Sao Paulo,Elizeu Zaleski dos Santos,Luigi Vendramini,inf,inf,favourite
UFC Fight Night Sao Paulo,Livia Renata Souza,Alex Chambers,1.09,11.75,favourite
UFC 229,Khabib Nurmagomedov,Conor McGregor,1.61,2.7,favourite
UFC 229,Sergio Pettis,Jussier Formiga,1.54,2.7,underdog
UFC 229,Alexander Volkov,Derrick Lewis,1.65,2.47,underdog
UFC 229,Dominick Reyes,Ovince St Preux,1.57,3.0,favourite
UFC 229,Tony Ferguson,Anthony Pettis,1.31,4.4,favourite
UFC 229,Vicente Luque,Jalin Turner,1.16,7.0,favourite
UFC 229,Felice Herrig,Michelle Waterson,1.8,2.2,underdog
UFC 229,Yana Santos,Lina Lansberg,1.44,3.35,favourite
UFC 229,Alan Patrick,Scott Holtzman,1.36,3.75,underdog
UFC 229,Nik Lentz,Gray Maynard,1.45,3.15,favourite
UFC 229,Ryan LaFlare,Tony Martin,1.83,2.15,underdog
UFC 229,Aspen Ladd,Tonya Evinger,1.57,2.64,favourite
UFC Fight Night 138,Volkan Oezdemir,Anthony Smith,1.68,2.5,underdog
UFC Fight Night 138,Michael Johnson,Artem Lobov,1.18,5.86,favourite
UFC Fight Night 138,Misha Cirkunov,Patrick Cummins,1.31,4.0,favourite
UFC Fight Night 138,Andre Soukhamthath,Jonathan Martinez,1.74,2.5,favourite
UFC Fight Night 138,Gian Villante,Ed Herman,1.49,3.05,favourite
UFC Fight Night 138,Alex Garcia,Court McGee,1.5,3.05,underdog
UFC Fight Night 138,Nordine Taleb,Sean Strickland,1.91,2.2,underdog
UFC Fight Night 138,Nasrat Haqparast,Thibault Gouti,1.14,7.0,favourite
UFC Fight Night 138,Calvin Kattar,Chris Fishgold,1.51,4.2,favourite
UFC Fight Night 138,Sarah Moras,Talita Bernardo,1.61,2.59,underdog
UFC Fight Night 138,Te Edwards,Don Madge,1.23,5.0,underdog
UFC Fight Night 138,Arjan Bhullar,Marcelo Golm,1.67,2.5,favourite
UFC Fight Night 138,Stevie Ray,Jessin Ayari,1.64,2.5,favourite
UFC 230,Daniel Cormier,Derrick Lewis,1.29,4.7,favourite
UFC 230,Chris Weidman,Ronaldo Souza,1.64,2.5,underdog
UFC 230,David Branch,Jared Cannonier,1.33,4.0,underdog
UFC 230,Karl Roberson,Jack Marshman,1.32,3.95,favourite
UFC 230,Israel Adesanya,Derek Brunson,1.42,3.25,favourite
UFC 230,Jason Knight,Jordan Rinaldi,1.36,3.75,underdog
UFC 230,Sijara Eubanks,Roxanne Modafferi,1.2,5.8,favourite
UFC 230,Julio Arce,Sheymon da Silva Moraes,1.42,3.33,underdog
UFC 230,Lyman Good,Ben Saunders,1.17,6.0,favourite
UFC 230,Lando Vannata,Matt Frevola,1.45,3.25,nan
UFC 230,Shane Burgos,Kurt Holobaugh,1.33,4.5,favourite
UFC 230,Adam Wieczorek,Marcos Rogerio de Lima,1.6,2.9,underdog
UFC Fight Night Denver,Yair Rodriguez,Chan Sung Jung,1.83,2.22,favourite
UFC Fight Night Denver,Mike Perry,Donald Cerrone,1.54,2.75,underdog
UFC Fight Night Denver,Germaine de Randamie,Raquel Pennington,1.5,3.0,favourite
UFC Fight Night Denver,Beneil Dariush,Thiago Moises,1.67,2.4,favourite
UFC Fight Night Denver,Maycee Barber,Hannah Cifers,1.25,4.9,favourite
UFC Fight Night Denver,Luis Pena,Mike Trizano,1.69,2.5,underdog
UFC Fight Night Denver,Ashley Yoder,Amanda Cooper,1.73,2.3,favourite
UFC Fight Night Denver,Bobby Moffett,Chas Skelly,1.91,2.05,favourite
UFC Fight Night Denver,Davi Ramos,John Gunther,1.12,8.05,favourite
UFC Fight Night Denver,Devonte Smith,Julian Erosa,1.45,3.1,favourite
UFC Fight Night Denver,Eric Shelton,Joseph Morales,1.71,2.3,favourite
UFC Fight Night Denver,Mark Delarosa,Joby Sanchez,1.4,3.4,favourite
UFC Fight Night 140,Santiago Ponzinibbio,Neil Magny,1.49,2.9,favourite
UFC Fight Night 140,Ricardo Lamas,Darren Elkins,1.67,2.6,favourite
UFC Fight Night 140,Khalil Rountree,Johnny Walker,1.67,2.6,underdog
UFC Fight Night 140,Cezar Ferreira,Ian Heinisch,1.58,2.65,underdog
UFC Fight Night 140,Marlon Vera,Guido Cannetti,1.33,3.7,favourite
UFC Fight Night 140,Poliana Botelho,Cynthia Calvillo,1.6,2.65,underdog
UFC Fight Night 140,Michel Prazeres,Bartosz Fabinski,1.7,2.39,favourite
UFC Fight Night 140,Alexandre Pantoja,Yuta Sasaki,1.34,3.75,favourite
UFC Fight Night 140,Humberto Bandenay,Austin Arnett,1.45,3.25,underdog
UFC Fight Night 140,Hector Aldana,Laureano Staropoli,1.9,2.11,underdog
UFC Fight Night 140,Jesus Pinedo,Devin Powell,1.53,3.1,favourite
UFC Fight Night 140,Nad Narimani,Anderson dos Santos,1.29,4.48,favourite
UFC Fight Night 141,Curtis Blaydes,Francis Ngannou,1.45,3.03,underdog
UFC Fight Night 141,Sergey Pavlovich,Alistair Overeem,1.83,2.2,underdog
UFC Fight Night 141,Yadong Song,Vincent Morales,1.2,5.35,favourite
UFC Fight Night 141,Li Jingliang,David Zawada,1.53,2.9,favourite
UFC Fight Night 141,Kenan Song,Alex Morono,1.91,2.23,underdog
UFC Fight Night 141,Lauren Mueller,Yanan Wu,1.3,4.5,underdog
UFC Fight Night 141,Hu Yaozong,Rashad Coulter,1.91,2.15,underdog
UFC Fight Night 141,Weili Zhang,Jessica Aguilar,1.2,5.75,favourite
UFC Fight Night 141,Pingyuan Liu,Martin Day,1.6,2.9,favourite
UFC Fight Night 141,Yan Xiaonan,Syuri Kondo,1.3,4.7,favourite
UFC Fight Night 141,Kevin Holland,John Phillips,1.2,5.75,favourite
UFC Fight Night 141,Louis Smolka,Su Mudaerji,1.62,2.62,favourite
TUF Finale,Kamaru Usman,Rafael dos Anjos,1.41,3.25,favourite
TUF Finale,Juan Espino,Justin Frazier,1.67,2.41,favourite
TUF Finale,Pannie Kianzad,Macy Chiasson,1.81,2.14,underdog
TUF Finale,Pedro Munhoz,Bryan Caraway,1.47,3.05,favourite
TUF Finale,Edmen Shahbazyan,Darren Stewart,1.87,2.05,favourite
TUF Finale,Antonina Shevchenko,Ji Yeon Kim,1.34,3.65,favourite
TUF Finale,Kevin Aguilar,Rick Glenn,1.94,2.0,favourite
TUF Finale,Alex Perez,Joseph Benavidez,1.85,2.15,underdog
TUF Finale,Maurice Greene,Michel Batista,1.53,2.77,favourite
TUF Finale,Julija Stoliarenko,Leah Letson,inf,inf,underdog
TUF Finale,Roosevelt Roberts,Darrell Horcher,1.33,3.75,favourite
TUF Finale,Tim Means,Ricky Rainey,1.28,4.2,favourite
TUF Finale,Raoni Barcelos,Chris Gutierrez,1.22,5.0,favourite
UFC Fight Night 142,Junior dos Santos,Tai Tuivasa,1.69,2.4,favourite
UFC Fight Night 142,Tyson Pedro,Mauricio Rua,1.21,5.31,underdog
UFC Fight Night 142,Justin Willis,Mark Hunt,1.98,2.2,favourite
UFC Fight Night 142,Jake Matthews,Tony Martin,1.87,2.3,underdog
UFC Fight Night 142,Sodiq Yusuff,Suman Mokhtarian,1.18,5.8,favourite
UFC Fight Night 142,Jim Crute,Paul Craig,1.38,3.55,favourite
UFC Fight Night 142,Alexey Kunchenko,Yushin Okami,1.36,3.77,favourite
UFC Fight Night 142,Ben Nguyen,Wilson Reis,1.77,2.3,underdog
UFC Fight Night 142,Keita Nakamura,Salim Touahri,1.68,2.6,favourite
UFC Fight Night 142,Kai Kara-France,Elias Garcia,1.3,4.3,favourite
UFC Fight Night 142,Christos Giagos,Mizuto Hirota,1.31,4.19,favourite
UFC Fight Night 142,Damir Ismagulov,Alex Gorgees,1.2,5.5,favourite
UFC 231,Max Holloway,Brian Ortega,2.0,2.02,favourite
UFC 231,Valentina Shevchenko,Joanna Jedrzejczyk,1.34,3.65,favourite
UFC 231,Gunnar Nelson,Alex Oliveira,1.71,2.36,favourite
UFC 231,Hakeem Dawodu,Kyle Bochniak,1.57,2.76,favourite
UFC 231,Thiago Santos,Jimi Manuwa,1.54,2.75,favourite
UFC 231,Claudia Gadelha,Nina Nunes,1.36,3.7,underdog
UFC 231,Olivier Aubin-Mercier,Gilbert Burns,1.83,2.3,underdog
UFC 231,Katlyn Chookagian,Jessica Eye,1.47,3.1,underdog
UFC 231,Elias Theodorou,Eryk Anders,1.85,2.3,favourite
UFC 231,Brad Katona,Matthew Lopez,1.66,2.6,favourite
UFC 231,Chad Laprise,Dhiego Lima,1.27,4.3,underdog
UFC 231,Carlos Diego Ferreira,Kyle Nelson,1.2,5.5,favourite
UFC 231,Aleksandar Rakic,Devin Clark,1.2,5.55,favourite
UFC Fight Night Milwaukee,Kevin Lee,Al Iaquinta,1.33,4.0,underdog
UFC Fight Night Milwaukee,Daniel Hooker,Edson Barboza,1.87,2.1,underdog
UFC Fight Night Milwaukee,Rob Font,Sergio Pettis,1.65,2.48,favourite
UFC Fight Night Milwaukee,Charles Oliveira,Jim Miller,1.34,3.65,favourite
UFC Fight Night Milwaukee,Dwight Grant,Zak Ottow,1.38,3.5,underdog
UFC Fight Night Milwaukee,Drakkar Klose,Bobby Green,1.44,3.15,favourite
UFC Fight Night Milwaukee,Jared Gordon,Joaquim Silva,1.89,2.05,underdog
UFC Fight Night Milwaukee,Jack Hermansson,Gerald Meerschaert,1.69,2.38,favourite
UFC Fight Night Milwaukee,Zak Cummings,Trevor Smith,1.33,3.85,favourite
UFC Fight Night Milwaukee,Dan Ige,Jordan Griffin,1.62,2.5,favourite
UFC Fight Night Milwaukee,Adam Milstead,Mike Rodriguez,1.83,2.2,underdog
UFC Fight Night Milwaukee,Juan Adams,Chris de la Rocha,1.22,5.15,favourite
UFC 232,Jon Jones,Alexander Gustafsson,1.38,3.65,favourite
UFC 232,Cristiane Justino,Amanda Nunes,1.57,2.8,underdog
UFC 232,Michael Chiesa,Carlos Condit,1.87,2.1,favourite
UFC 232,Ilir Latifi,Corey Anderson,1.83,2.15,underdog
UFC 232,Chad Mendes,Alex Volkanovski,1.83,2.3,underdog
UFC 232,Walt Harris,Andrei Arlovski,1.5,2.87,favourite
UFC 232,Cat Zingano,Megan Anderson,1.83,2.18,underdog
UFC 232,Petr Yan,Douglas Silva de Andrade,1.3,3.99,favourite
UFC 232,Ryan Hall,B.J. Penn,1.23,4.8,favourite
UFC 232,Nathaniel Wood,Andre Ewell,1.85,2.11,favourite
UFC 232,Urijah Hall,Bevon Lewis,inf,inf,favourite
UFC 232,Curtis Millender,Siyar Bahadurzada,1.69,2.37,favourite
UFC 232,Montel Jackson,Brian Kelleher,1.61,2.67,favourite
UFC on ESPN+ 1,T.J. Dillashaw,Henry Cejudo,1.48,3.0,underdog
UFC on ESPN+ 1,Greg Hardy,Allen Crowder,1.22,5.0,underdog
UFC on ESPN+ 1,Gregor Gillespie,Yancy Medeiros,1.22,5.0,favourite
UFC on ESPN+ 1,Joseph Benavidez,Dustin Ortiz,1.45,3.05,favourite
UFC on ESPN+ 1,Paige VanZant,Rachael Ostovich,1.62,2.55,favourite
UFC on ESPN+ 1,Karl Roberson,Glover Teixeira,1.95,1.98,underdog
UFC on ESPN+ 1,Alexander Hernandez,Donald Cerrone,1.57,2.9,underdog
UFC on ESPN+ 1,Ariane Lipski,Joanne Wood,1.53,3.04,underdog
UFC on ESPN+ 1,Alonzo Menifield,Vinicius Moreira,1.4,3.75,favourite
UFC on ESPN+ 1,Cory Sandhagen,Mario Bautista,1.2,5.75,favourite
UFC on ESPN+ 1,Te Edwards,Dennis Bermudez,1.89,2.15,underdog
UFC on ESPN+ 1,Geoff Neal,Belal Muhammad,1.53,2.8,favourite
UFC on ESPN+ 1,Kyle Stewart,Chance Rencountre,1.63,2.5,underdog
UFC Fight Night 144,Marlon Moraes,Raphael Assuncao,1.62,2.5,favourite
UFC Fight Night 144,Renato Moicano,Jose Aldo,1.74,2.29,underdog
UFC Fight Night 144,Demian Maia,Lyman Good,1.58,2.6,favourite
UFC Fight Night 144,Charles Oliveira,David Teymur,1.88,2.03,favourite
UFC Fight Night 144,Johnny Walker,Justin Ledet,1.5,2.8,favourite
UFC Fight Night 144,Livia Renata Souza,Sarah Frota,1.46,2.91,favourite
UFC Fight Night 144,Anthony Hernandez,Markus Perez,1.68,2.6,underdog
UFC Fight Night 144,Taila Santos,Mara Romero Borella,1.66,2.5,underdog
UFC Fight Night 144,Max Griffin,Thiago Alves,1.52,2.9,underdog
UFC Fight Night 144,Junior Albini,Jairzinho Rozenstruik,1.91,2.03,underdog
UFC Fight Night 144,Geraldo De Freitas Jr.,Felipe Colares,inf,inf,favourite
UFC Fight Night 144,Ricardo Ramos,Said Nurmagomedov,1.8,2.28,underdog
UFC Fight Night 144,Magomed Bibulatov,Rogerio Bontorin,1.22,4.89,underdog
UFC 234,Israel Adesanya,Anderson Silva,1.23,5.2,favourite
UFC 234,Lando Vannata,Marcos Mariano,1.25,4.8,favourite
UFC 234,Rani Yahya,Ricky Simon,1.94,2.0,underdog
UFC 234,Montana De La Rosa,Nadia Kassem,1.45,3.2,favourite
UFC 234,Jim Crute,Sam Alvey,1.74,2.5,favourite
UFC 234,Dong Hyun Ma,Devonte Smith,inf,inf,underdog
UFC 234,Shane Young,Austin Arnett,1.33,4.15,favourite
UFC 234,Kai Kara-France,Raulian Paiva,1.43,3.31,favourite
UFC 234,Kyung Ho Kang,Teruto Ishihara,1.31,4.05,favourite
UFC 234,Jalin Turner,Callan Potter,1.48,3.1,favourite
UFC 234,Jonathan Martinez,Wuliji Buren,1.83,2.3,favourite
UFC on ESPN 1,Cain Velasquez,Francis Ngannou,1.56,2.85,underdog
UFC on ESPN 1,James Vick,Paul Felder,1.89,2.05,underdog
UFC on ESPN 1,Cynthia Calvillo,Cortney Casey,1.3,4.1,favourite
UFC on ESPN 1,Kron Gracie,Alex Caceres,1.39,3.4,favourite
UFC on ESPN 1,Vicente Luque,Bryan Barberena,1.24,5.0,favourite
UFC on ESPN 1,Myles Jury,Andre Fili,1.74,2.26,underdog
UFC on ESPN 1,Jimmie Rivera,Aljamain Sterling,1.76,2.2,underdog
UFC on ESPN 1,Manny Bermudez,Benito Lopez,1.54,2.75,favourite
UFC on ESPN 1,Andrea Lee,Ashlee Evans-Smith,1.57,2.64,favourite
UFC on ESPN 1,Scott Holtzman,Nik Lentz,1.67,2.5,underdog
UFC on ESPN 1,Luke Sanders,Renan Barao,1.74,2.33,favourite
UFC on ESPN 1,Emily Whitmire,Alexandra Albu,1.98,2.01,favourite
UFC Fight Night 145,Thiago Santos,Jan Blachowicz,1.85,2.13,favourite
UFC Fight Night 145,Stefan Struve,Marcos Rogerio de Lima,1.92,2.0,favourite
UFC Fight Night 145,Michal Oleksiejczuk,Gian Villante,1.5,3.0,favourite
UFC Fight Night 145,Liz Carmouche,Lucie Pudilova,1.73,2.36,favourite
UFC Fight Night 145,Petr Yan,John Dodson,1.41,3.5,favourite
UFC Fight Night 145,Magomed Ankalaev,Klidson Farias de Abreu,1.52,2.8,favourite
UFC Fight Night 145,Carlo Pedersoli Jr.,Dwight Grant,1.73,2.46,underdog
UFC Fight Night 145,Chris Fishgold,Daniel Teymur,1.44,3.11,favourite
UFC Fight Night 145,Gillian Robertson,Veronica Macedo,1.62,2.57,favourite
UFC Fight Night 145,Damir Hadzovic,Marco Polo Reyes,1.83,2.25,favourite
UFC Fight Night 145,Michel Prazeres,Ismail Naurdiev,1.25,5.0,underdog
UFC Fight Night 145,Rustam Khabilov,Carlos Diego Ferreira,1.77,2.23,underdog
UFC Fight Night 145,Damir Ismagulov,Joel Alvarez,1.33,3.75,favourite
UFC 235,Jon Jones,Anthony Smith,1.14,6.87,favourite
UFC 235,Tyron Woodley,Kamaru Usman,1.57,2.75,underdog
UFC 235,Ben Askren,Robbie Lawler,1.43,3.4,favourite
UFC 235,Weili Zhang,Tecia Torres,1.8,2.4,favourite
UFC 235,Cody Garbrandt,Pedro Munhoz,1.66,2.5,underdog
UFC 235,Zabit Magomedsharipov,Jeremy Stephens,1.36,3.7,favourite
UFC 235,Johnny Walker,Misha Cirkunov,1.62,2.67,favourite
UFC 235,Cody Stamann,Alejandro Perez,1.6,2.62,favourite
UFC 235,Mickey Gall,Diego Sanchez,1.45,3.1,underdog
UFC 235,Edmen Shahbazyan,Charles Byrd,1.7,2.47,favourite
UFC 235,Macy Chiasson,Gina Mazany,1.21,5.35,favourite
UFC 235,Polyana Viana,Hannah Cifers,1.36,3.5,underdog
UFC Fight Night 146,Junior dos Santos,Derrick Lewis,1.53,2.84,favourite
UFC Fight Night 146,Curtis Millender,Elizeu Zaleski dos Santos,1.87,2.1,underdog
UFC Fight Night 146,Tim Means,Niko Price,1.54,2.85,underdog
UFC Fight Night 146,Ben Rothwell,Blagoy Ivanov,2.0,2.07,underdog
UFC Fight Night 146,Beneil Dariush,Drew Dober,1.53,2.9,favourite
UFC Fight Night 146,Omari Akhmedov,Tim Boetsch,1.71,2.37,favourite
UFC Fight Night 146,Tony Martin,Sergio Moraes,1.5,3.06,favourite
UFC Fight Night 146,Yana Santos,Marion Reneau,1.57,2.88,favourite
UFC Fight Night 146,Grant Dawson,Julian Erosa,1.57,2.85,favourite
UFC Fight Night 146,Jeff Hughes,Maurice Greene,1.45,3.2,underdog
UFC Fight Night 146,Louis Smolka,Matt Schnell,1.81,2.15,underdog
UFC Fight Night 146,Alex Morono,Zak Ottow,1.58,2.62,favourite
UFC Fight Night 146,Alex White,Dan Moret,1.76,2.25,favourite
UFC Fight Night 147,Darren Till,Jorge Masvidal,1.47,3.0,underdog
UFC Fight Night 147,Leon Edwards,Gunnar Nelson,1.74,2.3,favourite
UFC Fight Night 147,Dominick Reyes,Volkan Oezdemir,1.4,3.3,favourite
UFC Fight Night 147,Nathaniel Wood,Jose Quinonez,1.33,3.75,favourite
UFC Fight Night 147,Claudio Silva,Danny Roberts,1.69,2.35,favourite
UFC Fight Night 147,Jack Marshman,John Phillips,1.77,2.3,favourite
UFC Fight Night 147,Arnold Allen,Jordan Rinaldi,1.72,2.33,favourite
UFC Fight Night 147,Joseph Duffy,Marc Diakiese,1.57,2.65,underdog
UFC Fight Night 147,Nick Negumereanu,Saparbek Safarov,inf,inf,underdog
UFC Fight Night 147,Dan Ige,Danny Henry,1.75,2.3,favourite
UFC Fight Night 147,Molly McCann,Priscila Cachoeira,1.57,2.8,favourite
UFC Fight Night 147,Nad Narimani,Mike Grundy,1.79,2.2,underdog
UFC Fight Night 148,Stephen Thompson,Anthony Pettis,1.33,4.55,underdog
UFC Fight Night 148,Curtis Blaydes,Justin Willis,1.4,3.4,favourite
UFC Fight Night 148,John Makdessi,Jesus Pinedo,1.34,3.6,favourite
UFC Fight Night 148,Deiveson Figueiredo,Jussier Formiga,1.69,2.35,underdog
UFC Fight Night 148,Luis Pena,Steven Peterson,1.47,3.04,favourite
UFC Fight Night 148,Maycee Barber,J.J. Aldrich,1.4,3.35,favourite
UFC Fight Night 148,Bobby Moffett,Bryce Mitchell,1.73,2.35,underdog
UFC Fight Night 148,Marlon Vera,Frankie Saenz,1.62,2.5,favourite
UFC Fight Night 148,Alexis Davis,Jennifer Maia,1.71,2.33,underdog
UFC Fight Night 148,Angela Hill,Randa Markos,1.74,2.35,underdog
UFC Fight Night 148,Chris Gutierrez,Ryan MacDonald,1.44,3.45,favourite
UFC Fight Night 148,Eric Shelton,Jordan Espinosa,1.79,2.5,underdog
UFC on ESPN 2,Edson Barboza,Justin Gaethje,1.85,2.1,underdog
UFC on ESPN 2,Jack Hermansson,David Branch,1.8,2.25,favourite
UFC on ESPN 2,Michael Johnson,Josh Emmett,1.8,2.25,underdog
UFC on ESPN 2,Karolina Kowalkiewicz,Michelle Waterson,1.69,2.45,underdog
UFC on ESPN 2,Kennedy Nzechukwu,Paul Craig,1.59,2.67,underdog
UFC on ESPN 2,Sodiq Yusuff,Sheymon da Silva Moraes,1.72,2.31,favourite
UFC on ESPN 2,Marina Alcalde Rodriguez,Jessica Aguilar,1.3,4.14,favourite
UFC on ESPN 2,Desmond Green,Ross Pearson,1.22,5.5,favourite
UFC on ESPN 2,Enrique Barzola,Kevin Aguilar,1.83,2.2,underdog
UFC on ESPN 2,Kevin Holland,Gerald Meerschaert,1.5,2.9,favourite
UFC on ESPN 2,Ray Borg,Casey Kenney,1.44,3.25,underdog
UFC on ESPN 2,Sabina Mazo,Maryna Moroz,1.67,2.41,underdog
UFC on ESPN 2,Alex Perez,Mark Delarosa,1.3,4.28,favourite
UFC 236,Max Holloway,Dustin Poirier,1.48,3.15,underdog
UFC 236,Israel Adesanya,Kelvin Gastelum,1.61,2.65,favourite
UFC 236,Eryk Anders,Khalil Rountree,1.55,2.7,underdog
UFC 236,Dwight Grant,Alan Jouban,1.88,2.15,favourite
UFC 236,Nikita Krylov,Ovince St Preux,1.87,2.2,favourite
UFC 236,Jalin Turner,Matt Frevola,1.68,2.5,underdog
UFC 236,Alexandre Pantoja,Wilson Reis,1.67,2.55,favourite
UFC 236,Zelim Imadaev,Max Griffin,1.83,2.16,underdog
UFC 236,Boston Salmon,Khalid Taha,1.73,2.45,underdog
UFC 236,Belal Muhammad,Curtis Millender,1.73,2.4,favourite
UFC 236,Montel Jackson,Andre Soukhamthath,1.2,5.75,favourite
UFC 236,Poliana Botelho,Lauren Mueller,1.65,2.5,favourite
UFC 236,Brandon Davis,Randy Costa,1.63,2.65,favourite
UFC Fight Night 149,Alistair Overeem,Aleksei Oleinik,1.44,3.25,favourite
UFC Fight Night 149,Islam Makhachev,Arman Tsarukyan,1.33,3.8,favourite
UFC Fight Night 149,Sergey Pavlovich,Marcelo Golm,1.38,3.65,favourite
UFC Fight Night 149,Antonina Shevchenko,Roxanne Modafferi,1.37,3.75,underdog
UFC Fight Night 149,Krzysztof Jotko,Alen Amedovski,1.53,2.95,favourite
UFC Fight Night 149,Movsar Evloev,Seung Woo Choi,1.3,4.81,favourite
UFC Fight Night 149,Sultan Aliev,Keita Nakamura,1.91,2.11,favourite
UFC Fight Night 149,Alexander Yakovlev,Alex da Silva,1.73,2.36,favourite
UFC Fight Night 149,Marcin Tybura,Shamil Abdurakhimov,1.78,2.3,underdog
UFC Fight Night 149,Michal Oleksiejczuk,Gadzhimurad Antigulov,1.5,2.9,favourite
UFC Fight Night 149,Magomed Mustafaev,Rafael Fiziev,2.25,2.25,favourite
UFC on ESPN 3,Ronaldo Souza,Jack Hermansson,1.5,3.0,underdog
UFC on ESPN 3,Greg Hardy,Dmitry Smoliakov,inf,inf,favourite
UFC on ESPN 3,Alex Oliveira,Mike Perry,1.62,2.5,underdog
UFC on ESPN 3,Glover Teixeira,Ion Cutelaba,1.92,2.05,favourite
