event,favourite,underdog,favourite_odds,underdog_odds,outcome
UFC Fight Night - Dos Anjos vs. Alvarez,Mike Pyle,Alberto Mina,1.87,2.05,underdog
UFC Fight Night - Dos Anjos vs. Alvarez,John Makdessi,Mehdi Baghdad,1.77,2.2,favourite
UFC Fight Night - Dos Anjos vs. Alvarez,Anthony Birchak,Dileno Lopes,1.46,3.05,favourite
UFC Fight Night - Dos Anjos vs. Alvarez,Pedro Munhoz,Russell Doane,1.5,3.0,favourite
UFC Fight Night - Dos Anjos vs. Alvarez,Felipe Arantes,Jerrod Sanders,1.67,2.45,favourite
UFC Fight Night - Dos Anjos vs. Alvarez,Gilbert Burns,Lukasz Sajewski,1.44,3.3,favourite
UFC Fight Night - Dos Anjos vs. Alvarez,Reginaldo Vieira,Marco Beltran,1.8,2.2,underdog
UFC Fight Night - Dos Anjos vs. Alvarez,Vicente Luque,Alvaro Herrera,1.28,4.45,favourite
UFC - The Ultimate Fighter 23 Finale,Joanna Jedrzejczyk,Claudia Gadelha,1.83,2.1,favourite
UFC - The Ultimate Fighter 23 Finale,Andrew Sanchez,Khalil Rountree,1.61,2.56,favourite
UFC - The Ultimate Fighter 23 Finale,Tatiana Suarez,Amanda Cooper,1.28,4.36,favourite
UFC - The Ultimate Fighter 23 Finale,Will Brooks,Ross Pearson,1.29,4.4,favourite
UFC - The Ultimate Fighter 23 Finale,Doo Ho Choi,Thiago Tavares,1.51,2.95,favourite
UFC - The Ultimate Fighter 23 Finale,Joaquim Silva,Andrew Holbrook,1.85,2.08,favourite
UFC - The Ultimate Fighter 23 Finale,Gray Maynard,Fernando Bruno,1.64,2.48,favourite
UFC - The Ultimate Fighter 23 Finale,John Moraga,Matheus Nicolau,1.69,2.5,underdog
UFC - The Ultimate Fighter 23 Finale,Josh Stansbury,Cory Hendricks,1.77,2.28,favourite
UFC - The Ultimate Fighter 23 Finale,Anthony Smith,Cezar Ferreira,1.76,2.25,underdog
UFC - The Ultimate Fighter 23 Finale,Jake Matthews,Kevin Lee,1.74,2.26,underdog
UFC - The Ultimate Fighter 23 Finale,Li Jingliang,Anton Zafir,1.32,3.84,favourite
UFC 200 - Tate vs. Nunes,Mark Hunt,Brock Lesnar,1.69,2.4,underdog
UFC 200 - Tate vs. Nunes,Miesha Tate,Amanda Nunes,1.41,3.25,underdog
UFC 200 - Tate vs. Nunes,Frankie Edgar,Jose Aldo,1.94,2.0,underdog
UFC 200 - Tate vs. Nunes,Daniel Cormier,Anderson Silva,1.28,5.1,favourite
UFC 200 - Tate vs. Nunes,Cain Velasquez,Travis Browne,1.36,3.46,favourite
UFC 200 - Tate vs. Nunes,T.J. Dillashaw,Raphael Assuncao,1.32,4.09,favourite
UFC 200 - Tate vs. Nunes,Cat Zingano,Julianna Pena,1.7,2.35,underdog
UFC 200 - Tate vs. Nunes,Kelvin Gastelum,Johny Hendricks,1.94,1.98,favourite
UFC 200 - Tate vs. Nunes,Sage Northcutt,Enrique Marin,1.3,4.05,favourite
UFC 200 - Tate vs. Nunes,Diego Sanchez,Joe Lauzon,1.91,2.05,underdog
UFC 200 - Tate vs. Nunes,Gegard Mousasi,Thiago Santos,1.43,3.25,favourite
UFC 200 - Tate vs. Nunes,Jim Miller,Takanori Gomi,1.38,3.41,favourite
UFC Fight Night 91 - McDonald vs. Lineker,John Lineker,Michael McDonald,1.67,2.5,favourite
UFC Fight Night 91 - McDonald vs. Lineker,Tony Ferguson,Lando Vannata,1.15,7.05,favourite
UFC Fight Night 91 - McDonald vs. Lineker,Josh Samman,Tim Boetsch,1.48,2.95,underdog
UFC Fight Night 91 - McDonald vs. Lineker,Ben Nguyen,Louis Smolka,1.8,2.15,underdog
UFC Fight Night 91 - McDonald vs. Lineker,Aleksei Oleinik,Daniel Omielanczuk,1.53,2.75,underdog
UFC Fight Night 91 - McDonald vs. Lineker,Kyle Noke,Keita Nakamura,1.63,2.5,underdog
UFC Fight Night 91 - McDonald vs. Lineker,Lauren Murphy,Katlyn Chookagian,1.56,2.7,underdog
UFC Fight Night 91 - McDonald vs. Lineker,Sam Alvey,Eric Spicely,1.38,3.45,favourite
UFC Fight Night 91 - McDonald vs. Lineker,Cristina Stanciu,Cortney Casey,1.68,2.4,underdog
UFC Fight Night 91 - McDonald vs. Lineker,Scott Holtzman,Cody Pfister,1.36,3.55,favourite
UFC Fight Night 91 - McDonald vs. Lineker,Matthew Lopez,Rani Yahya,1.69,2.5,underdog
UFC Fight Night 91 - McDonald vs. Lineker,Devin Clark,Alex Nicholson,1.47,3.05,underdog
UFC on Fox 20 - Holm vs. Shevchenko,Holly Holm,Valentina Shevchenko,1.5,3.25,underdog
UFC on Fox 20 - Holm vs. Shevchenko,Edson Barboza,Gilbert Melendez,1.53,2.8,favourite
UFC on Fox 20 - Holm vs. Shevchenko,Francis Ngannou,Bojan Mihajlovic,1.17,6.0,favourite
UFC on Fox 20 - Holm vs. Shevchenko,Kailin Curran,Felice Herrig,1.95,2.0,underdog
UFC on Fox 20 - Holm vs. Shevchenko,Frankie Saenz,Eddie Wineland,1.68,2.4,underdog
UFC on Fox 20 - Holm vs. Shevchenko,Darren Elkins,Godofredo Pepey,1.48,3.1,favourite
UFC on Fox 20 - Holm vs. Shevchenko,Kamaru Usman,Alexander Yakovlev,1.44,3.3,favourite
UFC on Fox 20 - Holm vs. Shevchenko,Michel Prazeres,J.C. Cottrell,1.46,3.0,favourite
UFC on Fox 20 - Holm vs. Shevchenko,Alex Oliveira,James Moontasri,1.5,2.88,favourite
UFC on Fox 20 - Holm vs. Shevchenko,Jim Alers,Jason Knight,1.71,2.8,underdog
UFC on Fox 20 - Holm vs. Shevchenko,Dmitry Smoliakov,Luis Henrique,1.69,2.4,underdog
UFC 201 - Lawler vs. Woodley,Robbie Lawler,Tyron Woodley,1.85,2.2,underdog
UFC 201 - Lawler vs. Woodley,Rose Namajunas,Karolina Kowalkiewicz,1.54,2.72,underdog
UFC 201 - Lawler vs. Woodley,Matt Brown,Jake Ellenberger,1.38,3.63,underdog
UFC 201 - Lawler vs. Woodley,Erik Perez,Francisco Rivera,1.69,2.35,favourite
UFC 201 - Lawler vs. Woodley,Freddy Serrano,Ryan Benoit,1.94,2.0,underdog
UFC 201 - Lawler vs. Woodley,Nikita Krylov,Ed Herman,1.48,3.06,favourite
UFC 201 - Lawler vs. Woodley,Jorge Masvidal,Ross Pearson,1.4,3.31,favourite
UFC 201 - Lawler vs. Woodley,Anthony Hamilton,Damian Grabowski,1.8,2.2,favourite
UFC 201 - Lawler vs. Woodley,Wilson Reis,Hector Sandoval,1.33,4.1,favourite
UFC 201 - Lawler vs. Woodley,Michael Graves,Bojan Velickovic,1.44,3.15,nan
UFC 201 - Lawler vs. Woodley,Damien Brown,Cesar Arzamendia,1.91,2.05,favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,Yair Rodriguez,Alex Caceres,1.38,3.45,favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,Dennis Bermudez,Rony Jason,1.44,3.15,favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,Thales Leites,Chris Camozzi,1.61,2.55,favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,Santiago Ponzinibbio,Zak Cummings,1.89,2.1,favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,Joseph Gigliotti,Trevor Smith,1.85,2.2,underdog
UFC Fight Night 92 - Rodriguez vs. Caceres,Maryna Moroz,Danielle Taylor,1.4,3.36,favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,Court McGee,Dominique Steele,1.52,2.9,favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,Marcin Tybura,Viktor Pesta,1.74,2.25,favourite
UFC Fight Night 92 - Rodriguez vs. Caceres,David Teymur,Jason Novelli,1.69,2.45,favourite
