event_date,weight_class,fighter1,fighter2,outcome
2016-10-01,Welterweight,Elizeu Zaleski dos Santos,Keita Nakamura,fighter1
2016-10-01,Middleweight,Nate Marquardt,Tamdan McCrory,fighter1
2016-10-01,Light Heavyweight,Ion Cutelaba,Jonathan Wilson,fighter1
2016-10-01,Heavyweight,Curtis Blaydes,Cody East,fighter1
2016-10-01,Women's Bantamweight,Ketlen Vieira,Kelly Faszholz,fighter1
2016-09-24,Catch Weight,Cristiane Justino,Lina Lansberg,fighter1
2016-09-24,Featherweight,Renan Barao,Phillipe Nover,fighter1
2016-09-24,Heavyweight,Roy Nelson,Antonio Silva,fighter1
2016-09-24,Lightweight,Francisco Trinaldo,Paul Felder,fighter1
2016-09-24,Middleweight,Eric Spicely,Thiago Santos,fighter1
2016-09-24,Featherweight,Godofredo Pepey,Mike de la Torre,fighter1
2016-09-24,Lightweight,Michel Prazeres,Gilbert Burns,fighter1
2016-09-24,Bantamweight,Rani Yahya,Michinori Tanaka,fighter1
2016-09-24,Flyweight,Jussier Formiga,Dustin Ortiz,fighter1
2016-09-24,Welterweight,Erick Silva,Luan Chagas,fighter1
2016-09-24,Lightweight,Alan Patrick,Stevie Ray,fighter1
2016-09-24,Welterweight,Vicente Luque,Hector Urbina,fighter1
2016-09-24,Lightweight,Gregor Gillespie,Glaico Franca Moreira,fighter1
2016-09-17,Lightweight,Michael Johnson,Dustin Poirier,fighter1
2016-09-17,Middleweight,Derek Brunson,Uriah Hall,fighter1
2016-09-17,Lightweight,Evan Dunham,Ricky Glenn,fighter1
2016-09-17,Welterweight,Roan Carneiro,Kenny Robertson,fighter1
2016-09-17,Lightweight,Islam Makhachev,Chris Wade,fighter1
2016-09-17,Featherweight,Chas Skelly,Maximo Blanco,fighter1
2016-09-17,Featherweight,Gabriel Benitez,Sam Sicilia,fighter1
2016-09-17,Welterweight,Belal Muhammad,Augusto Montano,fighter1
2016-09-17,Middleweight,Antonio Carlos Junior,Leonardo Guimaraes,fighter1
2016-09-17,Bantamweight,Jose Quinonez,Joey Gomez,fighter1
2016-09-17,Welterweight,Randy Brown,Erick Montano,fighter1
2016-09-17,Bantamweight,Alejandro Perez,Albert Morales,Draw
2016-09-10,Heavyweight,Stipe Miocic,Alistair Overeem,fighter1
2016-09-10,Heavyweight,Fabricio Werdum,Travis Browne,fighter1
2016-09-10,Welterweight,Mickey Gall,CM Punk,fighter1
2016-09-10,Bantamweight,Jimmie Rivera,Urijah Faber,fighter1
2016-09-10,Women's Strawweight,Jessica Andrade,Joanne Wood,fighter1
2016-09-10,Women's Bantamweight,Bethe Correia,Jessica Eye,fighter1
2016-09-10,Middleweight,Brad Tavares,Caio Magalhaes,fighter1
2016-09-10,Lightweight,Nik Lentz,Michael McBride,fighter1
2016-09-10,Lightweight,Drew Dober,Jason Gonzalez,fighter1
2016-09-10,Welterweight,Yancy Medeiros,Sean Spencer,fighter1
2016-09-03,Heavyweight,Josh Barnett,Andrei Arlovski,fighter1
2016-09-03,Light Heavyweight,Alexander Gustafsson,Jan Blachowicz,fighter1
2016-09-03,Light Heavyweight,Ryan Bader,Ilir Latifi,fighter1
2016-09-03,Lightweight,Nick Hein,Tae Hyun Bang,fighter1
2016-09-03,Welterweight,Jessin Ayari,Jim Wallhead,fighter1
2016-09-03,Welterweight,Peter Sobotta,Nicolas Dalby,fighter1
2016-09-03,Women's Bantamweight,Ashlee Evans-Smith,Veronica Hardy,fighter1
2016-09-03,Bantamweight,Taylor Lapilus,Leandro Issa,fighter1
2016-09-03,Heavyweight,Jarjis Danho,Christian Colombo,Draw
2016-09-03,Middleweight,Jack Hermansson,Scott Askham,fighter1
2016-09-03,Lightweight,Rustam Khabilov,Leandro Silva,fighter1
2016-08-27,Welterweight,Demian Maia,Carlos Condit,fighter1
2016-08-27,Featherweight,Anthony Pettis,Charles Oliveira,fighter1
2016-08-27,Women's Strawweight,Paige VanZant,Bec Rawlings,fighter1
2016-08-27,Lightweight,Jim Miller,Joe Lauzon,fighter1
2016-08-27,Middleweight,Sam Alvey,Kevin Casey,fighter1
2016-08-27,Featherweight,Kyle Bochniak,Enrique Barzola,fighter1
2016-08-27,Middleweight,Alessio Di Chirico,Garreth McLellan,fighter1
2016-08-27,Lightweight,Felipe Silva,Shane Campbell,fighter1
2016-08-27,Lightweight,Chad Laprise,Thibault Gouti,fighter1
2016-08-27,Lightweight,Jeremy Kennedy,Alex Ricci,fighter1
2016-08-20,Welterweight,Conor McGregor,Nate Diaz,fighter1
2016-08-20,Light Heavyweight,Anthony Johnson,Glover Teixeira,fighter1
2016-08-20,Welterweight,Donald Cerrone,Rick Story,fighter1
2016-08-20,Welterweight,Mike Perry,Hyun Gyu Lim,fighter1
2016-08-20,Welterweight,Tim Means,Sabah Homasi,fighter1
2016-08-20,Bantamweight,Cody Garbrandt,Takeya Mizugaki,fighter1
2016-08-20,Women's Bantamweight,Raquel Pennington,Elizabeth Phillips,fighter1
2016-08-20,Featherweight,Artem Lobov,Chris Avila,fighter1
2016-08-20,Women's Strawweight,Cortney Casey,Randa Markos,fighter1
2016-08-20,Welterweight,Lorenz Larkin,Neil Magny,fighter1
2016-08-20,Welterweight,Colby Covington,Max Griffin,fighter1
2016-08-20,Middleweight,Marvin Vettori,Alberto Uda,fighter1
2016-08-06,Featherweight,Yair Rodriguez,Alex Caceres,fighter1
2016-08-06,Featherweight,Dennis Bermudez,Rony Jason,fighter1
2016-08-06,Middleweight,Thales Leites,Chris Camozzi,fighter1
2016-08-06,Welterweight,Santiago Ponzinibbio,Zak Cummings,fighter1
2016-08-06,Middleweight,Trevor Smith,Joseph Gigliotti,fighter1
2016-08-06,Women's Strawweight,Maryna Moroz,Danielle Taylor,fighter1
2016-08-06,Welterweight,Court McGee,Dominique Steele,fighter1
2016-08-06,Heavyweight,Marcin Tybura,Viktor Pesta,fighter1
2016-08-06,Lightweight,David Teymur,Jason Novelli,fighter1
2016-08-06,Featherweight,Teruto Ishihara,Horacio Gutierrez,fighter1
2016-08-06,Featherweight,Cub Swanson,Tatsuya Kawajiri,fighter1
2016-08-06,Heavyweight,Justin Ledet,Chase Sherman,fighter1
2016-07-30,Welterweight,Tyron Woodley,Robbie Lawler,fighter1
2016-07-30,Women's Strawweight,Karolina Kowalkiewicz,Rose Namajunas,fighter1
2016-07-30,Welterweight,Jake Ellenberger,Matt Brown,fighter1
2016-07-30,Bantamweight,Erik Perez,Francisco Rivera,fighter1
2016-07-30,Flyweight,Ryan Benoit,Fredy Serrano,fighter1
2016-07-30,Light Heavyweight,Nikita Krylov,Ed Herman,fighter1
2016-07-30,Welterweight,Jorge Masvidal,Ross Pearson,fighter1
2016-07-30,Heavyweight,Anthony Hamilton,Damian Grabowski,fighter1
2016-07-30,Flyweight,Wilson Reis,Hector Sandoval,fighter1
2016-07-30,Welterweight,Michael Graves,Bojan Velickovic,Draw
2016-07-30,Lightweight,Damien Brown,Cesar Arzamendia,fighter1
2016-07-23,Women's Bantamweight,Valentina Shevchenko,Holly Holm,fighter1
2016-07-23,Lightweight,Edson Barboza,Gilbert Melendez,fighter1
2016-07-23,Heavyweight,Francis Ngannou,Bojan Mihajlovic,fighter1
2016-07-23,Women's Strawweight,Felice Herrig,Kailin Curran,fighter1
2016-07-23,Bantamweight,Eddie Wineland,Frankie Saenz,fighter1
2016-07-23,Featherweight,Darren Elkins,Godofredo Pepey,fighter1
2016-07-23,Welterweight,Kamaru Usman,Alexander Yakovlev,fighter1
2016-07-23,Lightweight,Michel Prazeres,JC Cottrell,fighter1
2016-07-23,Welterweight,Alex Oliveira,James Moontasri,fighter1
2016-07-23,Featherweight,Jason Knight,Jim Alers,fighter1
2016-07-23,Heavyweight,Luis Henrique,Dmitrii Smoliakov,fighter1
2016-07-13,Bantamweight,John Lineker,Michael McDonald,fighter1
2016-07-13,Lightweight,Tony Ferguson,Lando Vannata,fighter1
2016-07-13,Middleweight,Tim Boetsch,Josh Samman,fighter1
2016-07-13,Heavyweight,Daniel Omielanczuk,Aleksei Oleinik,fighter1
2016-07-13,Welterweight,Keita Nakamura,Kyle Noke,fighter1
2016-07-13,Flyweight,Louis Smolka,Ben Nguyen,fighter1
2016-07-13,Women's Bantamweight,Katlyn Chookagian,Lauren Murphy,fighter1
2016-07-13,Middleweight,Sam Alvey,Eric Spicely,fighter1
2016-07-13,Women's Strawweight,Cortney Casey,Cristina Stanciu,fighter1
2016-07-13,Lightweight,Scott Holtzman,Cody Pfister,fighter1
2016-07-13,Bantamweight,Rani Yahya,Matthew Lopez,fighter1
2016-07-13,Middleweight,Alex Nicholson,Devin Clark,fighter1
2016-07-09,Women's Bantamweight,Amanda Nunes,Miesha Tate,fighter1
2016-07-09,Heavyweight,Brock Lesnar,Mark Hunt,No contest
2016-07-09,Light Heavyweight,Daniel Cormier,Anderson Silva,fighter1
2016-07-09,Featherweight,Jose Aldo,Frankie Edgar,fighter1
2016-07-09,Heavyweight,Cain Velasquez,Travis Browne,fighter1
2016-07-09,Women's Bantamweight,Julianna Pena,Cat Zingano,fighter1
2016-07-09,Welterweight,Kelvin Gastelum,Johny Hendricks,fighter1
2016-07-09,Bantamweight,TJ Dillashaw,Raphael Assuncao,fighter1
2016-07-09,Lightweight,Sage Northcutt,Enrique Marin,fighter1
2016-07-09,Lightweight,Joe Lauzon,Diego Sanchez,fighter1
2016-07-09,Middleweight,Gegard Mousasi,Thiago Santos,fighter1
2016-07-09,Lightweight,Jim Miller,Takanori Gomi,fighter1
2016-07-08,Women's Strawweight,Joanna Jedrzejczyk,Claudia Gadelha,fighter1
2016-07-08,Light Heavyweight,Andrew Sanchez,Khalil Rountree Jr.,fighter1
2016-07-08,Women's Strawweight,Tatiana Suarez,Amanda Cooper,fighter1
2016-07-08,Lightweight,Will Brooks,Ross Pearson,fighter1
2016-07-08,Featherweight,Dooho Choi,Thiago Tavares,fighter1
2016-07-08,Lightweight,Joaquim Silva,Andrew Holbrook,fighter1
2016-07-08,Featherweight,Gray Maynard,Fernando Bruno,fighter1
2016-07-08,Flyweight,Matheus Nicolau,John Moraga,fighter1
2016-07-08,Light Heavyweight,Josh Stansbury,Cory Hendricks,fighter1
2016-07-08,Middleweight,Cezar Ferreira,Anthony Smith,fighter1
2016-07-08,Lightweight,Kevin Lee,Jake Matthews,fighter1
2016-07-08,Welterweight,Li Jingliang,Anton Zafir,fighter1
2016-07-07,Lightweight,Eddie Alvarez,Rafael Dos Anjos,fighter1
2016-07-07,Heavyweight,Derrick Lewis,Roy Nelson,fighter1
2016-07-07,Welterweight,Alan Jouban,Belal Muhammad,fighter1
2016-07-07,Lightweight,Joe Duffy,Mitch Clarke,fighter1
2016-07-07,Welterweight,Alberto Mina,Mike Pyle,fighter1
2016-07-07,Lightweight,John Makdessi,Mehdi Baghdad,fighter1
2016-07-07,Bantamweight,Anthony Birchak,Dileno Lopes,fighter1
2016-07-07,Bantamweight,Pedro Munhoz,Russell Doane,fighter1
2016-07-07,Bantamweight,Felipe Arantes,Jerrod Sanders,fighter1
2016-07-07,Lightweight,Gilbert Burns,Lukasz Sajewski,fighter1
2016-07-07,Bantamweight,Marco Beltran,Reginaldo Vieira,fighter1
2016-07-07,Welterweight,Vicente Luque,Alvaro Herrera Mendoza,fighter1
2016-06-18,Welterweight,Stephen Thompson,Rory MacDonald,fighter1
2016-06-18,Welterweight,Donald Cerrone,Patrick Cote,fighter1
2016-06-18,Light Heavyweight,Steve Bosse,Sean O'Connell,fighter1
2016-06-18,Lightweight,Olivier Aubin-Mercier,Thibault Gouti,fighter1
2016-06-18,Women's Flyweight,Joanne Wood,Valerie Letourneau,fighter1
2016-06-18,Lightweight,Jason Saggo,Leandro Silva,fighter1
2016-06-18,Light Heavyweight,Misha Cirkunov,Ion Cutelaba,fighter1
2016-06-18,Middleweight,Krzysztof Jotko,Tamdan McCrory,fighter1
2016-06-18,Bantamweight,Joe Soto,Chris Beal,fighter1
2016-06-18,Middleweight,Elias Theodorou,Sam Alvey,fighter1
2016-06-18,Women's Strawweight,Randa Markos,Jocelyn Jones-Lybarger,fighter1
2016-06-18,Welterweight,Colby Covington,Jonathan Meunier,fighter1
2016-06-18,Flyweight,Ali Bagautinov,Geane Herrera,fighter1
2016-06-04,Middleweight,Michael Bisping,Luke Rockhold,fighter1
2016-06-04,Bantamweight,Dominick Cruz,Urijah Faber,fighter1
2016-06-04,Featherweight,Max Holloway,Ricardo Lamas,fighter1
2016-06-04,Middleweight,Dan Henderson,Hector Lombard,fighter1
2016-06-04,Lightweight,Dustin Poirier,Bobby Green,fighter1
2016-06-04,Featherweight,Brian Ortega,Clay Guida,fighter1
2016-06-04,Lightweight,Beneil Dariush,James Vick,fighter1
2016-06-04,Women's Strawweight,Jessica Andrade,Jessica Penne,fighter1
2016-06-04,Featherweight,Alex Caceres,Cole Miller,fighter1
2016-06-04,Welterweight,Sean Strickland,Tom Breese,fighter1
2016-06-04,Light Heavyweight,Henrique da Silva,Jonathan Wilson,fighter1
2016-06-04,Middleweight,Kevin Casey,Elvis Mutapcic,Draw
2016-06-04,Lightweight,Marco Polo Reyes,Dong Hyun Ma,fighter1
2016-05-29,Bantamweight,Cody Garbrandt,Thomas Almeida,fighter1
2016-05-29,Featherweight,Jeremy Stephens,Renan Barao,fighter1
2016-05-29,Welterweight,Rick Story,Tarec Saffiedine,fighter1
2016-05-29,Middleweight,Chris Camozzi,Vitor Miranda,fighter1
2016-05-29,Welterweight,Lorenz Larkin,Jorge Masvidal,fighter1
2016-05-29,Lightweight,Paul Felder,Joshua Burkman,fighter1
2016-05-29,Women's Bantamweight,Sara McMann,Jessica Eye,fighter1
2016-05-29,Lightweight,Abel Trujillo,Jordan Rinaldi,fighter1
2016-05-29,Middleweight,Jake Collier,Alberto Uda,fighter1
2016-05-29,Lightweight,Erik Koch,Shane Campbell,fighter1
2016-05-29,Bantamweight,Bryan Caraway,Aljamain Sterling,fighter1
2016-05-29,Heavyweight,Adam Milstead,Chris de la Rocha,fighter1
2016-05-14,Heavyweight,Stipe Miocic,Fabricio Werdum,fighter1
2016-05-14,Middleweight,Jacare Souza,Vitor Belfort,fighter1
2016-05-14,Catch Weight,Cristiane Justino,Leslie Smith,fighter1
2016-05-14,Light Heavyweight,Mauricio Rua,Corey Anderson,fighter1
2016-05-14,Welterweight,Bryan Barberena,Warlley Alves,fighter1
2016-05-14,Welterweight,Demian Maia,Matt Brown,fighter1
2016-05-14,Middleweight,Thiago Santos,Nate Marquardt,fighter1
2016-05-14,Lightweight,Francisco Trinaldo,Yancy Medeiros,fighter1
2016-05-14,Bantamweight,John Lineker,Rob Font,fighter1
2016-05-14,Light Heavyweight,Rogerio Nogueira,Patrick Cummins,fighter1
2016-05-14,Welterweight,Sergio Moraes,Luan Chagas,Draw
2016-05-14,Featherweight,Renato Moicano,Zubaira Tukhugov,fighter1
2016-05-08,Heavyweight,Alistair Overeem,Andrei Arlovski,fighter1
2016-05-08,Heavyweight,Stefan Struve,Antonio Silva,fighter1
2016-05-08,Welterweight,Gunnar Nelson,Albert Tumenov,fighter1
2016-05-08,Women's Bantamweight,Germaine de Randamie,Anna Elmose,fighter1
2016-05-08,Light Heavyweight,Nikita Krylov,Francimar Barroso,fighter1
2016-05-08,Women's Strawweight,Karolina Kowalkiewicz,Heather Clark,fighter1
2016-05-08,Lightweight,Rustam Khabilov,Chris Wade,fighter1
2016-05-08,Middleweight,Magnus Cedenblad,Garreth McLellan,fighter1
2016-05-08,Lightweight,Josh Emmett,Jon Tuck,fighter1
2016-05-08,Lightweight,Reza Madadi,Yan Cabral,fighter1
2016-05-08,Flyweight,Kyoji Horiguchi,Neil Seery,fighter1
2016-05-08,Welterweight,Leon Edwards,Dominic Waters,fighter1
2016-05-08,Flyweight,Yuta Sasaki,Willie Gates,fighter1
2016-04-23,Light Heavyweight,Jon Jones,Ovince Saint Preux,fighter1
2016-04-23,Flyweight,Demetrious Johnson,Henry Cejudo,fighter1
2016-04-23,Lightweight,Edson Barboza,Anthony Pettis,fighter1
2016-04-23,Middleweight,Robert Whittaker,Rafael Natal,fighter1
2016-04-23,Featherweight,Yair Rodriguez,Andre Fili,fighter1
2016-04-23,Flyweight,Sergio Pettis,Chris Kelades,fighter1
2016-04-23,Welterweight,Danny Roberts,Dominique Steele,fighter1
2016-04-23,Women's Strawweight,Carla Esparza,Juliana Lima,fighter1
2016-04-23,Lightweight,James Vick,Glaico Franca Moreira,fighter1
2016-04-23,Heavyweight,Walt Harris,Cody East,fighter1
2016-04-23,Light Heavyweight,Marcos Rogerio de Lima,Clint Hester,fighter1
2016-04-23,Lightweight,Kevin Lee,Efrain Escudero,fighter1
2016-04-16,Light Heavyweight,Glover Teixeira,Rashad Evans,fighter1
2016-04-16,Women's Strawweight,Rose Namajunas,Tecia Torres,fighter1
2016-04-16,Catch Weight,Khabib Nurmagomedov,Darrell Horcher,fighter1
2016-04-16,Featherweight,Cub Swanson,Hacran Dias,fighter1
2016-04-16,Lightweight,Michael Chiesa,Beneil Dariush,fighter1
2016-04-16,Women's Bantamweight,Raquel Pennington,Bethe Correia,fighter1
2016-04-16,Welterweight,Santiago Ponzinibbio,Court McGee,fighter1
2016-04-16,Welterweight,Michael Graves,Randy Brown,fighter1
2016-04-16,Bantamweight,John Dodson,Manvel Gamburyan,fighter1
2016-04-16,Middleweight,Cezar Ferreira,Oluwale Bamgbose,fighter1
2016-04-16,Welterweight,Elizeu Zaleski dos Santos,Omari Akhmedov,fighter1
2016-04-10,Heavyweight,Junior Dos Santos,Ben Rothwell,fighter1
2016-04-10,Heavyweight,Derrick Lewis,Gabriel Gonzaga,fighter1
2016-04-10,Heavyweight,Francis Ngannou,Curtis Blaydes,fighter1
2016-04-10,Heavyweight,Timothy Johnson,Marcin Tybura,fighter1
2016-04-10,Light Heavyweight,Jan Blachowicz,Igor Pokrajac,fighter1
2016-04-10,Women's Strawweight,Maryna Moroz,Cristina Stanciu,fighter1
2016-04-10,Welterweight,Zak Cummings,Nicolas Dalby,fighter1
2016-04-10,Bantamweight,Alejandro Perez,Ian Entwistle,fighter1
2016-04-10,Lightweight,Mairbek Taisumov,Damir Hadzovic,fighter1
2016-04-10,Bantamweight,Damian Stasiak,Filip Pejic,fighter1
2016-04-10,Featherweight,Lucas Martins,Robert Whiteford,fighter1
2016-04-10,Heavyweight,Jared Cannonier,Cyril Asker,fighter1
2016-04-10,Middleweight,Bojan Velickovic,Alessio Di Chirico,fighter1
2016-03-19,Heavyweight,Mark Hunt,Frank Mir,fighter1
2016-03-19,Welterweight,Neil Magny,Hector Lombard,fighter1
2016-03-19,Lightweight,Jake Matthews,Johnny Case,fighter1
2016-03-19,Middleweight,Daniel Kelly,Antonio Carlos Junior,fighter1
2016-03-19,Light Heavyweight,Steve Bosse,James Te Huna,fighter1
2016-03-19,Women's Strawweight,Bec Rawlings,Seo Hee Ham,fighter1
2016-03-19,Welterweight,Alan Jouban,Brendan O'Reilly,fighter1
2016-03-19,Featherweight,Dan Hooker,Mark Eddiva,fighter1
2016-03-19,Women's Bantamweight,Leslie Smith,Rin Nakai,fighter1
2016-03-19,Welterweight,Viscardi Andrade,Richard Walsh,fighter1
2016-03-19,Lightweight,Ross Pearson,Chad Laprise,fighter1
2016-03-19,Lightweight,Alan Patrick,Damien Brown,fighter1
2016-03-05,Welterweight,Nate Diaz,Conor McGregor,fighter1
2016-03-05,Women's Bantamweight,Miesha Tate,Holly Holm,fighter1
2016-03-05,Light Heavyweight,Ilir Latifi,Gian Villante,fighter1
2016-03-05,Light Heavyweight,Corey Anderson,Tom Lawlor,fighter1
2016-03-05,Women's Bantamweight,Amanda Nunes,Valentina Shevchenko,fighter1
2016-03-05,Welterweight,Siyar Bahadurzada,Brandon Thatch,fighter1
2016-03-05,Welterweight,Nordine Taleb,Erick Silva,fighter1
2016-03-05,Middleweight,Vitor Miranda,Marcelo Guimaraes,fighter1
2016-03-05,Featherweight,Darren Elkins,Chas Skelly,fighter1
2016-03-05,Lightweight,Diego Sanchez,Jim Miller,fighter1
2016-03-05,Lightweight,Jason Saggo,Justin Salas,fighter1
2016-03-05,Featherweight,Teruto Ishihara,Julian Erosa,fighter1
2016-02-27,Middleweight,Michael Bisping,Anderson Silva,fighter1
2016-02-27,Middleweight,Gegard Mousasi,Thales Leites,fighter1
2016-02-27,Welterweight,Tom Breese,Keita Nakamura,fighter1
2016-02-27,Bantamweight,Brad Pickett,Francisco Rivera,fighter1
2016-02-27,Featherweight,Makwan Amirkhani,Mike Wilkinson,fighter1
2016-02-27,Bantamweight,Davey Grant,Marlon Vera,fighter1
2016-02-27,Middleweight,Scott Askham,Chris Dempsey,fighter1
2016-02-27,Featherweight,Arnold Allen,Yaotzin Meza,fighter1
2016-02-27,Middleweight,Krzysztof Jotko,Brad Scott,fighter1
2016-02-27,Lightweight,Rustam Khabilov,Norman Parke,fighter1
2016-02-27,Heavyweight,Daniel Omielanczuk,Jarjis Danho,fighter1
2016-02-27,Lightweight,Teemu Packalen,Thibault Gouti,fighter1
2016-02-27,Lightweight,David Teymur,Martin Svensson,fighter1
2016-02-21,Welterweight,Donald Cerrone,Alex Oliveira,fighter1
2016-02-21,Middleweight,Derek Brunson,Roan Carneiro,fighter1
2016-02-21,Catch Weight,Cody Garbrandt,Augusto Mendes,fighter1
2016-02-21,Featherweight,Dennis Bermudez,Tatsuya Kawajiri,fighter1
2016-02-21,Middleweight,Chris Camozzi,Joe Riggs,fighter1
2016-02-21,Lightweight,James Krause,Shane Campbell,fighter1
2016-02-21,Welterweight,Sean Strickland,Alex Garcia,fighter1
2016-02-21,Middleweight,Oluwale Bamgbose,Daniel Sarafian,fighter1
2016-02-21,Middleweight,Anthony Smith,Leonardo Guimaraes,fighter1
2016-02-21,Welterweight,Nathan Coy,Jonavin Webb,fighter1
2016-02-21,Women's Bantamweight,Ashlee Evans-Smith,Marion Reneau,fighter1
2016-02-21,Women's Bantamweight,Lauren Murphy,Kelly Faszholz,fighter1
2016-02-21,Heavyweight,Shamil Abdurakhimov,Anthony Hamilton,fighter1
2016-02-06,Welterweight,Stephen Thompson,Johny Hendricks,fighter1
2016-02-06,Heavyweight,Roy Nelson,Jared Rosholt,fighter1
2016-02-06,Light Heavyweight,Ovince Saint Preux,Rafael Cavalcante,fighter1
2016-02-06,Flyweight,Joseph Benavidez,Zach Makovsky,fighter1
2016-02-06,Light Heavyweight,Misha Cirkunov,Alex Nicholson,fighter1
2016-02-06,Welterweight,Mike Pyle,Sean Spencer,fighter1
2016-02-06,Lightweight,Joshua Burkman,KJ Noons,fighter1
2016-02-06,Heavyweight,Derrick Lewis,Damian Grabowski,fighter1
2016-02-06,Flyweight,Justin Scoggins,Ray Borg,fighter1
2016-02-06,Featherweight,Diego Rivas,Noad Lahat,fighter1
2016-02-06,Welterweight,Mickey Gall,Mike Jackson,fighter1
2016-02-06,Featherweight,Alex White,Artem Lobov,fighter1
2016-01-30,Light Heavyweight,Anthony Johnson,Ryan Bader,fighter1
2016-01-30,Heavyweight,Ben Rothwell,Josh Barnett,fighter1
2016-01-30,Bantamweight,Jimmie Rivera,Iuri Alcantara,fighter1
2016-01-30,Welterweight,Bryan Barberena,Sage Northcutt,fighter1
2016-01-30,Welterweight,Tarec Saffiedine,Jake Ellenberger,fighter1
2016-01-30,Lightweight,Diego Ferreira,Olivier Aubin-Mercier,fighter1
2016-01-30,Middleweight,Rafael Natal,Kevin Casey,fighter1
2016-01-30,Flyweight,Wilson Reis,Dustin Ortiz,fighter1
2016-01-30,Welterweight,Alexander Yakovlev,George Sullivan,fighter1
2016-01-30,Featherweight,Alex Caceres,Masio Fullen,fighter1
2016-01-30,Welterweight,Randy Brown,Matt Dwyer,fighter1
2016-01-30,Featherweight,Damon Jackson,Levan Makashvili,Draw
2016-01-30,Lightweight,Anthony Rocco Martin,Felipe Olivieri,fighter1
2016-01-17,Bantamweight,Dominick Cruz,TJ Dillashaw,fighter1
2016-01-17,Lightweight,Eddie Alvarez,Anthony Pettis,fighter1
2016-01-17,Heavyweight,Travis Browne,Matt Mitrione,fighter1
2016-01-17,Lightweight,Francisco Trinaldo,Ross Pearson,fighter1
2016-01-17,Welterweight,Patrick Cote,Ben Saunders,fighter1
2016-01-17,Light Heavyweight,Ed Herman,Tim Boetsch,fighter1
2016-01-17,Lightweight,Chris Wade,Mehdi Baghdad,fighter1
2016-01-17,Featherweight,Luke Sanders,Maximo Blanco,fighter1
2016-01-17,Lightweight,Paul Felder,Daron Cruickshank,fighter1
2016-01-17,Light Heavyweight,Ilir Latifi,Sean O'Connell,fighter1
