event_date,weight_class,fighter1,fighter2,outcome
2017-07-22,Heavyweight,Chase Sherman,Damian Grabowski,fighter1
2017-07-22,Featherweight,Jeremy Kennedy,Kyle Bochniak,fighter1
2017-07-22,Bantamweight,Marlon Vera,Brian Kelleher,fighter1
2017-07-22,Heavyweight,Junior Albini,Timothy Johnson,fighter1
2017-07-22,Featherweight,Shane Burgos,Godofredo Pepey,fighter1
2017-07-22,Lightweight,Chris Wade,Frankie Perez,fighter1
2017-07-16,Welterweight,Santiago Ponzinibbio,Gunnar Nelson,fighter1
2017-07-16,Women's Strawweight,Cynthia Calvillo,Joanne Wood,fighter1
2017-07-16,Lightweight,Paul Felder,Stevie Ray,fighter1
2017-07-16,Middleweight,Jack Marshman,Ryan Janes,fighter1
2017-07-16,Light Heavyweight,Khalil Rountree Jr.,Paul Craig,fighter1
2017-07-16,Heavyweight,Justin Willis,James Mulheron,fighter1
2017-07-16,Welterweight,Danny Roberts,Bobby Nash,fighter1
2017-07-16,Flyweight,Alexandre Pantoja,Neil Seery,fighter1
2017-07-16,Welterweight,Galore Bofando,Charlie Ward,fighter1
2017-07-16,Lightweight,Danny Henry,Daniel Teymur,fighter1
2017-07-16,Bantamweight,Brett Johns,Albert Morales,fighter1
2017-07-16,Women's Bantamweight,Leslie Smith,Amanda Lemos,fighter1
2017-07-08,Middleweight,Robert Whittaker,Yoel Romero,fighter1
2017-07-08,Heavyweight,Alistair Overeem,Fabricio Werdum,fighter1
2017-07-08,Heavyweight,Curtis Blaydes,Daniel Omielanczuk,fighter1
2017-07-08,Lightweight,Anthony Pettis,Jim Miller,fighter1
2017-07-08,Bantamweight,Rob Font,Douglas Silva de Andrade,fighter1
2017-07-08,Heavyweight,Aleksei Oleinik,Travis Browne,fighter1
2017-07-08,Welterweight,Chad Laprise,Brian Camozzi,fighter1
2017-07-08,Middleweight,Thiago Santos,Gerald Meerschaert,fighter1
2017-07-08,Welterweight,Belal Muhammad,Jordan Mein,fighter1
2017-07-08,Featherweight,Cody Stamann,Terrion Ware,fighter1
2017-07-08,Light Heavyweight,Trevin Giles,James Bochnovic,fighter1
2017-07-07,Lightweight,Justin Gaethje,Michael Johnson,fighter1
2017-07-07,Welterweight,Jesse Taylor,Dhiego Lima,fighter1
2017-07-07,Lightweight,Drakkar Klose,Marc Diakiese,fighter1
2017-07-07,Light Heavyweight,Jared Cannonier,Nick Roehrick,fighter1
2017-07-07,Middleweight,Brad Tavares,Elias Theodorou,fighter1
2017-07-07,Light Heavyweight,Jordan Johnson,Marcel Fortuna,fighter1
2017-07-07,Women's Strawweight,Angela Hill,Ashley Yoder,fighter1
2017-07-07,Welterweight,James Krause,Tom Gallicchio,fighter1
2017-07-07,Light Heavyweight,CB Dollaway,Ed Herman,fighter1
2017-07-07,Women's Strawweight,Tecia Torres,Juliana Lima,fighter1
2017-07-07,Featherweight,Gray Maynard,Teruto Ishihara,fighter1
2017-06-25,Lightweight,Kevin Lee,Michael Chiesa,fighter1
2017-06-25,Middleweight,Tim Boetsch,Johny Hendricks,fighter1
2017-06-25,Women's Strawweight,Felice Herrig,Justine Kish,fighter1
2017-06-25,Light Heavyweight,Dominick Reyes,Joachim Christensen,fighter1
2017-06-25,Welterweight,Tim Means,Alex Garcia,fighter1
2017-06-25,Featherweight,Dennis Siver,BJ Penn,fighter1
2017-06-25,Lightweight,Clay Guida,Erik Koch,fighter1
2017-06-25,Middleweight,Marvin Vettori,Vitor Miranda,fighter1
2017-06-25,Women's Strawweight,Carla Esparza,Maryna Moroz,fighter1
2017-06-25,Lightweight,Darrell Horcher,Devin Powell,fighter1
2017-06-25,Featherweight,Jared Gordon,Michel Quinones,fighter1
2017-06-25,Lightweight,Anthony Rocco Martin,Johnny Case,fighter1
2017-06-25,Light Heavyweight,Jeremy Kimball,Josh Stansbury,fighter1
2017-06-17,Women's Bantamweight,Holly Holm,Bethe Correia,fighter1
2017-06-17,Heavyweight,Marcin Tybura,Andrei Arlovski,fighter1
2017-06-17,Welterweight,Colby Covington,Dong Hyun Kim,fighter1
2017-06-17,Welterweight,Rafael Dos Anjos,Tarec Saffiedine,fighter1
2017-06-17,Lightweight,Jon Tuck,Takanori Gomi,fighter1
2017-06-17,Heavyweight,Walt Harris,Cyril Asker,fighter1
2017-06-17,Featherweight,Alex Caceres,Rolando Dy,fighter1
2017-06-17,Flyweight,Yuta Sasaki,Justin Scoggins,fighter1
2017-06-17,Welterweight,Li Jingliang,Frank Camacho,fighter1
2017-06-17,Bantamweight,Russell Doane,Kwan Ho Kwak,fighter1
2017-06-17,Flyweight,Naoki Inoue,Carls John De Tomas,fighter1
2017-06-17,Women's Bantamweight,Lucie Pudilova,Ji Yeon Kim,fighter1
2017-06-10,Heavyweight,Mark Hunt,Derrick Lewis,fighter1
2017-06-10,Middleweight,Derek Brunson,Daniel Kelly,fighter1
2017-06-10,Lightweight,Dan Hooker,Ross Pearson,fighter1
2017-06-10,Light Heavyweight,Ion Cutelaba,Henrique da Silva,fighter1
2017-06-10,Flyweight,Ben Nguyen,Tim Elliott,fighter1
2017-06-10,Featherweight,Alexander Volkanovski,Mizuto Hirota,fighter1
2017-06-10,Lightweight,Vinc Pichel,Damien Brown,fighter1
2017-06-10,Welterweight,Luke Jumeau,Dominique Steele,fighter1
2017-06-10,Flyweight,John Moraga,Ashkan Mokhtarian,fighter1
2017-06-10,Welterweight,Zak Ottow,Kiichi Kunimoto,fighter1
2017-06-10,Women's Strawweight,JJ Aldrich,Chan-Mi Jeon,fighter1
2017-06-03,Featherweight,Max Holloway,Jose Aldo,fighter1
2017-06-03,Women's Strawweight,Claudia Gadelha,Karolina Kowalkiewicz,fighter1
2017-06-03,Middleweight,Vitor Belfort,Nate Marquardt,fighter1
2017-06-03,Middleweight,Paulo Costa,Oluwale Bamgbose,fighter1
2017-06-03,Welterweight,Yancy Medeiros,Erick Silva,fighter1
2017-06-03,Bantamweight,Raphael Assuncao,Marlon Moraes,fighter1
2017-06-03,Middleweight,Antonio Carlos Junior,Eric Spicely,fighter1
2017-06-03,Bantamweight,Matthew Lopez,Johnny Eduardo,fighter1
2017-06-03,Bantamweight,Brian Kelleher,Iuri Alcantara,fighter1
2017-06-03,Women's Strawweight,Viviane Pereira,Jamie Moyle,fighter1
2017-06-03,Welterweight,Luan Chagas,Jim Wallhead,fighter1
2017-06-03,Flyweight,Deiveson Figueiredo,Marco Beltran,fighter1
2017-05-28,Light Heavyweight,Alexander Gustafsson,Glover Teixeira,fighter1
2017-05-28,Light Heavyweight,Volkan Oezdemir,Misha Cirkunov,fighter1
2017-05-28,Welterweight,Peter Sobotta,Ben Saunders,fighter1
2017-05-28,Welterweight,Omari Akhmedov,Abdul Razak Alhassan,fighter1
2017-05-28,Welterweight,Nordine Taleb,Oliver Enkamp,fighter1
2017-05-28,Middleweight,Jack Hermansson,Alex Nicholson,fighter1
2017-05-28,Bantamweight,Pedro Munhoz,Damian Stasiak,fighter1
2017-05-28,Middleweight,Trevor Smith,Chris Camozzi,fighter1
2017-05-28,Lightweight,Joaquim Silva,Reza Madadi,fighter1
2017-05-28,Welterweight,Bojan Velickovic,Nicholas Musoke,fighter1
2017-05-28,Welterweight,Darren Till,Jessin Ayari,fighter1
2017-05-28,Lightweight,Damir Hadzovic,Marcin Held,fighter1
2017-05-13,Heavyweight,Stipe Miocic,Junior Dos Santos,fighter1
2017-05-13,Women's Strawweight,Joanna Jedrzejczyk,Jessica Andrade,fighter1
2017-05-13,Welterweight,Demian Maia,Jorge Masvidal,fighter1
2017-05-13,Featherweight,Frankie Edgar,Yair Rodriguez,fighter1
2017-05-13,Middleweight,David Branch,Krzysztof Jotko,fighter1
2017-05-13,Lightweight,Eddie Alvarez,Dustin Poirier,No contest
2017-05-13,Featherweight,Jason Knight,Chas Skelly,fighter1
2017-05-13,Heavyweight,Chase Sherman,Rashad Coulter,fighter1
2017-05-13,Lightweight,James Vick,Marco Polo Reyes,fighter1
2017-05-13,Women's Strawweight,Cortney Casey,Jessica Aguilar,fighter1
2017-05-13,Featherweight,Enrique Barzola,Gabriel Benitez,fighter1
2017-05-13,Light Heavyweight,Gadzhimurad Antigulov,Joachim Christensen,fighter1
2017-04-22,Featherweight,Cub Swanson,Artem Lobov,fighter1
2017-04-22,Lightweight,Al Iaquinta,Diego Sanchez,fighter1
2017-04-22,Light Heavyweight,Ovince Saint Preux,Marcos Rogerio de Lima,fighter1
2017-04-22,Bantamweight,John Dodson,Eddie Wineland,fighter1
2017-04-22,Lightweight,Stevie Ray,Joe Lauzon,fighter1
2017-04-22,Welterweight,Mike Perry,Jake Ellenberger,fighter1
2017-04-22,Middleweight,Thales Leites,Sam Alvey,fighter1
2017-04-22,Flyweight,Brandon Moreno,Dustin Ortiz,fighter1
2017-04-22,Lightweight,Scott Holtzman,Michael McBride,fighter1
2017-04-22,Women's Strawweight,Danielle Taylor,Jessica Penne,fighter1
2017-04-22,Women's Bantamweight,Alexis Davis,Cindy Dandois,fighter1
2017-04-22,Welterweight,Bryan Barberena,Joe Proctor,fighter1
2017-04-22,Flyweight,Hector Sandoval,Matt Schnell,fighter1
2017-04-15,Flyweight,Demetrious Johnson,Wilson Reis,fighter1
2017-04-15,Women's Strawweight,Rose Namajunas,Michelle Waterson-Gomez,fighter1
2017-04-15,Middleweight,Robert Whittaker,Jacare Souza,fighter1
2017-04-15,Featherweight,Renato Moicano,Jeremy Stephens,fighter1
2017-04-15,Heavyweight,Alexander Volkov,Roy Nelson,fighter1
2017-04-15,Bantamweight,Tom Duquesnoy,Patrick Williams,fighter1
2017-04-15,Lightweight,Rashid Magomedov,Bobby Green,fighter1
2017-04-15,Flyweight,Tim Elliott,Louis Smolka,fighter1
2017-04-15,Bantamweight,Aljamain Sterling,Augusto Mendes,fighter1
2017-04-15,Light Heavyweight,Devin Clark,Jake Collier,fighter1
2017-04-15,Middleweight,Anthony Smith,Andrew Sanchez,fighter1
2017-04-15,Welterweight,Zak Cummings,Nathan Coy,fighter1
2017-04-15,Women's Bantamweight,Ketlen Vieira,Ashlee Evans-Smith,fighter1
2017-04-08,Light Heavyweight,Daniel Cormier,Anthony Johnson,fighter1
2017-04-08,Middleweight,Gegard Mousasi,Chris Weidman,fighter1
2017-04-08,Women's Strawweight,Cynthia Calvillo,Pearl Gonzalez,fighter1
2017-04-08,Welterweight,Thiago Alves,Patrick Cote,fighter1
2017-04-08,Lightweight,Charles Oliveira,Will Brooks,fighter1
2017-04-08,Featherweight,Myles Jury,Mike de la Torre,fighter1
2017-04-08,Welterweight,Kamaru Usman,Sean Strickland,fighter1
2017-04-08,Featherweight,Shane Burgos,Charles Rosa,fighter1
2017-04-08,Light Heavyweight,Patrick Cummins,Jan Blachowicz,fighter1
2017-04-08,Lightweight,Gregor Gillespie,Andrew Holbrook,fighter1
2017-04-08,Lightweight,Desmond Green,Josh Emmett,fighter1
2017-04-08,Women's Bantamweight,Katlyn Chookagian,Irene Aldana,fighter1
2017-04-08,Flyweight,Bibulatov Magomed,Jenel Lausa,fighter1
2017-03-18,Light Heavyweight,Jimi Manuwa,Corey Anderson,fighter1
2017-03-18,Welterweight,Gunnar Nelson,Alan Jouban,fighter1
2017-03-18,Catch Weight,Marlon Vera,Brad Pickett,fighter1
2017-03-18,Featherweight,Arnold Allen,Makwan Amirkhani,fighter1
2017-03-18,Lightweight,Joe Duffy,Reza Madadi,fighter1
2017-03-18,Light Heavyweight,Francimar Barroso,Darren Stewart,fighter1
2017-03-18,Heavyweight,Timothy Johnson,Daniel Omielanczuk,fighter1
2017-03-18,Welterweight,Leon Edwards,Vicente Luque,fighter1
2017-03-18,Lightweight,Marc Diakiese,Teemu Packalen,fighter1
2017-03-18,Middleweight,Brad Scott,Scott Askham,fighter1
2017-03-18,Women's Bantamweight,Lina Lansberg,Lucie Pudilova,fighter1
2017-03-11,Middleweight,Vitor Belfort,Kelvin Gastelum,No contest
2017-03-11,Light Heavyweight,Mauricio Rua,Gian Villante,fighter1
2017-03-11,Lightweight,Edson Barboza,Beneil Dariush,fighter1
2017-03-11,Flyweight,Ray Borg,Jussier Formiga,fighter1
2017-03-11,Women's Bantamweight,Bethe Correia,Marion Reneau,Draw
2017-03-11,Welterweight,Alex Oliveira,Tim Means,fighter1
2017-03-11,Lightweight,Kevin Lee,Francisco Trinaldo,fighter1
2017-03-11,Welterweight,Sergio Moraes,Davi Ramos,fighter1
2017-03-11,Bantamweight,Joe Soto,Rani Yahya,fighter1
2017-03-11,Lightweight,Michel Prazeres,Joshua Burkman,fighter1
2017-03-11,Featherweight,Jeremy Kennedy,Rony Jason,fighter1
2017-03-11,Middleweight,Paulo Costa,Garreth McLellan,fighter1
2017-03-04,Welterweight,Tyron Woodley,Stephen Thompson,fighter1
2017-03-04,Lightweight,David Teymur,Lando Vannata,fighter1
2017-03-04,Middleweight,Daniel Kelly,Rashad Evans,fighter1
2017-03-04,Women's Strawweight,Cynthia Calvillo,Amanda Cooper,fighter1
2017-03-04,Heavyweight,Alistair Overeem,Mark Hunt,fighter1
2017-03-04,Heavyweight,Marcin Tybura,Luis Henrique,fighter1
2017-03-04,Featherweight,Darren Elkins,Mirsad Bektic,fighter1
2017-03-04,Bantamweight,Iuri Alcantara,Luke Sanders,fighter1
2017-03-04,Heavyweight,Mark Godbeer,Daniel Spitz,fighter1
2017-03-04,Light Heavyweight,Tyson Pedro,Paul Craig,fighter1
2017-03-04,Bantamweight,Albert Morales,Andre Soukhamthath,fighter1
2017-02-19,Heavyweight,Derrick Lewis,Travis Browne,fighter1
2017-02-19,Middleweight,Johny Hendricks,Hector Lombard,fighter1
2017-02-19,Featherweight,Gavin Tucker,Sam Sicilia,fighter1
2017-02-19,Middleweight,Elias Theodorou,Cezar Ferreira,fighter1
2017-02-19,Women's Bantamweight,Sara McMann,Gina Mazany,fighter1
2017-02-19,Lightweight,Paul Felder,Alex Ricci,fighter1
2017-02-19,Welterweight,Santiago Ponzinibbio,Nordine Taleb,fighter1
2017-02-19,Women's Strawweight,Randa Markos,Carla Esparza,fighter1
2017-02-19,Bantamweight,Aiemann Zahabi,Reginaldo Vieira,fighter1
2017-02-19,Middleweight,Thiago Santos,Jack Marshman,fighter1
2017-02-19,Middleweight,Gerald Meerschaert,Ryan Janes,fighter1
2017-02-11,Women's Featherweight,Germaine de Randamie,Holly Holm,fighter1
2017-02-11,Middleweight,Anderson Silva,Derek Brunson,fighter1
2017-02-11,Middleweight,Jacare Souza,Tim Boetsch,fighter1
2017-02-11,Light Heavyweight,Glover Teixeira,Jared Cannonier,fighter1
2017-02-11,Lightweight,Dustin Poirier,Jim Miller,fighter1
2017-02-11,Welterweight,Belal Muhammad,Randy Brown,fighter1
2017-02-11,Flyweight,Wilson Reis,Yuta Sasaki,fighter1
2017-02-11,Lightweight,Islam Makhachev,Nik Lentz,fighter1
2017-02-11,Featherweight,Ricky Glenn,Phillipe Nover,fighter1
2017-02-11,Welterweight,Ryan LaFlare,Roan Carneiro,fighter1
2017-02-04,Featherweight,Chan Sung Jung,Dennis Bermudez,fighter1
2017-02-04,Women's Strawweight,Felice Herrig,Alexa Grasso,fighter1
2017-02-04,Lightweight,James Vick,Abel Trujillo,fighter1
2017-02-04,Light Heavyweight,Volkan Oezdemir,Ovince Saint Preux,fighter1
2017-02-04,Heavyweight,Marcel Fortuna,Anthony Hamilton,fighter1
2017-02-04,Women's Strawweight,Jessica Andrade,Angela Hill,fighter1
2017-02-04,Heavyweight,Adam Milstead,Curtis Blaydes,No contest
2017-02-04,Featherweight,Chas Skelly,Chris Gruetzemacher,fighter1
2017-02-04,Bantamweight,Ricardo Ramos,Michinori Tanaka,fighter1
2017-02-04,Women's Strawweight,Tecia Torres,Bec Rawlings,fighter1
2017-02-04,Welterweight,Alex Morono,Niko Price,No contest
2017-02-04,Light Heavyweight,Khalil Rountree Jr.,Daniel Jolly,fighter1
2017-01-28,Women's Bantamweight,Valentina Shevchenko,Julianna Pena,fighter1
2017-01-28,Welterweight,Jorge Masvidal,Donald Cerrone,fighter1
2017-01-28,Heavyweight,Francis Ngannou,Andrei Arlovski,fighter1
2017-01-28,Featherweight,Jason Knight,Alex Caceres,fighter1
2017-01-28,Middleweight,Sam Alvey,Nate Marquardt,fighter1
2017-01-28,Bantamweight,Raphael Assuncao,Aljamain Sterling,fighter1
2017-01-28,Welterweight,Li Jingliang,Bobby Nash,fighter1
2017-01-28,Light Heavyweight,Jordan Johnson,Henrique da Silva,fighter1
2017-01-28,Middleweight,Eric Spicely,Alessio Di Chirico,fighter1
2017-01-28,Light Heavyweight,Marcos Rogerio de Lima,Jeremy Kimball,fighter1
2017-01-28,Flyweight,Alexandre Pantoja,Eric Shelton,fighter1
2017-01-28,Lightweight,Jason Gonzalez,JC Cottrell,fighter1
2017-01-15,Featherweight,Yair Rodriguez,BJ Penn,fighter1
2017-01-15,Lightweight,Joe Lauzon,Marcin Held,fighter1
2017-01-15,Welterweight,Ben Saunders,Court McGee,fighter1
2017-01-15,Flyweight,Sergio Pettis,John Moraga,fighter1
2017-01-15,Lightweight,Drakkar Klose,Devin Powell,fighter1
2017-01-15,Bantamweight,Augusto Mendes,Frankie Saenz,fighter1
2017-01-15,Heavyweight,Aleksei Oleinik,Viktor Pesta,fighter1
2017-01-15,Lightweight,Anthony Rocco Martin,Alex White,fighter1
2017-01-15,Women's Strawweight,Nina Nunes,Jocelyn Jones-Lybarger,fighter1
2017-01-15,Heavyweight,Walt Harris,Chase Sherman,fighter1
2017-01-15,Light Heavyweight,Joachim Christensen,Bojan Mihajlovic,fighter1
2017-01-15,Heavyweight,Cyril Asker,Dmitrii Smoliakov,fighter1
2016-12-30,Women's Bantamweight,Amanda Nunes,Ronda Rousey,fighter1
2016-12-30,Bantamweight,Cody Garbrandt,Dominick Cruz,fighter1
2016-12-30,Bantamweight,TJ Dillashaw,John Lineker,fighter1
2016-12-30,Welterweight,Dong Hyun Kim,Tarec Saffiedine,fighter1
2016-12-30,Flyweight,Ray Borg,Louis Smolka,fighter1
2016-12-30,Welterweight,Neil Magny,Johny Hendricks,fighter1
2016-12-30,Middleweight,Antonio Carlos Junior,Marvin Vettori,fighter1
2016-12-30,Welterweight,Alex Garcia,Mike Pyle,fighter1
2016-12-30,Welterweight,Niko Price,Brandon Thatch,fighter1
2016-12-30,Welterweight,Alex Oliveira,Tim Means,No contest
2016-12-17,Women's Strawweight,Michelle Waterson-Gomez,Paige VanZant,fighter1
2016-12-17,Welterweight,Mickey Gall,Sage Northcutt,fighter1
2016-12-17,Bantamweight,Urijah Faber,Brad Pickett,fighter1
2016-12-17,Welterweight,Alan Jouban,Mike Perry,fighter1
2016-12-17,Light Heavyweight,Paul Craig,Henrique da Silva,fighter1
2016-12-17,Featherweight,Mizuto Hirota,Cole Miller,fighter1
2016-12-17,Welterweight,Colby Covington,Bryan Barberena,fighter1
2016-12-17,Welterweight,Alex Morono,James Moontasri,fighter1
2016-12-17,Lightweight,Josh Emmett,Scott Holtzman,fighter1
2016-12-17,Women's Bantamweight,Leslie Smith,Irene Aldana,fighter1
2016-12-17,Bantamweight,Eddie Wineland,Takeya Mizugaki,fighter1
2016-12-17,Flyweight,Hector Sandoval,Fredy Serrano,fighter1
2016-12-17,Welterweight,Sultan Aliev,Bojan Velickovic,fighter1
2016-12-10,Featherweight,Max Holloway,Anthony Pettis,fighter1
2016-12-10,Welterweight,Donald Cerrone,Matt Brown,fighter1
2016-12-10,Featherweight,Cub Swanson,Dooho Choi,fighter1
2016-12-10,Middleweight,Kelvin Gastelum,Tim Kennedy,fighter1
2016-12-10,Welterweight,Emil Meek,Jordan Mein,fighter1
2016-12-10,Light Heavyweight,Misha Cirkunov,Nikita Krylov,fighter1
2016-12-10,Lightweight,Olivier Aubin-Mercier,Drew Dober,fighter1
2016-12-10,Women's Strawweight,Viviane Pereira,Valerie Letourneau,fighter1
2016-12-10,Bantamweight,Matthew Lopez,Mitch Gagnon,fighter1
2016-12-10,Lightweight,Lando Vannata,John Makdessi,fighter1
2016-12-10,Lightweight,Rustam Khabilov,Jason Saggo,fighter1
2016-12-10,Flyweight,Dustin Ortiz,Zach Makovsky,fighter1
2016-12-09,Heavyweight,Derrick Lewis,Shamil Abdurakhimov,fighter1
2016-12-09,Heavyweight,Francis Ngannou,Anthony Hamilton,fighter1
2016-12-09,Light Heavyweight,Corey Anderson,Sean O'Connell,fighter1
2016-12-09,Light Heavyweight,Gian Villante,Saparbeg Safarov,fighter1
2016-12-09,Women's Strawweight,Justine Kish,Ashley Yoder,fighter1
2016-12-09,Welterweight,Randy Brown,Brian Camozzi,fighter1
2016-12-09,Middleweight,Gerald Meerschaert,Joseph Gigliotti,fighter1
2016-12-09,Middleweight,Andrew Sanchez,Trevor Smith,fighter1
2016-12-09,Featherweight,Shane Burgos,Tiago dos Santos e Silva,fighter1
2016-12-09,Lightweight,Marc Diakiese,Frankie Perez,fighter1
2016-12-09,Middleweight,Ryan Janes,Keith Berish,fighter1
2016-12-09,Women's Strawweight,Juliana Lima,JJ Aldrich,fighter1
2016-12-03,Flyweight,Demetrious Johnson,Tim Elliott,fighter1
2016-12-03,Flyweight,Joseph Benavidez,Henry Cejudo,fighter1
2016-12-03,Welterweight,Jorge Masvidal,Jake Ellenberger,fighter1
2016-12-03,Light Heavyweight,Jared Cannonier,Ion Cutelaba,fighter1
2016-12-03,Women's Bantamweight,Sara McMann,Alexis Davis,fighter1
2016-12-03,Flyweight,Brandon Moreno,Ryan Benoit,fighter1
2016-12-03,Featherweight,Ryan Hall,Gray Maynard,fighter1
2016-12-03,Bantamweight,Rob Font,Matt Schnell,fighter1
2016-12-03,Lightweight,Dong Hyun Ma,Brendan O'Reilly,fighter1
2016-12-03,Women's Strawweight,Jamie Moyle,Kailin Curran,fighter1
2016-12-03,Middleweight,Anthony Smith,Elvis Mutapcic,fighter1
2016-12-03,Light Heavyweight,Devin Clark,Josh Stansbury,fighter1
2016-11-26,Middleweight,Robert Whittaker,Derek Brunson,fighter1
2016-11-26,Lightweight,Andrew Holbrook,Jake Matthews,fighter1
2016-11-26,Welterweight,Omari Akhmedov,Kyle Noke,fighter1
2016-11-26,Lightweight,Alexander Volkanovski,Yusuke Kasuya,fighter1
2016-11-26,Light Heavyweight,Tyson Pedro,Khalil Rountree Jr.,fighter1
2016-11-26,Women's Strawweight,Danielle Taylor,Seo Hee Ham,fighter1
2016-11-26,Middleweight,Daniel Kelly,Chris Camozzi,fighter1
2016-11-26,Lightweight,Damien Brown,Jon Tuck,fighter1
2016-11-26,Welterweight,Jonathan Meunier,Richard Walsh,fighter1
2016-11-26,Flyweight,Ben Nguyen,Geane Herrera,fighter1
2016-11-26,Featherweight,Jason Knight,Dan Hooker,fighter1
2016-11-26,Featherweight,Marlon Vera,Guangyou Ning,fighter1
2016-11-26,Flyweight,Jenel Lausa,Yao Zhikui,fighter1
2016-11-19,Light Heavyweight,Ryan Bader,Rogerio Nogueira,fighter1
2016-11-19,Bantamweight,Thomas Almeida,Albert Morales,fighter1
2016-11-19,Women's Strawweight,Claudia Gadelha,Cortney Casey,fighter1
2016-11-19,Middleweight,Krzysztof Jotko,Thales Leites,fighter1
2016-11-19,Welterweight,Kamaru Usman,Warlley Alves,fighter1
2016-11-19,Welterweight,Sergio Moraes,Zak Ottow,fighter1
2016-11-19,Middleweight,Cezar Ferreira,Jack Hermansson,fighter1
2016-11-19,Light Heavyweight,Gadzhimurad Antigulov,Marcos Rogerio de Lima,fighter1
2016-11-19,Bantamweight,Johnny Eduardo,Manvel Gamburyan,fighter1
2016-11-19,Heavyweight,Luis Henrique,Christian Colombo,fighter1
2016-11-19,Bantamweight,Pedro Munhoz,Justin Scoggins,fighter1
2016-11-19,Light Heavyweight,Francimar Barroso,Darren Stewart,No contest
2016-11-19,Middleweight,Gegard Mousasi,Uriah Hall,fighter1
2016-11-19,Lightweight,Stevie Ray,Ross Pearson,fighter1
2016-11-19,Heavyweight,Alexander Volkov,Timothy Johnson,fighter1
2016-11-19,Featherweight,Artem Lobov,Teruto Ishihara,fighter1
2016-11-19,Middleweight,Jack Marshman,Magnus Cedenblad,fighter1
2016-11-19,Flyweight,Kyoji Horiguchi,Ali Bagautinov,fighter1
2016-11-19,Lightweight,Kevin Lee,Magomed Mustafaev,fighter1
2016-11-19,Women's Strawweight,Amanda Cooper,Anna Elmose,fighter1
2016-11-19,Heavyweight,Justin Ledet,Mark Godbeer,fighter1
2016-11-19,Welterweight,Zak Cummings,Alexander Yakovlev,fighter1
2016-11-19,Women's Bantamweight,Marion Reneau,Milana Dudieva,fighter1
2016-11-19,Bantamweight,Brett Johns,Kwan Ho Kwak,fighter1
2016-11-19,Welterweight,Abdul Razak Alhassan,Charlie Ward,fighter1
2016-11-12,Lightweight,Conor McGregor,Eddie Alvarez,fighter1
2016-11-12,Welterweight,Tyron Woodley,Stephen Thompson,Draw
2016-11-12,Women's Strawweight,Joanna Jedrzejczyk,Karolina Kowalkiewicz,fighter1
2016-11-12,Middleweight,Yoel Romero,Chris Weidman,fighter1
2016-11-12,Women's Bantamweight,Raquel Pennington,Miesha Tate,fighter1
2016-11-12,Featherweight,Frankie Edgar,Jeremy Stephens,fighter1
2016-11-12,Lightweight,Khabib Nurmagomedov,Michael Johnson,fighter1
2016-11-12,Middleweight,Tim Boetsch,Rafael Natal,fighter1
2016-11-12,Welterweight,Vicente Luque,Belal Muhammad,fighter1
2016-11-12,Catch Weight,Jim Miller,Thiago Alves,fighter1
2016-11-12,Women's Bantamweight,Liz Carmouche,Katlyn Chookagian,fighter1
2016-11-05,Lightweight,Tony Ferguson,Rafael Dos Anjos,fighter1
2016-11-05,Lightweight,Diego Sanchez,Marcin Held,fighter1
2016-11-05,Featherweight,Ricardo Lamas,Charles Oliveira,fighter1
2016-11-05,Lightweight,Martin Bravo,Claudio Puelles,fighter1
2016-11-05,Lightweight,Beneil Dariush,Rashid Magomedov,fighter1
2016-11-05,Women's Strawweight,Alexa Grasso,Heather Clark,fighter1
2016-11-05,Bantamweight,Erik Perez,Felipe Arantes,fighter1
2016-11-05,Catch Weight,Joe Soto,Marco Beltran,fighter1
2016-11-05,Welterweight,Max Griffin,Erick Montano,fighter1
2016-11-05,Bantamweight,Douglas Silva de Andrade,Henry Briones,fighter1
2016-11-05,Middleweight,Sam Alvey,Alex Nicholson,fighter1
2016-11-05,Lightweight,Marco Polo Reyes,Jason Novelli,fighter1
2016-11-05,Featherweight,Enrique Barzola,Chris Avila,fighter1
2016-10-08,Middleweight,Michael Bisping,Dan Henderson,fighter1
2016-10-08,Middleweight,Gegard Mousasi,Vitor Belfort,fighter1
2016-10-08,Light Heavyweight,Jimi Manuwa,Ovince Saint Preux,fighter1
2016-10-08,Heavyweight,Stefan Struve,Daniel Omielanczuk,fighter1
2016-10-08,Featherweight,Mirsad Bektic,Russell Doane,fighter1
2016-10-08,Bantamweight,Iuri Alcantara,Brad Pickett,fighter1
2016-10-08,Bantamweight,Damian Stasiak,Davey Grant,fighter1
2016-10-08,Welterweight,Leon Edwards,Albert Tumenov,fighter1
2016-10-08,Lightweight,Marc Diakiese,Lukasz Sajewski,fighter1
2016-10-08,Welterweight,Mike Perry,Danny Roberts,fighter1
2016-10-08,Lightweight,Leonardo Santos,Adriano Martins,fighter1
2016-10-01,Bantamweight,John Lineker,John Dodson,fighter1
2016-10-01,Lightweight,Alex Oliveira,Will Brooks,fighter1
2016-10-01,Welterweight,Zak Ottow,Joshua Burkman,fighter1
2016-10-01,Flyweight,Brandon Moreno,Louis Smolka,fighter1
2016-10-01,Light Heavyweight,Henrique da Silva,Joachim Christensen,fighter1
2016-10-01,Featherweight,Andre Fili,Hacran Dias,fighter1
2016-10-01,Heavyweight,Shamil Abdurakhimov,Walt Harris,fighter1
